course_code,page_id,text,href,download_attr
MTH-253,00014-mth-253-syllabus-syllabus-for-sequences-and-series-mth-253z-400-u2026,Download,https://canvas.oregonstate.edu/courses/2053263/files/119228487/download?download_frd=1,
MTH-252,00026-mth-252-module-item-whw1-key-pdf-integral-calculus-mth-252z-400-u2026,Download WHW1-Key.pdf,https://canvas.oregonstate.edu/courses/2080857/files/119223581/download?download_frd=1,true
MTH-252,00029-mth-252-module-item-syllabus-and-calendar-as-of-7-05-both-sections-400-and-401-integral-calculus-mth-252z-400-u2026,Download,https://canvas.oregonstate.edu/courses/2080857/files/119353385/download?download_frd=1,
MTH-252,00029-mth-252-module-item-syllabus-and-calendar-as-of-7-05-both-sections-400-and-401-integral-calculus-mth-252z-400-u2026,Download,https://canvas.oregonstate.edu/courses/2080857/files/119353386/download?download_frd=1,
MTH-252,00029-mth-252-module-item-syllabus-and-calendar-as-of-7-05-both-sections-400-and-401-integral-calculus-mth-252z-400-u2026,Download,https://canvas.oregonstate.edu/courses/2080857/files/119246095/download?download_frd=1,
MTH-252,00031-mth-252-module-item-achieve-registration-process-v3-pdf-integral-calculus-mth-252z-400-u2026,Download Achieve Registration Process_v3.pdf,https://canvas.oregonstate.edu/courses/2080857/files/119223565/download?download_frd=1,true
MTH-252,00040-mth-252-module-item-mlc-hours-pdf-integral-calculus-mth-252z-400-u2026,Download MLC Hours.pdf,https://canvas.oregonstate.edu/courses/2080857/files/119223484/download?download_frd=1,true
MTH-252,00048-mth-252-module-item-252-lecture-1-1-to-me1-pdf-integral-calculus-mth-252z-400-u2026,Download 252-Lecture-1.1-to-ME1.pdf,https://canvas.oregonstate.edu/courses/2080857/files/119223553/download?download_frd=1,true
MTH-252,00057-mth-252-module-item-252-lecture-1-1-to-me1-pdf-integral-calculus-mth-252z-400-u2026,Download 252-Lecture-1.1-to-ME1.pdf,https://canvas.oregonstate.edu/courses/2080857/files/119223553/download?download_frd=1,true
MTH-252,00064-mth-252-module-item-mini-exam-1-tues-thur-no-late-submissions,Download,https://canvas.oregonstate.edu/courses/2080857/files/119363995/download?download_frd=1,
MTH-252,00064-mth-252-module-item-mini-exam-1-tues-thur-no-late-submissions,Download,https://canvas.oregonstate.edu/courses/2080857/files/119223514/download?download_frd=1,
MTH-252,00064-mth-252-module-item-mini-exam-1-tues-thur-no-late-submissions,Download,https://canvas.oregonstate.edu/courses/2080857/files/119223497/download?download_frd=1,
MTH-252,00067-mth-252-module-item-252-lecture-1-3-to-me2-pdf-integral-calculus-mth-252z-400-u2026,Download 252-Lecture-1.3-to-ME2.pdf,https://canvas.oregonstate.edu/courses/2080857/files/119223594/download?download_frd=1,true
MTH-252,00070-mth-252-module-item-module-3-written-homework-whw-3-3-hours,Download,https://canvas.oregonstate.edu/courses/2080857/files/119223574/download?download_frd=1,
MTH-252,00076-mth-252-module-item-252-lecture-1-3-to-me2-pdf-integral-calculus-mth-252z-400-u2026,Download 252-Lecture-1.3-to-ME2.pdf,https://canvas.oregonstate.edu/courses/2080857/files/119223594/download?download_frd=1,true
MTH-252,00082-mth-252-module-item-module-4-written-homework-whw-4-3-hours,Download,https://canvas.oregonstate.edu/courses/2080857/files/119223566/download?download_frd=1,
MTH-252,00090-mth-252-module-item-252-lecture-3-1-to-me3-pdf-integral-calculus-mth-252z-400-u2026,Download 252-Lecture-3.1-to-ME3.pdf,https://canvas.oregonstate.edu/courses/2080857/files/119223561/download?download_frd=1,true
MTH-252,00092-mth-252-module-item-lecture-3-1-3-2-pdf-integral-calculus-mth-252z-400-u2026,Download Lecture-3.1-3.2.pdf,https://canvas.oregonstate.edu/courses/2080857/files/119223595/download?download_frd=1,true
MTH-252,00101-mth-252-module-item-252-lecture-3-1-to-me3-pdf-integral-calculus-mth-252z-400-u2026,Download 252-Lecture-3.1-to-ME3.pdf,https://canvas.oregonstate.edu/courses/2080857/files/119223561/download?download_frd=1,true
MTH-252,00112-mth-252-module-item-252-lecture-2-1-to-me4-pdf-integral-calculus-mth-252z-400-u2026,Download 252-Lecture-2.1-to-ME4.pdf,https://canvas.oregonstate.edu/courses/2080857/files/119223597/download?download_frd=1,true
MTH-252,00123-mth-252-module-item-252-lecture-2-1-to-me4-pdf-integral-calculus-mth-252z-400-u2026,Download 252-Lecture-2.1-to-ME4.pdf,https://canvas.oregonstate.edu/courses/2080857/files/119223597/download?download_frd=1,true
MTH-252,00124-mth-252-module-item-lecture-2-3-2-4-pdf-integral-calculus-mth-252z-400-u2026,Download Lecture-2.3-2.4.pdf,https://canvas.oregonstate.edu/courses/2080857/files/119223466/download?download_frd=1,true
MTH-252,00135-mth-252-module-item-252-lecture-2-5-to-me5-pdf-integral-calculus-mth-252z-400-u2026,Download 252-Lecture-2.5-to-ME5.pdf,https://canvas.oregonstate.edu/courses/2080857/files/119223598/download?download_frd=1,true
MTH-252,00136-mth-252-module-item-dr-g-s-videos-2-5-integral-calculus-mth-252z-400-u2026,Download,https://canvas.oregonstate.edu/courses/2080857/files/119223617/download?download_frd=1,
MTH-252,00145-mth-252-module-item-252-lecture-2-5-to-me5-pdf-integral-calculus-mth-252z-400-u2026,Download 252-Lecture-2.5-to-ME5.pdf,https://canvas.oregonstate.edu/courses/2080857/files/119223598/download?download_frd=1,true
MTH-252,00146-mth-252-module-item-dr-g-s-videos-3-7-integral-calculus-mth-252z-400-u2026,Download,https://canvas.oregonstate.edu/courses/2080857/files/119223618/download?download_frd=1,
MTH-252,00153-mth-252-module-item-mini-exam-2-retake,Download,https://canvas.oregonstate.edu/courses/2080857/files/119223455/download?download_frd=1,
MTH-252,00153-mth-252-module-item-mini-exam-2-retake,Download IVP-Wksht1.pdf,https://canvas.oregonstate.edu/courses/1918585/files/99187575/download?download_frd=1,
MTH-252,00153-mth-252-module-item-mini-exam-2-retake,Download IVP-Wksht2.pdf,https://canvas.oregonstate.edu/courses/1918585/files/99187581/download?download_frd=1,
MTH-252,00154-mth-252-module-item-mini-exam-3-retake,Download,https://canvas.oregonstate.edu/courses/2080857/files/119223623/download?download_frd=1,
MTH-252,00155-mth-252-module-item-mini-exam-4-retake,Download,https://canvas.oregonstate.edu/courses/2080857/files/119223452/download?download_frd=1,
MTH-252,00164-mth-252-linked-detail-mini-exam-1-tues-thur-no-late-submissions,Download,https://canvas.oregonstate.edu/courses/2080857/files/119363995/download?download_frd=1,
MTH-252,00164-mth-252-linked-detail-mini-exam-1-tues-thur-no-late-submissions,Download,https://canvas.oregonstate.edu/courses/2080857/files/119223514/download?download_frd=1,
MTH-252,00164-mth-252-linked-detail-mini-exam-1-tues-thur-no-late-submissions,Download,https://canvas.oregonstate.edu/courses/2080857/files/119223497/download?download_frd=1,
MTH-252,00166-mth-252-linked-detail-topic-module-1-discussion-reflection-whw-1-0-25-hour,Download,https://canvas.oregonstate.edu/courses/2080857/files/119223459/download?download_frd=1,
MTH-252,00170-mth-252-linked-detail-module-3-written-homework-whw-3-3-hours,Download,https://canvas.oregonstate.edu/courses/2080857/files/119223574/download?download_frd=1,
MTH-252,00176-mth-252-linked-detail-module-4-written-homework-whw-4-3-hours,Download,https://canvas.oregonstate.edu/courses/2080857/files/119223566/download?download_frd=1,
MTH-252,00218-mth-252-linked-detail-mini-exam-2-retake,Download,https://canvas.oregonstate.edu/courses/2080857/files/119223455/download?download_frd=1,
MTH-252,00218-mth-252-linked-detail-mini-exam-2-retake,Download IVP-Wksht1.pdf,https://canvas.oregonstate.edu/courses/1918585/files/99187575/download?download_frd=1,
MTH-252,00218-mth-252-linked-detail-mini-exam-2-retake,Download IVP-Wksht2.pdf,https://canvas.oregonstate.edu/courses/1918585/files/99187581/download?download_frd=1,
MTH-252,00219-mth-252-linked-detail-mini-exam-3-retake,Download,https://canvas.oregonstate.edu/courses/2080857/files/119223623/download?download_frd=1,
