requested_url,resolved_url,course_code,source_surface,source_kind,page_id,started_at,finished_at,status,error,discovered_count
https://canvas.oregonstate.edu/courses/2080857,https://canvas.oregonstate.edu/courses/2080857,MTH-252,home,surface,00001-mth-252-home-integral-calculus-mth-252z-400-u2026,2026-06-26T21:25:25.363Z,2026-06-26T21:25:30.028Z,ok,,1
https://canvas.oregonstate.edu/courses/2080857/modules,https://canvas.oregonstate.edu/courses/2080857/modules,MTH-252,modules,surface,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,2026-06-26T21:25:30.028Z,2026-06-26T21:25:46.722Z,ok,,130
https://canvas.oregonstate.edu/courses/2080857/assignments,https://canvas.oregonstate.edu/courses/2080857,MTH-252,assignments,surface,00003-mth-252-assignments-integral-calculus-mth-252z-400-u2026,2026-06-26T21:25:46.722Z,2026-06-26T21:25:50.516Z,ok,,0
https://canvas.oregonstate.edu/courses/2080857/grades,https://canvas.oregonstate.edu/courses/2080857/grades,MTH-252,grades,surface,00004-mth-252-grades-grades-for-jacob-peterson-integral-calculus-mth-252z-400-u2026,2026-06-26T21:25:50.516Z,2026-06-26T21:25:54.969Z,ok,,0
https://canvas.oregonstate.edu/courses/2080857/announcements,https://canvas.oregonstate.edu/courses/2080857/announcements,MTH-252,announcements,surface,00005-mth-252-announcements-announcements-integral-calculus-mth-252z-400-u2026,2026-06-26T21:25:54.969Z,2026-06-26T21:25:57.662Z,ok,,0
https://canvas.oregonstate.edu/courses/2080857/assignments/syllabus,https://canvas.oregonstate.edu/courses/2080857/assignments/syllabus,MTH-252,syllabus,surface,00006-mth-252-syllabus-syllabus-for-integral-calculus-mth-252z-400-u2026,2026-06-26T21:25:57.687Z,2026-06-26T21:26:01.278Z,ok,,0
https://canvas.oregonstate.edu/courses/2080857/discussion_topics,https://canvas.oregonstate.edu/courses/2080857/discussion_topics,MTH-252,discussions,surface,00007-mth-252-discussions-discussions-integral-calculus-mth-252z-400-u2026,2026-06-26T21:26:01.278Z,2026-06-26T21:26:04.825Z,ok,,10
https://canvas.oregonstate.edu/courses/2080857/quizzes,https://canvas.oregonstate.edu/courses/2080857,MTH-252,quizzes,surface,00008-mth-252-quizzes-integral-calculus-mth-252z-400-u2026,2026-06-26T21:26:04.825Z,2026-06-26T21:26:08.480Z,ok,,0
https://canvas.oregonstate.edu/courses/2053263,https://canvas.oregonstate.edu/courses/2053263,MTH-253,home,surface,00009-mth-253-home-sequences-and-series-mth-253z-400-u2026,2026-06-26T21:26:08.480Z,2026-06-26T21:26:11.659Z,ok,,0
https://canvas.oregonstate.edu/courses/2053263/modules,https://canvas.oregonstate.edu/courses/2053263/modules,MTH-253,modules,surface,00010-mth-253-modules-course-modules-sequences-and-series-mth-253z-400-u2026,2026-06-26T21:26:11.659Z,2026-06-26T21:26:14.937Z,ok,,49
https://canvas.oregonstate.edu/courses/2053263/assignments,https://canvas.oregonstate.edu/courses/2053263,MTH-253,assignments,surface,00011-mth-253-assignments-sequences-and-series-mth-253z-400-u2026,2026-06-26T21:26:14.954Z,2026-06-26T21:26:18.992Z,ok,,0
https://canvas.oregonstate.edu/courses/2053263/grades,https://canvas.oregonstate.edu/courses/2053263/grades,MTH-253,grades,surface,00012-mth-253-grades-grades-for-jacob-peterson-sequences-and-series-mth-253z-400-u2026,2026-06-26T21:26:18.992Z,2026-06-26T21:26:22.195Z,ok,,0
https://canvas.oregonstate.edu/courses/2053263/announcements,https://canvas.oregonstate.edu/courses/2053263/announcements,MTH-253,announcements,surface,00013-mth-253-announcements-announcements-sequences-and-series-mth-253z-400-u2026,2026-06-26T21:26:22.195Z,2026-06-26T21:26:24.793Z,ok,,3
https://canvas.oregonstate.edu/courses/2053263/assignments/syllabus,https://canvas.oregonstate.edu/courses/2053263/assignments/syllabus,MTH-253,syllabus,surface,00014-mth-253-syllabus-syllabus-for-sequences-and-series-mth-253z-400-u2026,2026-06-26T21:26:24.793Z,2026-06-26T21:26:27.443Z,ok,,24
https://canvas.oregonstate.edu/courses/2053263/discussion_topics,https://canvas.oregonstate.edu/courses/2053263/discussion_topics,MTH-253,discussions,surface,00015-mth-253-discussions-discussions-sequences-and-series-mth-253z-400-u2026,2026-06-26T21:26:27.443Z,2026-06-26T21:26:30.997Z,ok,,10
https://canvas.oregonstate.edu/courses/2053263/quizzes,https://canvas.oregonstate.edu/courses/2053263/quizzes,MTH-253,quizzes,surface,00016-mth-253-quizzes-quizzes-sequences-and-series-mth-253z-400-u2026,2026-06-26T21:26:31.016Z,2026-06-26T21:26:33.651Z,ok,,6
https://canvas.oregonstate.edu/courses/2053526,https://canvas.oregonstate.edu/courses/2053526,PHY-212,home,surface,00017-phy-212-home-general-physics-with-calculus-ph-212-400-u2026,2026-06-26T21:26:33.651Z,2026-06-26T21:26:36.974Z,ok,,0
https://canvas.oregonstate.edu/courses/2053526/modules,https://canvas.oregonstate.edu/courses/2053526/modules,PHY-212,modules,surface,00018-phy-212-modules-course-modules-general-physics-with-calculus-ph-212-400-u2026,2026-06-26T21:26:36.974Z,2026-06-26T21:26:40.147Z,ok,,38
https://canvas.oregonstate.edu/courses/2053526/assignments,https://canvas.oregonstate.edu/courses/2053526/assignments,PHY-212,assignments,surface,00019-phy-212-assignments-assignments-general-physics-with-calculus-ph-212-400-u2026,2026-06-26T21:26:40.147Z,2026-06-26T21:26:43.898Z,ok,,21
https://canvas.oregonstate.edu/courses/2053526/grades,https://canvas.oregonstate.edu/courses/2053526/grades,PHY-212,grades,surface,00020-phy-212-grades-grades-for-jacob-peterson-general-physics-with-calculus-ph-212-400-u2026,2026-06-26T21:26:43.898Z,2026-06-26T21:26:47.899Z,ok,,0
https://canvas.oregonstate.edu/courses/2053526/announcements,https://canvas.oregonstate.edu/courses/2053526/announcements,PHY-212,announcements,surface,00021-phy-212-announcements-announcements-general-physics-with-calculus-ph-212-400-u2026,2026-06-26T21:26:47.928Z,2026-06-26T21:26:50.497Z,ok,,3
https://canvas.oregonstate.edu/courses/2053526/assignments/syllabus,https://canvas.oregonstate.edu/courses/2053526/assignments/syllabus,PHY-212,syllabus,surface,00022-phy-212-syllabus-syllabus-for-general-physics-with-calculus-ph-212-400-u2026,2026-06-26T21:26:50.497Z,2026-06-26T21:26:53.659Z,ok,,2
https://canvas.oregonstate.edu/courses/2053526/discussion_topics,https://canvas.oregonstate.edu/courses/2053526/discussion_topics,PHY-212,discussions,surface,00023-phy-212-discussions-discussions-general-physics-with-calculus-ph-212-400-u2026,2026-06-26T21:26:53.659Z,2026-06-26T21:26:56.897Z,ok,,3
