review_id,task_id,course_code,title,reason,source_surfaces,importance,hrefs
rq-00118,MTH-252-disk-method-2-links-to-an-external-site,MTH-252,Disk method 2 Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/oYe4gkKQDE8
rq-00119,MTH-252-disk-method-3-links-to-an-external-site,MTH-252,Disk method 3 Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/Ba_q-eu8n34
rq-00120,MTH-252-disc-method-around-y-1-links-to-an-external-site,MTH-252,Disc method around y=1 Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/yTElv1k33rk
rq-00121,MTH-252-washer-method-1-links-to-an-external-site,MTH-252,Washer method 1 Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/rbqWHbxmVUI
rq-00122,MTH-252-washer-method-2-around-y-3-links-to-an-external-site,MTH-252,"Washer method 2, around y=3 Links to an external site.",module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/6zaqRVD90mY
rq-00123,MTH-252-washer-method-3-around-x-5-links-to-an-external-site,MTH-252,"Washer method 3, around x=5 Links to an external site.",module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/2yd_Ae-7wls
rq-00124,MTH-252-intro-shell-method-links-to-an-external-site,MTH-252,Intro. shell method Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/pCMkHkprN0I
rq-00125,MTH-252-shell-method-2-links-to-an-external-site,MTH-252,Shell method 2 Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/3B2YQbEzshg
rq-00126,MTH-252-shell-method-3-links-to-an-external-site,MTH-252,Shell method 3 Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/DHCWM-Pg_Yw
rq-00127,MTH-252-shell-method-4-around-y-axis-links-to-an-external-site,MTH-252,Shell method 4 around y-axis Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/aW_3JoRHsPU
rq-00128,MTH-252-shell-method-around-x-4-links-to-an-external-site,MTH-252,Shell method around x=4 Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/fAKmfe_5QWw
rq-00129,MTH-252-arc-length-1-links-to-an-external-site,MTH-252,Arc length 1 Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/seoFxrNL85c
rq-00130,MTH-252-arc-length-1-continued-links-to-an-external-site,MTH-252,Arc length 1 continued Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/NbnTw0opE_0
rq-00131,MTH-252-arc-length-2-links-to-an-external-site,MTH-252,Arc length 2 Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/QttlclJGxJQ
rq-00132,MTH-252-arc-length-3-links-to-an-external-site,MTH-252,Arc length 3 Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/cw76RZ_fsZI
rq-00133,MTH-252-arc-length-4-links-to-an-external-site,MTH-252,Arc length 4 Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/0j227VZN0X8
rq-00134,MTH-252-work-spring-stretch-1-links-to-an-external-site,MTH-252,Work: Spring stretch 1 Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/3_-7IJO6EVc
rq-00135,MTH-252-work-spring-stretch-2-links-to-an-external-site,MTH-252,Work: Spring stretch 2 Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/Fd65ZxqpktE
rq-00136,MTH-252-work-lifting-leaking-bucket-links-to-an-external-site,MTH-252,Work: lifting leaking bucket Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/YMaR5KJj2zQ
rq-00137,MTH-252-work-lifting-bucket-with-cable-mass-links-to-an-external-site,MTH-252,Work: Lifting bucket with cable mass Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/pKZzfYIgq1Q
rq-00138,MTH-252-work-vertical-pumping-links-to-an-external-site,MTH-252,Work: Vertical pumping Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/T7sma-7qQFA
rq-00139,MTH-252-work-vertical-pumping-isosceles-triangle-links-to-an-external-site,MTH-252,"Work: Vertical pumping, isosceles triangle Links to an external site.",module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/1x-xMf4TFNM
rq-00140,MTH-252-work-vertical-pumping-quadratic-cross-sections-links-to-an-external-site,MTH-252,"Work: Vertical pumping, quadratic cross sections Links to an external site.",module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/RPXnZl3przM
rq-00141,MTH-252-hydrostatic-force-horizontal-plate-links-to-an-external-site,MTH-252,Hydrostatic force: Horizontal plate Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/zSyh3IzQMdc
rq-00142,MTH-252-hydrostatic-force-vertical-isosceles-triangle-links-to-an-external-site,MTH-252,Hydrostatic force: Vertical isosceles triangle Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/7exmlrEbNXI
rq-00143,MTH-252-hydrostatic-force-semicircle-window-links-to-an-external-site,MTH-252,Hydrostatic force: Semicircle window Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/Ntk9RpCCSeM
rq-00144,MTH-252-intro-improper-integrals-links-to-an-external-site,MTH-252,Intro. Improper integrals Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/F19y9IiH-cM
rq-00145,MTH-252-improper-integrals-2-exponential-integrand-links-to-an-external-site,MTH-252,"Improper integrals 2, exponential integrand Links to an external site.",module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/5Tz992fOYAA
rq-00146,MTH-252-improper-integral-3-exponential-integrand-links-to-an-external-site,MTH-252,"Improper integral 3, exponential integrand Links to an external site.",module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/9O9Rd7JyKLo
rq-00147,MTH-252-improper-integral-4-rational-integrand-links-to-an-external-site,MTH-252,"Improper integral 4, rational integrand Links to an external site.",module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/CvziF8rGSnw
rq-00148,MTH-252-improper-integral-5-rational-integrand-links-to-an-external-site,MTH-252,"Improper integral 5, rational integrand Links to an external site.",module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/m2qnjmZQqa4
rq-00149,MTH-252-improper-integral-infinity-to-infinity-links-to-an-external-site,MTH-252,Improper integral: +infinity to -infinity Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/qWMJpYajOww
rq-00150,MTH-252-improper-integral-discontinuous-integrand-1-links-to-an-external-site,MTH-252,Improper integral: Discontinuous integrand 1 Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/KWQgBZStE6M
rq-00151,MTH-252-improper-integral-discontinuous-integrand-2-links-to-an-external-site,MTH-252,Improper integral: Discontinuous integrand 2 Links to an external site.,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://youtu.be/gN7I8LhKalQ
rq-00152,MTH-252-page-11,MTH-252,Page 11,unknown_importance,announcements,unknown,
rq-00153,MTH-252-page-22,MTH-252,Page 22,unknown_importance,announcements,unknown,
rq-00154,MTH-252-unit-1-we-introduce-riemann-sums-as-a-tool-to-approximate-area-by-summing-up-the,MTH-252,Unit 1 - We introduce Riemann sums as a tool to approximate area by summing up the area of rectangles.,unknown_importance,quizzes,unknown,
rq-00155,MTH-252-unit-2-we-study-the-fundamental-theorem-of-calculus-and-related-properties-which,MTH-252,"Unit 2 - We study the Fundamental Theorem of Calculus and related properties, which rely on ""undoing"" derivatives.",unknown_importance,quizzes,unknown,
rq-00156,MTH-252-unit-3-we-study-a-variety-of-problem-solving-techniques-in-order-to-apply-the-fu,MTH-252,Unit 3 - We study a variety of problem-solving techniques in order to apply the Fundamental Theorem of Calculus to more complex settings.,unknown_importance,quizzes,unknown,
rq-00157,MTH-252-unit-4-we-explore-various-graphical-applications,MTH-252,Unit 4 - We explore various graphical applications.,unknown_importance,quizzes,unknown,
rq-00158,MTH-252-unit-5-we-apply-our-techniques-to-solve-real-world-problems,MTH-252,Unit 5 - We apply our techniques to solve real-world problems.,unknown_importance,quizzes,unknown,
rq-00159,MTH-252-describe-the-definite-integral-as-a-limit-of-riemann-sums-and-illustrate-and-int,MTH-252,Describe the definite integral as a limit of Riemann sums and illustrate and interpret definite integrals as areas and signed areas.,unknown_importance,quizzes,unknown,
rq-00160,MTH-252-evaluate-integrals-using-basic-numerical-integration-rules,MTH-252,Evaluate integrals using basic numerical integration rules.,unknown_importance,quizzes,unknown,
rq-00161,MTH-252-apply-the-fundamental-theorem-of-calculus-to-evaluate-integrals-and-to-different,MTH-252,Apply the fundamental theorem of calculus to evaluate integrals and to differentiate integrals with respect to a limit of integration.,unknown_importance,quizzes,unknown,
rq-00162,MTH-252-use-integration-to-find-areas-and-volumes-of-regions-and-calculate-physical-quan,MTH-252,"Use integration to find areas and volumes of regions and calculate physical quantities such as total distance traveled, displacement, work, and volume.",unknown_importance,quizzes,unknown,
rq-00163,MTH-253-get-your-mth-253z-course-materials-access-code-ebook,MTH-253,Get your MTH 253Z Course Materials! (Access Code + Ebook),module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885521
rq-00164,MTH-253-4,MTH-253,4,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,
rq-00165,MTH-253-9,MTH-253,9,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,
rq-00166,MTH-253-11,MTH-253,11,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,
rq-00167,MTH-253-7,MTH-253,7,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,
rq-00168,MTH-253-reminder-no-unit-quiz-due-in-this-module-8,MTH-253,Reminder: No unit quiz due in this module. 8,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,
rq-00169,MTH-253-5,MTH-253,5,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,
rq-00170,MTH-253-no-quizzes-found,MTH-253,No quizzes found,unknown_importance,quizzes,unknown,
rq-00171,PHY-212-accessibility-statements-privacy-policies,PHY-212,Accessibility Statements & Privacy Policies,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896933
rq-00172,PHY-212-sources-cited,PHY-212,Sources Cited,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896934
rq-00173,PHY-212-general-information,PHY-212,General information,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896936
rq-00174,PHY-212-announcements,PHY-212,Announcements,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896939
rq-00175,PHY-212-course-webpages,PHY-212,Course webpages,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896941
rq-00176,PHY-212-get-your-ph-211-course-materials,PHY-212,Get your PH 211 Course Materials!,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://canvas.oregonstate.edu/courses/2053526/modules/items/26992779
rq-00177,PHY-212-virtual-wormhole-getting-assistance,PHY-212,Virtual Wormhole - Getting assistance,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896944
rq-00178,PHY-212-scanned-text-on-reserve-at-library,PHY-212,Scanned text on reserve at library,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896945
rq-00179,PHY-212-gradescope,PHY-212,Gradescope,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896946
rq-00180,PHY-212-proctorio-setup-and-troubleshooting,PHY-212,Proctorio setup and troubleshooting,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896947
rq-00181,PHY-212-opt-out-of-lab,PHY-212,Opt-out of lab,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896948
rq-00182,PHY-212-oer-physics-textbook,PHY-212,OER Physics textbook,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896949
rq-00183,PHY-212-financial-resources-and-more,PHY-212,Financial resources and more,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896952
rq-00184,PHY-212-academic-misconduct-scenarios,PHY-212,Academic Misconduct Scenarios,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896953
rq-00185,PHY-212-scanned-text-on-reserve-at-the-library,PHY-212,Scanned text on reserve at the library,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896954
rq-00186,PHY-212-help-getting-internet,PHY-212,Help getting internet,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896955
rq-00187,PHY-212-scanning-resources,PHY-212,Scanning Resources,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896956
rq-00188,PHY-212-lab-1-instructions,PHY-212,Lab 1 Instructions,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896962
rq-00189,PHY-212-lab-supplies,PHY-212,Lab Supplies,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896964
rq-00190,PHY-212-lab-2-instructions,PHY-212,Lab 2 Instructions,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896965
rq-00191,PHY-212-module-1-motion-conclusion,PHY-212,Module 1 | Motion | Conclusion,module_required_item_not_found_in_grade_or_assignment_surface,modules,required_ungraded_blocker,https://canvas.oregonstate.edu/courses/2053526/modules/items/26896968
rq-00192,PHY-212-reply-to-topic,PHY-212,Reply To Topic,assignment_page_item_not_found_in_modules_or_grades,assignments,required_graded,
rq-00193,PHY-212-required-replies-4,PHY-212,Required Replies (4),assignment_page_item_not_found_in_modules_or_grades,assignments,required_graded,
rq-00194,,MTH-252,assignments redirected,surface_redirected_or_unavailable,assignments,unknown,https://canvas.oregonstate.edu/courses/2080857
rq-00195,,MTH-252,quizzes redirected,surface_redirected_or_unavailable,quizzes,unknown,https://canvas.oregonstate.edu/courses/2080857
rq-00196,,MTH-253,assignments redirected,surface_redirected_or_unavailable,assignments,unknown,https://canvas.oregonstate.edu/courses/2053263
rq-00197,,PHY-212,quizzes redirected,surface_redirected_or_unavailable,quizzes,unknown,https://canvas.oregonstate.edu/courses/2053526
