task_id,course_id,course_code,title,task_type,importance,required,graded,due,available,source_surfaces,module_titles,hrefs,confidence
MTH-252-intro-trig-substitution-2-links-to-an-external-site,2080857,MTH-252,Intro. Trig substitution 2 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.3 Trigonometric Substitution,https://youtu.be/kSW4sEg_VdQ,0.75
MTH-252-trig-substitution-example-3-links-to-an-external-site,2080857,MTH-252,Trig substitution example 3 Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,3.3 Trigonometric Substitution,https://youtu.be/UHRmp07p9IA,0.75
MTH-252-trig-substitution-example-4-links-to-an-external-site,2080857,MTH-252,Trig substitution example 4 Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,3.3 Trigonometric Substitution,https://youtu.be/a-f63vZVuBQ,0.75
MTH-252-trig-substitution-example-5-links-to-an-external-site,2080857,MTH-252,Trig substitution example 5 Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,3.3 Trigonometric Substitution,https://youtu.be/jZa4FM6l6pM,0.75
MTH-252-trig-substitution-with-secant-links-to-an-external-site,2080857,MTH-252,Trig substitution with secant Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.3 Trigonometric Substitution,https://youtu.be/snUBWVMPWfQ,0.75
MTH-252-trig-substitution-with-definite-integral-links-to-an-external-site,2080857,MTH-252,Trig substitution with definite integral Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.3 Trigonometric Substitution,https://youtu.be/TMV5avDezeA,0.75
MTH-252-integration-using-long-division-links-to-an-external-site,2080857,MTH-252,Integration using long division Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.4 Partial Fraction Decomposition (PFD),https://youtu.be/JIIbmjyrIf8,0.75
MTH-252-intro-partial-fraction-decomposition-pfd-links-to-an-external-site,2080857,MTH-252,Intro. Partial fraction decomposition (PFD) Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.4 Partial Fraction Decomposition (PFD),https://youtu.be/c2oLHtPA03U,0.75
MTH-252-pfd-example-2-links-to-an-external-site,2080857,MTH-252,PFD example 2 Links to an external site.,exam,required_ungraded_blocker,yes,no,,,modules,3.4 Partial Fraction Decomposition (PFD),https://youtu.be/SQ4l8yDlBVE,0.75
MTH-252-pfd-degree-2-3-links-to-an-external-site,2080857,MTH-252,PFD degree 2/3 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.4 Partial Fraction Decomposition (PFD),https://youtu.be/04RSkBwVzK0,0.75
MTH-252-intro-integration-with-pfd-links-to-an-external-site,2080857,MTH-252,Intro. Integration with PFD Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.4 Partial Fraction Decomposition (PFD),https://youtu.be/AHNSE0ri3i0,0.75
MTH-252-integration-with-pfd-links-to-an-external-site,2080857,MTH-252,Integration with PFD Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.4 Partial Fraction Decomposition (PFD),https://youtu.be/PjsDXfQ8QwQ,0.75
MTH-252-integration-with-long-division-links-to-an-external-site,2080857,MTH-252,Integration with long division Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.4 Partial Fraction Decomposition (PFD),https://youtu.be/JIIbmjyrIf8,0.75
MTH-252-intro-area-between-curves-links-to-an-external-site,2080857,MTH-252,Intro. Area between curves Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.1Areas Between Curves,https://youtu.be/de-0e0nYf5I,0.75
MTH-252-area-between-curves-2-links-to-an-external-site,2080857,MTH-252,Area between curves 2 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.1Areas Between Curves,https://youtu.be/E_1aDcOoDtE,0.75
MTH-252-area-between-curves-3-links-to-an-external-site,2080857,MTH-252,Area between curves 3 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.1Areas Between Curves,https://youtu.be/n2JqTztMrvQ,0.75
MTH-252-area-between-curves-4-links-to-an-external-site,2080857,MTH-252,Area between curves 4 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.1Areas Between Curves,https://youtu.be/BH-V6Gx2n8E,0.75
MTH-252-area-between-curves-respect-to-y-links-to-an-external-site,2080857,MTH-252,"Area between curves , respect to y Links to an external site.",external,required_ungraded_blocker,yes,no,,,modules,2.1Areas Between Curves,https://youtu.be/fGvSy6U209Y,0.75
MTH-252-intro-volume-by-slicing-links-to-an-external-site,2080857,MTH-252,Intro. volume by slicing Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.2 Volume by Slicing,https://youtu.be/Q8c8Gs1OUgk,0.75
MTH-252-volume-by-slicing-2-links-to-an-external-site,2080857,MTH-252,Volume by slicing 2 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.2 Volume by Slicing,https://youtu.be/BQ5sg21w-lA,0.75
MTH-252-disk-method-1-links-to-an-external-site,2080857,MTH-252,Disk method 1 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.2 Volume by Slicing,https://youtu.be/1CbZlM09zF8,0.75
MTH-252-disk-method-2-links-to-an-external-site,2080857,MTH-252,Disk method 2 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.2 Volume by Slicing,https://youtu.be/oYe4gkKQDE8,0.75
MTH-252-disk-method-3-links-to-an-external-site,2080857,MTH-252,Disk method 3 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.2 Volume by Slicing,https://youtu.be/Ba_q-eu8n34,0.75
MTH-252-disc-method-around-y-1-links-to-an-external-site,2080857,MTH-252,Disc method around y=1 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.2 Volume by Slicing,https://youtu.be/yTElv1k33rk,0.75
MTH-252-washer-method-1-links-to-an-external-site,2080857,MTH-252,Washer method 1 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.2 Volume by Slicing,https://youtu.be/rbqWHbxmVUI,0.75
MTH-252-washer-method-2-around-y-3-links-to-an-external-site,2080857,MTH-252,"Washer method 2, around y=3 Links to an external site.",external,required_ungraded_blocker,yes,no,,,modules,2.2 Volume by Slicing,https://youtu.be/6zaqRVD90mY,0.75
MTH-252-washer-method-3-around-x-5-links-to-an-external-site,2080857,MTH-252,"Washer method 3, around x=5 Links to an external site.",external,required_ungraded_blocker,yes,no,,,modules,2.2 Volume by Slicing,https://youtu.be/2yd_Ae-7wls,0.75
MTH-252-intro-shell-method-links-to-an-external-site,2080857,MTH-252,Intro. shell method Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.3 Volumes of Revolution: Shell Method,https://youtu.be/pCMkHkprN0I,0.75
MTH-252-shell-method-2-links-to-an-external-site,2080857,MTH-252,Shell method 2 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.3 Volumes of Revolution: Shell Method,https://youtu.be/3B2YQbEzshg,0.75
MTH-252-shell-method-3-links-to-an-external-site,2080857,MTH-252,Shell method 3 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.3 Volumes of Revolution: Shell Method,https://youtu.be/DHCWM-Pg_Yw,0.75
MTH-252-shell-method-4-around-y-axis-links-to-an-external-site,2080857,MTH-252,Shell method 4 around y-axis Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.3 Volumes of Revolution: Shell Method,https://youtu.be/aW_3JoRHsPU,0.75
MTH-252-shell-method-around-x-4-links-to-an-external-site,2080857,MTH-252,Shell method around x=4 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.3 Volumes of Revolution: Shell Method,https://youtu.be/fAKmfe_5QWw,0.75
MTH-252-arc-length-1-links-to-an-external-site,2080857,MTH-252,Arc length 1 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.4 Arc Length,https://youtu.be/seoFxrNL85c,0.75
MTH-252-arc-length-1-continued-links-to-an-external-site,2080857,MTH-252,Arc length 1 continued Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.4 Arc Length,https://youtu.be/NbnTw0opE_0,0.75
MTH-252-arc-length-2-links-to-an-external-site,2080857,MTH-252,Arc length 2 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.4 Arc Length,https://youtu.be/QttlclJGxJQ,0.75
MTH-252-arc-length-3-links-to-an-external-site,2080857,MTH-252,Arc length 3 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.4 Arc Length,https://youtu.be/cw76RZ_fsZI,0.75
MTH-252-arc-length-4-links-to-an-external-site,2080857,MTH-252,Arc length 4 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.4 Arc Length,https://youtu.be/0j227VZN0X8,0.75
MTH-252-work-spring-stretch-1-links-to-an-external-site,2080857,MTH-252,Work: Spring stretch 1 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.5 Physical Applications,https://youtu.be/3_-7IJO6EVc,0.75
MTH-252-work-spring-stretch-2-links-to-an-external-site,2080857,MTH-252,Work: Spring stretch 2 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.5 Physical Applications,https://youtu.be/Fd65ZxqpktE,0.75
MTH-252-work-lifting-leaking-bucket-links-to-an-external-site,2080857,MTH-252,Work: lifting leaking bucket Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.5 Physical Applications,https://youtu.be/YMaR5KJj2zQ,0.75
MTH-252-work-lifting-bucket-with-cable-mass-links-to-an-external-site,2080857,MTH-252,Work: Lifting bucket with cable mass Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.5 Physical Applications,https://youtu.be/pKZzfYIgq1Q,0.75
MTH-252-work-vertical-pumping-links-to-an-external-site,2080857,MTH-252,Work: Vertical pumping Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.5 Physical Applications,https://youtu.be/T7sma-7qQFA,0.75
MTH-252-work-vertical-pumping-isosceles-triangle-links-to-an-external-site,2080857,MTH-252,"Work: Vertical pumping, isosceles triangle Links to an external site.",external,required_ungraded_blocker,yes,no,,,modules,2.5 Physical Applications,https://youtu.be/1x-xMf4TFNM,0.75
MTH-252-work-vertical-pumping-quadratic-cross-sections-links-to-an-external-site,2080857,MTH-252,"Work: Vertical pumping, quadratic cross sections Links to an external site.",external,required_ungraded_blocker,yes,no,,,modules,2.5 Physical Applications,https://youtu.be/RPXnZl3przM,0.75
MTH-252-hydrostatic-force-horizontal-plate-links-to-an-external-site,2080857,MTH-252,Hydrostatic force: Horizontal plate Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.5 Physical Applications,https://youtu.be/zSyh3IzQMdc,0.75
MTH-252-hydrostatic-force-vertical-isosceles-triangle-links-to-an-external-site,2080857,MTH-252,Hydrostatic force: Vertical isosceles triangle Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.5 Physical Applications,https://youtu.be/7exmlrEbNXI,0.75
MTH-252-hydrostatic-force-semicircle-window-links-to-an-external-site,2080857,MTH-252,Hydrostatic force: Semicircle window Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,2.5 Physical Applications,https://youtu.be/Ntk9RpCCSeM,0.75
MTH-252-intro-improper-integrals-links-to-an-external-site,2080857,MTH-252,Intro. Improper integrals Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.7 Improper Integrals,https://youtu.be/F19y9IiH-cM,0.75
MTH-252-improper-integrals-2-exponential-integrand-links-to-an-external-site,2080857,MTH-252,"Improper integrals 2, exponential integrand Links to an external site.",external,required_ungraded_blocker,yes,no,,,modules,3.7 Improper Integrals,https://youtu.be/5Tz992fOYAA,0.75
MTH-252-improper-integral-3-exponential-integrand-links-to-an-external-site,2080857,MTH-252,"Improper integral 3, exponential integrand Links to an external site.",external,required_ungraded_blocker,yes,no,,,modules,3.7 Improper Integrals,https://youtu.be/9O9Rd7JyKLo,0.75
MTH-252-improper-integral-4-rational-integrand-links-to-an-external-site,2080857,MTH-252,"Improper integral 4, rational integrand Links to an external site.",external,required_ungraded_blocker,yes,no,,,modules,3.7 Improper Integrals,https://youtu.be/CvziF8rGSnw,0.75
MTH-252-improper-integral-5-rational-integrand-links-to-an-external-site,2080857,MTH-252,"Improper integral 5, rational integrand Links to an external site.",external,required_ungraded_blocker,yes,no,,,modules,3.7 Improper Integrals,https://youtu.be/m2qnjmZQqa4,0.75
MTH-252-improper-integral-infinity-to-infinity-links-to-an-external-site,2080857,MTH-252,Improper integral: +infinity to -infinity Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.7 Improper Integrals,https://youtu.be/qWMJpYajOww,0.75
MTH-252-improper-integral-discontinuous-integrand-1-links-to-an-external-site,2080857,MTH-252,Improper integral: Discontinuous integrand 1 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.7 Improper Integrals,https://youtu.be/KWQgBZStE6M,0.75
MTH-252-improper-integral-discontinuous-integrand-2-links-to-an-external-site,2080857,MTH-252,Improper integral: Discontinuous integrand 2 Links to an external site.,external,required_ungraded_blocker,yes,no,,,modules,3.7 Improper Integrals,https://youtu.be/gN7I8LhKalQ,0.75
MTH-252-page-11,2080857,MTH-252,Page 11,unknown,unknown,unknown,no,,,announcements,,,0.45
MTH-252-page-22,2080857,MTH-252,Page 22,unknown,unknown,unknown,no,,,announcements,,,0.45
MTH-252-unit-1-we-introduce-riemann-sums-as-a-tool-to-approximate-area-by-summing-up-the,2080857,MTH-252,Unit 1 - We introduce Riemann sums as a tool to approximate area by summing up the area of rectangles.,unknown,unknown,unknown,no,,,quizzes,,,0.45
MTH-252-unit-2-we-study-the-fundamental-theorem-of-calculus-and-related-properties-which,2080857,MTH-252,"Unit 2 - We study the Fundamental Theorem of Calculus and related properties, which rely on ""undoing"" derivatives.",unknown,unknown,unknown,no,,,quizzes,,,0.45
MTH-252-unit-3-we-study-a-variety-of-problem-solving-techniques-in-order-to-apply-the-fu,2080857,MTH-252,Unit 3 - We study a variety of problem-solving techniques in order to apply the Fundamental Theorem of Calculus to more complex settings.,unknown,unknown,unknown,no,,,quizzes,,,0.45
MTH-252-unit-4-we-explore-various-graphical-applications,2080857,MTH-252,Unit 4 - We explore various graphical applications.,unknown,unknown,unknown,no,,,quizzes,,,0.45
MTH-252-unit-5-we-apply-our-techniques-to-solve-real-world-problems,2080857,MTH-252,Unit 5 - We apply our techniques to solve real-world problems.,unknown,unknown,unknown,no,,,quizzes,,,0.45
MTH-252-describe-the-definite-integral-as-a-limit-of-riemann-sums-and-illustrate-and-int,2080857,MTH-252,Describe the definite integral as a limit of Riemann sums and illustrate and interpret definite integrals as areas and signed areas.,unknown,unknown,unknown,no,,,quizzes,,,0.45
MTH-252-evaluate-integrals-using-basic-numerical-integration-rules,2080857,MTH-252,Evaluate integrals using basic numerical integration rules.,unknown,unknown,unknown,no,,,quizzes,,,0.45
MTH-252-apply-the-fundamental-theorem-of-calculus-to-evaluate-integrals-and-to-different,2080857,MTH-252,Apply the fundamental theorem of calculus to evaluate integrals and to differentiate integrals with respect to a limit of integration.,unknown,unknown,unknown,no,,,quizzes,,,0.45
MTH-252-use-integration-to-find-areas-and-volumes-of-regions-and-calculate-physical-quan,2080857,MTH-252,"Use integration to find areas and volumes of regions and calculate physical quantities such as total distance traveled, displacement, work, and volume.",unknown,unknown,unknown,no,,,quizzes,,,0.45
MTH-253-start-here-overview,2053263,MTH-253,Start Here - Overview,reference,useful_reference,unknown,no,,,modules,Start Here,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885519,0.75
MTH-253-start-here-syllabus,2053263,MTH-253,Start Here - Syllabus,lab,useful_reference,unknown,no,,,modules,Start Here,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885520,0.75
MTH-253-get-your-mth-253z-course-materials-access-code-ebook,2053263,MTH-253,Get your MTH 253Z Course Materials! (Access Code + Ebook),page,required_ungraded_blocker,yes,no,,,modules,Start Here,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885521,0.75
MTH-253-start-here-instructor-information-communication-policy,2053263,MTH-253,Start Here - Instructor Information & Communication Policy,reference,useful_reference,unknown,no,,,modules,Start Here,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885522,0.75
MTH-253-start-here-on-the-use-of-ai-and-academic-honesty,2053263,MTH-253,Start Here: On the use of AI and academic honesty,reference,useful_reference,unknown,no,,,modules,Start Here,https://canvas.oregonstate.edu/courses/2053263/modules/items/26977675,0.75
MTH-253-start-here-where-to-go-for-help,2053263,MTH-253,Start Here - Where to go for help?,reference,useful_reference,unknown,no,,,modules,Start Here,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885523,0.75
MTH-253-general-q-a-discussion,2053263,MTH-253,General Q&A Discussion,discussion,optional,no,no,,,modules,Start Here,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885524,0.75
MTH-253-start-here-accessibility-statements-privacy-policies,2053263,MTH-253,Start Here - Accessibility Statements & Privacy Policies,reference,useful_reference,unknown,no,,,modules,Start Here,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885525,0.75
MTH-253-start-here-sources-cited,2053263,MTH-253,Start Here - Sources Cited,reference,useful_reference,unknown,no,,,modules,Start Here,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885526,0.75
MTH-253-practice-quiz-take-it-before-attempting-quiz-1,2053263,MTH-253,Practice Quiz (take it before attempting Quiz 1!),quiz,optional,no,no,,,modules|quizzes,Start Here,https://canvas.oregonstate.edu/courses/2053263/modules/items/26982050|https://canvas.oregonstate.edu/courses/2053263/quizzes/3166971,0.75
MTH-253-start-here-conclusion,2053263,MTH-253,Start Here - Conclusion,reference,useful_reference,unknown,no,,,modules,Start Here,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885527,0.75
MTH-253-unit-1-overview,2053263,MTH-253,Unit 1 - Overview,reference,useful_reference,unknown,no,,,modules,Unit 1 - Week 1,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885529,0.75
MTH-253-unit-1-learning-materials,2053263,MTH-253,Unit 1 - Learning Materials,page,prerequisite,yes,no,,,modules,Unit 1 - Week 1,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885530,0.75
MTH-253-unit-1-q-a-discussion-board-optional,2053263,MTH-253,Unit 1 - Q&A Discussion Board (Optional),discussion,optional,no,no,,,modules,Unit 1 - Week 1,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885531,0.75
MTH-253-4,2053263,MTH-253,4,unknown,required_ungraded_blocker,yes,no,,,modules,"Unit 1 - Week 1|Unit 2 - Week 2 and Week 3|Unit 3 - Weeks 4, 5, and 6|Unit 4 - Weeks 7, 8, and 9|Unit 5 - Covers Week 10",,0.75
MTH-253-unit-1-discussion-board-submitted-in-week-1-required,2053263,MTH-253,Unit 1 Discussion Board - Submitted in Week 1 (Required),discussion,required_graded,yes,yes,Jun 28 by 11:59pm,,grades|modules,Unit 1 - Week 1,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885532|https://canvas.oregonstate.edu/courses/2053263/assignments/10553178/submissions/6660414,0.88
MTH-253-unit-1-written-homework-assignment,2053263,MTH-253,Unit 1 - Written Homework Assignment,assignment,required_graded,yes,yes,Jun 26 by 11:59pm,,grades|modules,Unit 1 - Week 1,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885537|https://canvas.oregonstate.edu/courses/2053263/assignments/10553179/submissions/6660414,0.88
MTH-253-week-1-web-homework-infinity-and-limits-indeterminates-improper-integrals,2053263,MTH-253,"Week 1 Web Homework: Infinity and Limits, Indeterminates, Improper Integrals",assignment,required_graded,yes,yes,Jun 29 by 11:59pm,,grades|modules,Unit 1 - Week 1,https://canvas.oregonstate.edu/courses/2053263/modules/items/26977416|https://canvas.oregonstate.edu/courses/2053263/assignments/10584258/submissions/6660414,0.88
MTH-253-unit-1-quiz,2053263,MTH-253,Unit 1 Quiz,quiz,required_graded,yes,yes,Jun 30 by 10:30pm,,grades|modules|quizzes,Unit 1 - Week 1,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885539|https://canvas.oregonstate.edu/courses/2053263/assignments/10553174/submissions/6660414|https://canvas.oregonstate.edu/courses/2053263/quizzes/3159593,0.88
MTH-253-9,2053263,MTH-253,9,unknown,required_ungraded_blocker,yes,no,,,modules,Unit 1 - Week 1|Unit 2 - Week 2 and Week 3|Unit 5 - Covers Week 10,,0.75
MTH-253-unit-2-overview,2053263,MTH-253,Unit 2 - Overview,reference,useful_reference,unknown,no,,,modules,Unit 2 - Week 2 and Week 3,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885542,0.75
MTH-253-unit-2-q-a-discussion-board-optional,2053263,MTH-253,Unit 2 - Q&A Discussion Board (Optional),discussion,optional,no,no,,,modules,Unit 2 - Week 2 and Week 3,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885544,0.75
MTH-253-week-2-web-homework-sequences,2053263,MTH-253,Week 2 Web Homework: Sequences,assignment,required_graded,yes,yes,Jul 6 by 11:59pm,,grades|modules,Unit 2 - Week 2 and Week 3,https://canvas.oregonstate.edu/courses/2053263/modules/items/26977767|https://canvas.oregonstate.edu/courses/2053263/assignments/10584372/submissions/6660414,0.88
MTH-253-unit-2-written-homework-assignment,2053263,MTH-253,Unit 2 - Written Homework Assignment,assignment,required_graded,yes,yes,Jul 9 by 11:59pm,,grades|modules,Unit 2 - Week 2 and Week 3,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885550|https://canvas.oregonstate.edu/courses/2053263/assignments/10553180/submissions/6660414,0.88
MTH-253-week-3-web-homework-introduction-to-series,2053263,MTH-253,Week 3 Web Homework: Introduction to Series,assignment,required_graded,yes,yes,Jul 12 by 11:59pm,,grades|modules,Unit 2 - Week 2 and Week 3,https://canvas.oregonstate.edu/courses/2053263/modules/items/26977769|https://canvas.oregonstate.edu/courses/2053263/assignments/10584373/submissions/6660414,0.88
MTH-253-unit-2-quiz,2053263,MTH-253,Unit 2 Quiz,quiz,required_graded,yes,yes,Jul 13 by 10:30pm,,grades|modules|quizzes,Unit 2 - Week 2 and Week 3,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885552|https://canvas.oregonstate.edu/courses/2053263/assignments/10553173/submissions/6660414|https://canvas.oregonstate.edu/courses/2053263/quizzes/3159592,0.88
MTH-253-unit-3-overview,2053263,MTH-253,Unit 3 - Overview,reference,useful_reference,unknown,no,,,modules,"Unit 3 - Weeks 4, 5, and 6",https://canvas.oregonstate.edu/courses/2053263/modules/items/26885555,0.75
MTH-253-unit-3-q-a-discussion-board-optional,2053263,MTH-253,Unit 3 - Q&A Discussion Board (Optional),discussion,optional,no,no,,,modules,"Unit 3 - Weeks 4, 5, and 6",https://canvas.oregonstate.edu/courses/2053263/modules/items/26885557,0.75
MTH-253-week-4-web-homework-the-divergence-and-integral-tests,2053263,MTH-253,Week 4 Web Homework: The Divergence and Integral Tests,assignment,required_graded,yes,yes,Jul 19 by 11:59pm,,grades|modules,"Unit 3 - Weeks 4, 5, and 6",https://canvas.oregonstate.edu/courses/2053263/modules/items/26977967|https://canvas.oregonstate.edu/courses/2053263/assignments/10584431/submissions/6660414,0.88
MTH-253-week-5-web-homework-comparison-and-alternate-series-tests,2053263,MTH-253,Week 5 Web Homework: Comparison and Alternate Series Tests,assignment,required_graded,yes,yes,Jul 26 by 11:59pm,,grades|modules,"Unit 3 - Weeks 4, 5, and 6",https://canvas.oregonstate.edu/courses/2053263/modules/items/26977977|https://canvas.oregonstate.edu/courses/2053263/assignments/10584434/submissions/6660414,0.88
MTH-253-unit-3-discussion-board-submitted-in-week-6-required,2053263,MTH-253,Unit 3 Discussion Board - Submitted in Week 6 (Required),discussion,required_graded,yes,yes,Jul 28 by 11:59pm,,grades|modules,"Unit 3 - Weeks 4, 5, and 6",https://canvas.oregonstate.edu/courses/2053263/modules/items/26885558|https://canvas.oregonstate.edu/courses/2053263/assignments/10553177/submissions/6660414,0.88
MTH-253-unit-3-written-homework-assignment,2053263,MTH-253,Unit 3 - Written Homework Assignment,assignment,required_graded,yes,yes,Jul 30 by 11:59pm,,grades|modules,"Unit 3 - Weeks 4, 5, and 6",https://canvas.oregonstate.edu/courses/2053263/modules/items/26885565|https://canvas.oregonstate.edu/courses/2053263/assignments/10553181/submissions/6660414,0.88
