task_id,course_id,course_code,title,task_type,importance,required,graded,due,available,source_surfaces,module_titles,hrefs,confidence
MTH-252-dr-g-s-lecture-notes-sect-1-1-and-1-2,2080857,MTH-252,Dr. G's Lecture Notes--> Sect. 1.1 and 1.2,lecture_video,prerequisite,yes,no,,,modules,"Module 1: Intro to Riemann Sums: Upper, Lower, Left, Right, and Midpoint Riemann Sums",https://canvas.oregonstate.edu/courses/2080857/modules/items/26982546,0.75
MTH-252-dr-g-s-videos-1-1,2080857,MTH-252,Dr. G's Videos --> 1.1,lecture_video,prerequisite,yes,no,,,modules,"Module 1: Intro to Riemann Sums: Upper, Lower, Left, Right, and Midpoint Riemann Sums",https://canvas.oregonstate.edu/courses/2080857/modules/items/26982547,0.75
MTH-252-pre-class-reading-quiz-1-1-rq-1-1,2080857,MTH-252,Pre-Class Reading Quiz - 1.1 (RQ-1.1),quiz,required_graded,yes,yes,Jun 29 by 11:59pm,,grades|modules,"Module 1: Intro to Riemann Sums: Upper, Lower, Left, Right, and Midpoint Riemann Sums",https://canvas.oregonstate.edu/courses/2080857/modules/items/26982548|https://canvas.oregonstate.edu/courses/2080857/assignments/10586006/submissions/6660414,0.88
MTH-252-module-1-written-homework-whw-1-2-hours,2080857,MTH-252,Module 1 — Written Homework (WHW 1) 🕓 2 hours,assignment,required_graded,yes,yes,Jun 29 by 11:59pm,,grades|modules,"Module 1: Intro to Riemann Sums: Upper, Lower, Left, Right, and Midpoint Riemann Sums",https://canvas.oregonstate.edu/courses/2080857/modules/items/26982549|https://canvas.oregonstate.edu/courses/2080857/assignments/10586053/submissions/6660414,0.88
MTH-252-intro-reflect-1,2080857,MTH-252,Intro Reflect 1,assignment,required_graded,yes,yes,Jun 29 by 11:59pm,,grades|modules,"Module 1: Intro to Riemann Sums: Upper, Lower, Left, Right, and Midpoint Riemann Sums",https://canvas.oregonstate.edu/courses/2080857/modules/items/26982550|https://canvas.oregonstate.edu/courses/2080857/assignments/10586044/submissions/6660414,0.88
MTH-252-achieve-1-1-approximating-areas,2080857,MTH-252,Achieve - 1.1 Approximating Areas,assignment,required_graded,yes,yes,Jun 29 by 11:59pm,,grades|modules,"Module 1: Intro to Riemann Sums: Upper, Lower, Left, Right, and Midpoint Riemann Sums",https://canvas.oregonstate.edu/courses/2080857/modules/items/26982551|https://canvas.oregonstate.edu/courses/2080857/assignments/10586025/submissions/6660414,0.88
MTH-252-module-1-discussion-reflection-whw-1-0-25-hour,2080857,MTH-252,Module 1 — Discussion Reflection: WHW 1 🕓 0.25 hour,discussion,required_graded,yes,yes,Jul 2 by 11:59pm,,grades|modules,"Module 1: Intro to Riemann Sums: Upper, Lower, Left, Right, and Midpoint Riemann Sums",https://canvas.oregonstate.edu/courses/2080857/modules/items/26982552|https://canvas.oregonstate.edu/courses/2080857/assignments/10586023/submissions/6660414,0.88
MTH-252-module-2-overview,2080857,MTH-252,Module 2 — Overview,reference,useful_reference,unknown,no,,,modules,Module 2: Intro to Definite Integral and Properties,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982553,0.75
MTH-252-module-2-learning-materials-and-practice-activities-3-5-hours,2080857,MTH-252,Module 2 — Learning Materials and Practice Activities 🕓 3 - 5 hours,page,optional,no,no,,,modules,Module 2: Intro to Definite Integral and Properties,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982554,0.75
MTH-252-dr-g-s-lecture-notes-weeks-1-2,2080857,MTH-252,"Dr. G's Lecture Notes--> Weeks 1, 2",lecture_video,prerequisite,yes,no,,,modules,Module 2: Intro to Definite Integral and Properties,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982555,0.75
MTH-252-dr-g-s-videos-1-2,2080857,MTH-252,Dr. G's Videos --> 1.2,lecture_video,prerequisite,yes,no,,,modules,Module 2: Intro to Definite Integral and Properties,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982556,0.75
MTH-252-pre-class-reading-quiz-1-2-rq-1-2,2080857,MTH-252,Pre-Class Reading Quiz - 1.2 (RQ-1.2),quiz,required_graded,yes,yes,Jul 6 by 11:59pm,,grades|modules,Module 2: Intro to Definite Integral and Properties,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982557|https://canvas.oregonstate.edu/courses/2080857/assignments/10586005/submissions/6660414,0.88
MTH-252-module-2-written-homework-whw-2-3-hours,2080857,MTH-252,Module 2 — Written Homework (WHW 2) 🕓 3 hours,assignment,required_graded,yes,yes,Jul 6 by 11:59pm,,grades|modules,Module 2: Intro to Definite Integral and Properties,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982558|https://canvas.oregonstate.edu/courses/2080857/assignments/10586055/submissions/6660414,0.88
MTH-252-reflection-2,2080857,MTH-252,Reflection 2,assignment,required_graded,yes,yes,Jul 6 by 11:59pm,,grades|modules,Module 2: Intro to Definite Integral and Properties,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982559|https://canvas.oregonstate.edu/courses/2080857/assignments/10586063/submissions/6660414,0.88
MTH-252-achieve-1-2-the-definite-integral,2080857,MTH-252,Achieve - 1.2 The Definite Integral,assignment,required_graded,yes,yes,Jul 6 by 11:59pm,,grades|modules,Module 2: Intro to Definite Integral and Properties,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982560|https://canvas.oregonstate.edu/courses/2080857/assignments/10586026/submissions/6660414,0.88
MTH-252-module-2-discussion-reflection-0-5-hour,2080857,MTH-252,Module 2 — Discussion Reflection 🕓 0.5 hour,discussion,required_graded,yes,yes,Jul 10 by 11:59pm,,grades|modules,Module 2: Intro to Definite Integral and Properties,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982561|https://canvas.oregonstate.edu/courses/2080857/assignments/10586022/submissions/6660414,0.88
MTH-252-mini-exam-1-tues-thur-no-calculators,2080857,MTH-252,Mini-Exam 1 - Tues - Thur --> No Calculators,exam,required_graded,yes,yes,Jul 9 by 11:59pm,,grades|modules,Mini-Exam 1: Available Tuesday - Thursday of Week 3,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982562|https://canvas.oregonstate.edu/courses/2080857/assignments/10586045/submissions/6660414,0.88
MTH-252-module-3-overview,2080857,MTH-252,Module 3 — Overview,reference,useful_reference,unknown,no,,,modules,Module 3: The Fundamental Theorems of Calculus,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982563,0.75
MTH-252-module-3-learning-materials-and-practice-activities-3-5-hours,2080857,MTH-252,Module 3 — Learning Materials and Practice Activities 🕓 3 - 5 hours,page,optional,no,no,,,modules,Module 3: The Fundamental Theorems of Calculus,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982564,0.75
MTH-252-dr-g-s-lecture-notes-sects-1-3-4-10-1-4-1-5-1-6,2080857,MTH-252,"Dr. G's Lecture Notes--> Sects. 1.3, 4.10, 1.4, 1.5, 1.6",lecture_video,prerequisite,yes,no,,,modules,Module 3: The Fundamental Theorems of Calculus|Module 4: Introduction to Applications,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982565|https://canvas.oregonstate.edu/courses/2080857/modules/items/26982574,0.75
MTH-252-dr-g-s-videos-1-3-4-10,2080857,MTH-252,"Dr G's Videos --> 1.3, 4.10",lecture_video,prerequisite,yes,no,,,modules,Module 3: The Fundamental Theorems of Calculus,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982566,0.75
MTH-252-pre-class-reading-quiz-1-3-rq-1-3,2080857,MTH-252,Pre-Class Reading Quiz - 1.3 (RQ-1.3),quiz,required_graded,yes,yes,Jul 13 by 11:59pm,,grades|modules,Module 3: The Fundamental Theorems of Calculus,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982567|https://canvas.oregonstate.edu/courses/2080857/assignments/10586002/submissions/6660414,0.88
MTH-252-module-3-written-homework-whw-3-3-hours,2080857,MTH-252,Module 3 — Written Homework (WHW 3) 🕓 3 hours,assignment,required_graded,yes,yes,Jul 13 by 11:59pm,,grades|modules,Module 3: The Fundamental Theorems of Calculus,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982568|https://canvas.oregonstate.edu/courses/2080857/assignments/10586056/submissions/6660414,0.88
MTH-252-achieve-1-3-the-fundamental-theorem-of-calculus,2080857,MTH-252,Achieve - 1.3 The Fundamental Theorem of Calculus,assignment,required_graded,yes,yes,Jul 13 by 11:59pm,,grades|modules,Module 3: The Fundamental Theorems of Calculus,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982569|https://canvas.oregonstate.edu/courses/2080857/assignments/10586027/submissions/6660414,0.88
MTH-252-achieve-4-10-antiderivatives,2080857,MTH-252,Achieve - 4.10 Antiderivatives,assignment,required_graded,yes,yes,Jul 13 by 11:59pm,,grades|modules,Module 3: The Fundamental Theorems of Calculus,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982570|https://canvas.oregonstate.edu/courses/2080857/assignments/10586042/submissions/6660414,0.88
MTH-252-module-3-discussion-reflection-mini-exam-1-0-5-hour,2080857,MTH-252,Module 3 — Discussion Reflection: Mini-Exam 1 🕓 0.5 hour,exam,required_graded,yes,yes,Jul 14 by 11:59pm,,grades|modules,Module 3: The Fundamental Theorems of Calculus,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982571|https://canvas.oregonstate.edu/courses/2080857/assignments/10586021/submissions/6660414,0.88
MTH-252-module-4-overview,2080857,MTH-252,Module 4 — Overview,reference,useful_reference,unknown,no,,,modules,Module 4: Introduction to Applications,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982572,0.75
MTH-252-module-4-learning-materials-and-practice-activities-3-5-hours,2080857,MTH-252,Module 4 — Learning Materials and Practice Activities 🕓 3 - 5 hours,page,optional,no,no,,,modules,Module 4: Introduction to Applications,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982573,0.75
MTH-252-dr-g-s-videos-sect-1-3-1-4,2080857,MTH-252,"Dr G's Videos --> Sect 1.3, 1.4",lecture_video,prerequisite,yes,no,,,modules,Module 4: Introduction to Applications,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982575,0.75
MTH-252-dr-g-s-videos-sect-1-4-1-5-1-6,2080857,MTH-252,"Dr G's Videos --> Sect 1.4, 1.5, 1.6",lecture_video,prerequisite,yes,no,,,modules,Module 4: Introduction to Applications,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982576,0.75
MTH-252-rq-1-4,2080857,MTH-252,RQ-1.4,quiz,required_graded,yes,yes,Jul 20 by 11:59pm,,grades|modules,Module 4: Introduction to Applications,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982577|https://canvas.oregonstate.edu/courses/2080857/assignments/10586010/submissions/6660414,0.88
MTH-252-rq-1-5,2080857,MTH-252,RQ-1.5,quiz,required_graded,yes,yes,Jul 20 by 11:59pm,,grades|modules,Module 4: Introduction to Applications,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982578|https://canvas.oregonstate.edu/courses/2080857/assignments/10586008/submissions/6660414,0.88
MTH-252-rq-1-6,2080857,MTH-252,RQ-1.6,quiz,required_graded,yes,yes,Jul 20 by 11:59pm,,grades|modules,Module 4: Introduction to Applications,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982579|https://canvas.oregonstate.edu/courses/2080857/assignments/10586001/submissions/6660414,0.88
MTH-252-module-4-written-homework-whw-4-3-hours,2080857,MTH-252,Module 4 — Written Homework (WHW 4) 🕓 3 hours,assignment,required_graded,yes,yes,Jul 20 by 11:59pm,,grades|modules,Module 4: Introduction to Applications,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982580|https://canvas.oregonstate.edu/courses/2080857/assignments/10586057/submissions/6660414,0.88
MTH-252-achieve-1-4-integration-formulas-and-the-net-change-theorem,2080857,MTH-252,Achieve - 1.4 Integration Formulas and the Net Change Theorem,assignment,required_graded,yes,yes,Jul 20 by 11:59pm,,grades|modules,Module 4: Introduction to Applications,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982581|https://canvas.oregonstate.edu/courses/2080857/assignments/10586028/submissions/6660414,0.88
MTH-252-achieve-1-5-substitution,2080857,MTH-252,Achieve - 1.5 Substitution,assignment,required_graded,yes,yes,Jul 20 by 11:59pm,,grades|modules,Module 4: Introduction to Applications,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982582|https://canvas.oregonstate.edu/courses/2080857/assignments/10586029/submissions/6660414,0.88
MTH-252-achieve-1-6-integrals-involving-exponential-and-logarithmic-functions,2080857,MTH-252,Achieve - 1.6 Integrals Involving Exponential and Logarithmic Functions,assignment,required_graded,yes,yes,Jul 20 by 11:59pm,,grades|modules,Module 4: Introduction to Applications,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982583|https://canvas.oregonstate.edu/courses/2080857/assignments/10586030/submissions/6660414,0.88
MTH-252-module-4-discussion-reflection-whw-4-0-5-hour,2080857,MTH-252,Module 4 — Discussion Reflection: WHW 4 🕓 0.5 hour,discussion,required_graded,yes,yes,Jul 24 by 11:59pm,,grades|modules,Module 4: Introduction to Applications,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982584|https://canvas.oregonstate.edu/courses/2080857/assignments/10586020/submissions/6660414,0.88
MTH-252-mini-exam-2-no-calculators-on-this-exam,2080857,MTH-252,Mini-Exam 2 --> No Calculators on this Exam,exam,required_graded,yes,yes,Jul 23 by 11:59pm,,grades|modules,Mini-Exam 2: Available Tuesday - Thursday of Week 5,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982585|https://canvas.oregonstate.edu/courses/2080857/assignments/10586048/submissions/6660414,0.88
MTH-252-module-5-overview,2080857,MTH-252,Module 5 — Overview,reference,useful_reference,unknown,no,,,modules,Module 5: Techniques to Solve Integrals,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982586,0.75
MTH-252-module-5-learning-materials-and-practice-activities-3-5-hours,2080857,MTH-252,Module 5 — Learning Materials and Practice Activities 🕓 3 - 5 hours,page,optional,no,no,,,modules,Module 5: Techniques to Solve Integrals,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982587,0.75
MTH-252-dr-g-s-lecture-notes-sects-3-1-3-2-3-3-3-4,2080857,MTH-252,"Dr. G's Lecture Notes--> Sects. 3.1, 3.2, 3.3, 3.4",lecture_video,prerequisite,yes,no,,,modules,Module 5: Techniques to Solve Integrals|Module 6: Techniques Continued,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982588|https://canvas.oregonstate.edu/courses/2080857/modules/items/26982599,0.75
MTH-252-dr-g-s-videos-3-1-3-2,2080857,MTH-252,"Dr G's Videos --> 3.1, 3.2",lecture_video,prerequisite,yes,no,,,modules,Module 5: Techniques to Solve Integrals,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982589,0.75
MTH-252-dr-g-lecture-notes-3-1-3-2-pdf,2080857,MTH-252,Dr G Lecture Notes - 3.1-3.2.pdf,lecture_video,prerequisite,yes,no,,,modules,Module 5: Techniques to Solve Integrals,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982590,0.75
MTH-252-rq-3-1,2080857,MTH-252,RQ-3.1,quiz,required_graded,yes,yes,Jul 27 by 11:59pm,,grades|modules,Module 5: Techniques to Solve Integrals,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982591|https://canvas.oregonstate.edu/courses/2080857/assignments/10586007/submissions/6660414,0.88
MTH-252-rq-3-2,2080857,MTH-252,RQ-3.2,quiz,required_graded,yes,yes,Jul 27 by 11:59pm,,grades|modules,Module 5: Techniques to Solve Integrals,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982592|https://canvas.oregonstate.edu/courses/2080857/assignments/10586013/submissions/6660414,0.88
MTH-252-module-5-discussion-reflection-mini-exam-2-0-5-hour,2080857,MTH-252,Module 5 — Discussion Reflection: Mini-Exam 2 🕓 0.5 hour,exam,required_graded,yes,yes,Jul 28 by 11:59pm,,grades|modules,Module 5: Techniques to Solve Integrals,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982593|https://canvas.oregonstate.edu/courses/2080857/assignments/10586019/submissions/6660414,0.88
MTH-252-module-5-written-homework-whw-5-3-hours,2080857,MTH-252,Module 5 — Written Homework (WHW 5) 🕓 3 hours,assignment,required_graded,yes,yes,Jul 27 by 11:59pm,,grades|modules,Module 5: Techniques to Solve Integrals,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982594|https://canvas.oregonstate.edu/courses/2080857/assignments/10586058/submissions/6660414,0.88
MTH-252-achieve-3-1-integration-by-parts,2080857,MTH-252,Achieve - 3.1 Integration by Parts,assignment,required_graded,yes,yes,Jul 27 by 11:59pm,,grades|modules,Module 5: Techniques to Solve Integrals,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982595|https://canvas.oregonstate.edu/courses/2080857/assignments/10586037/submissions/6660414,0.88
MTH-252-achieve-3-2-trigonometric-integrals,2080857,MTH-252,Achieve - 3.2 Trigonometric Integrals,assignment,required_graded,yes,yes,Jul 27 by 11:59pm,,grades|modules,Module 5: Techniques to Solve Integrals,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982596|https://canvas.oregonstate.edu/courses/2080857/assignments/10586038/submissions/6660414,0.88
MTH-252-module-6-overview,2080857,MTH-252,Module 6 — Overview,reference,useful_reference,unknown,no,,,modules,Module 6: Techniques Continued,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982597,0.75
MTH-252-module-6-learning-materials-and-practice-activities-3-5-hours,2080857,MTH-252,Module 6 — Learning Materials and Practice Activities 🕓 3 - 5 hours,page,optional,no,no,,,modules,Module 6: Techniques Continued,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982598,0.75
MTH-252-dr-g-videos-3-3,2080857,MTH-252,Dr. G Videos --> 3.3,lecture_video,prerequisite,yes,no,,,modules,Module 6: Techniques Continued,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982600,0.75
MTH-252-dr-g-s-videos-3-3-continued-3-4,2080857,MTH-252,"Dr G's Videos --> 3.3 continued, 3.4",lecture_video,prerequisite,yes,no,,,modules,Module 6: Techniques Continued,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982601,0.75
MTH-252-rq-3-3,2080857,MTH-252,RQ-3.3,quiz,required_graded,yes,yes,Aug 3 by 11:59pm,,grades|modules,Module 6: Techniques Continued,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982602|https://canvas.oregonstate.edu/courses/2080857/assignments/10586003/submissions/6660414,0.88
MTH-252-module-6-written-homework-whw-6-3-hours,2080857,MTH-252,Module 6 — Written Homework (WHW 6) 🕓 3 hours,assignment,required_graded,yes,yes,Aug 3 by 11:59pm,,grades|modules,Module 6: Techniques Continued,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982603|https://canvas.oregonstate.edu/courses/2080857/assignments/10586059/submissions/6660414,0.88
MTH-252-module-6-discussion-reflection-whw-6-0-5-hour,2080857,MTH-252,Module 6 — Discussion Reflection: WHW 6 🕓 0.5 hour,discussion,required_graded,yes,yes,Aug 7 by 11:59pm,,grades|modules,Module 6: Techniques Continued,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982604|https://canvas.oregonstate.edu/courses/2080857/assignments/10586018/submissions/6660414,0.88
MTH-252-achieve-3-3-trigonometric-substitution,2080857,MTH-252,Achieve - 3.3 Trigonometric Substitution,assignment,required_graded,yes,yes,Aug 3 by 11:59pm,,grades|modules,Module 6: Techniques Continued,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982605|https://canvas.oregonstate.edu/courses/2080857/assignments/10586039/submissions/6660414,0.88
MTH-252-achieve-3-4-partial-fractions,2080857,MTH-252,Achieve - 3.4 Partial Fractions,assignment,required_graded,yes,yes,Aug 3 by 11:59pm,,grades|modules,Module 6: Techniques Continued,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982606|https://canvas.oregonstate.edu/courses/2080857/assignments/10586040/submissions/6660414,0.88
MTH-252-mini-exam-3-tuesday-to-thursday,2080857,MTH-252,Mini-Exam 3 --> Tuesday to Thursday,exam,required_graded,yes,yes,Aug 6 by 11:59pm,,grades|modules,Mini-Exam 3: Available Tuesday - Thursday of Week 7,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982607|https://canvas.oregonstate.edu/courses/2080857/assignments/10586050/submissions/6660414,0.88
MTH-252-module-7-overview,2080857,MTH-252,Module 7 — Overview,reference,useful_reference,unknown,no,,,modules,Module 7: Applications of Integration - Graphical,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982608,0.75
MTH-252-module-7-learning-materials-and-practice-activities-3-5-hours,2080857,MTH-252,Module 7 — Learning Materials and Practice Activities 🕓 3 - 5 hours,page,optional,no,no,,,modules,Module 7: Applications of Integration - Graphical,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982609,0.75
MTH-252-dr-g-s-lecture-notes-sects-2-1-2-2-2-3-2-4,2080857,MTH-252,"Dr. G's Lecture Notes--> Sects. 2.1, 2.2, 2.3, 2.4",lecture_video,prerequisite,yes,no,,,modules,Module 7: Applications of Integration - Graphical|Module 8: Application of Integration - Graphical and Real-World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982610|https://canvas.oregonstate.edu/courses/2080857/modules/items/26982621,0.75
MTH-252-dr-gs-videos-2-1-2-2,2080857,MTH-252,"Dr Gs Videos --> 2.1, 2.2",lecture_video,prerequisite,yes,no,,,modules,Module 7: Applications of Integration - Graphical,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982611,0.75
MTH-252-dr-g-s-videos-2-2,2080857,MTH-252,Dr G's Videos --> 2.2,lecture_video,prerequisite,yes,no,,,modules,Module 7: Applications of Integration - Graphical,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982612,0.75
MTH-252-rq-2-1,2080857,MTH-252,RQ-2.1,quiz,required_graded,yes,yes,Aug 10 by 11:59pm,,grades|modules,Module 7: Applications of Integration - Graphical,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982613|https://canvas.oregonstate.edu/courses/2080857/assignments/10586012/submissions/6660414,0.88
MTH-252-rq-2-2,2080857,MTH-252,RQ-2.2,quiz,required_graded,yes,yes,Aug 10 by 11:59pm,,grades|modules,Module 7: Applications of Integration - Graphical,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982614|https://canvas.oregonstate.edu/courses/2080857/assignments/10586000/submissions/6660414,0.88
MTH-252-achieve-2-1-areas-between-curves,2080857,MTH-252,Achieve - 2.1 Areas between Curves,assignment,required_graded,yes,yes,Aug 10 by 11:59pm,,grades|modules,Module 7: Applications of Integration - Graphical,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982615|https://canvas.oregonstate.edu/courses/2080857/assignments/10586031/submissions/6660414,0.88
MTH-252-achieve-2-2-volumes-by-slicing-and-disc-washer-method,2080857,MTH-252,Achieve - 2.2 Volumes by Slicing and Disc/Washer Method,assignment,required_graded,yes,yes,Aug 10 by 11:59pm,,grades|modules,Module 7: Applications of Integration - Graphical,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982616|https://canvas.oregonstate.edu/courses/2080857/assignments/10586032/submissions/6660414,0.88
MTH-252-module-7-written-homework-whw-7-3-hours,2080857,MTH-252,Module 7 — Written Homework (WHW 7) 🕓 3 hours,assignment,required_graded,yes,yes,Aug 10 by 11:59pm,,grades|modules,Module 7: Applications of Integration - Graphical,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982617|https://canvas.oregonstate.edu/courses/2080857/assignments/10586060/submissions/6660414,0.88
MTH-252-module-7-discussion-reflection-mini-exam-3-0-5-hour,2080857,MTH-252,Module 7 — Discussion Reflection: Mini-Exam 3 🕓 0.5 hour,exam,required_graded,yes,yes,Aug 11 by 11:59pm,,grades|modules,Module 7: Applications of Integration - Graphical,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982618|https://canvas.oregonstate.edu/courses/2080857/assignments/10586017/submissions/6660414,0.88
MTH-252-module-8-overview,2080857,MTH-252,Module 8 — Overview,reference,useful_reference,unknown,no,,,modules,Module 8: Application of Integration - Graphical and Real-World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982619,0.75
MTH-252-module-8-learning-materials-and-practice-activities-3-5-hours,2080857,MTH-252,Module 8 — Learning Materials and Practice Activities 🕓 3 - 5 hours,page,optional,no,no,,,modules,Module 8: Application of Integration - Graphical and Real-World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982620,0.75
MTH-252-dr-g-s-lecture-notes-2-3-2-4-pdf,2080857,MTH-252,Dr G's Lecture Notes --> 2.3-2.4.pdf,lecture_video,prerequisite,yes,no,,,modules,Module 8: Application of Integration - Graphical and Real-World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982622,0.75
MTH-252-dr-g-s-videos-2-3-2-4,2080857,MTH-252,"Dr G's Videos --> 2.3, 2.4",lecture_video,prerequisite,yes,no,,,modules,Module 8: Application of Integration - Graphical and Real-World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982623,0.75
MTH-252-rq-2-3,2080857,MTH-252,RQ-2.3,quiz,required_graded,yes,yes,Aug 17 by 11:59pm,,grades|modules,Module 8: Application of Integration - Graphical and Real-World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982624|https://canvas.oregonstate.edu/courses/2080857/assignments/10586011/submissions/6660414,0.88
MTH-252-rq-2-4,2080857,MTH-252,RQ-2.4,quiz,required_graded,yes,yes,Aug 17 by 11:59pm,,grades|modules,Module 8: Application of Integration - Graphical and Real-World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982625|https://canvas.oregonstate.edu/courses/2080857/assignments/10586009/submissions/6660414,0.88
MTH-252-module-8-written-homework-whw-8-3-hours,2080857,MTH-252,Module 8 — Written Homework (WHW 8) 🕓 3 hours,assignment,required_graded,yes,yes,Aug 17 by 11:59pm,,grades|modules,Module 8: Application of Integration - Graphical and Real-World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982626|https://canvas.oregonstate.edu/courses/2080857/assignments/10586061/submissions/6660414,0.88
MTH-252-module-8-discussion-reflection-whw-8-0-5-hour,2080857,MTH-252,Module 8 — Discussion Reflection: WHW 8 🕓 0.5 hour,discussion,required_graded,yes,yes,Aug 22 by 11:59pm,,grades|modules,Module 8: Application of Integration - Graphical and Real-World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982627|https://canvas.oregonstate.edu/courses/2080857/assignments/10586016/submissions/6660414,0.88
MTH-252-achieve-2-3-volumes-of-revolution-cylindrical-shells,2080857,MTH-252,Achieve - 2.3 Volumes of Revolution: Cylindrical Shells,assignment,required_graded,yes,yes,Aug 17 by 11:59pm,,grades|modules,Module 8: Application of Integration - Graphical and Real-World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982628|https://canvas.oregonstate.edu/courses/2080857/assignments/10586033/submissions/6660414,0.88
MTH-252-acheive-2-4-arc-length-of-a-curve-no-surface-area,2080857,MTH-252,Acheive - 2.4 Arc Length of a Curve (NO Surface Area),assignment,required_graded,yes,yes,Aug 17 by 11:59pm,,grades|modules,Module 8: Application of Integration - Graphical and Real-World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982629|https://canvas.oregonstate.edu/courses/2080857/assignments/10586024/submissions/6660414,0.88
MTH-252-mini-exam-4-tuesday-to-thursday,2080857,MTH-252,Mini-Exam 4 --> Tuesday to Thursday,exam,required_graded,yes,yes,Aug 20 by 11:59pm,,grades|modules,Mini-Exam 4: Available Tuesday - Thursday of Week 9,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982630|https://canvas.oregonstate.edu/courses/2080857/assignments/10586052/submissions/6660414,0.88
MTH-252-module-9-overview,2080857,MTH-252,Module 9 — Overview,reference,useful_reference,unknown,no,,,modules,Module 9: Applications of Integration - Real-World,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982631,0.75
