rank,course_id,course_code,task_id,task_type,title,due_sort_key,due_text,due_status,available_text,points_text,estimated_time,module_titles,module_item_ids,actionability,confidence,review_state,recursive_review_states,object_id,object_type,source_urls,next_action
179,2080857,MTH-252,task-00065-mth-252-prep-reading-mlc-hours-pdf,prep_reading,MLC Hours.pdf,,,no_due_found,,,,,,prep_required,medium,candidate,needs_manual_decision,obj-mth-252-download-119223484,download,https://canvas.oregonstate.edu/courses/2080857/files/119223484/download?download_frd=1|https://canvas.oregonstate.edu/courses/2080857/files/119223484?module_item_id=26982536|https://canvas.oregonstate.edu/courses/2080857/files/119223484?module_item_id=26982536#,Complete or review this prep item before the related graded work.
180,2080857,MTH-252,task-00243-mth-252-prep-reading-module-1-learning-materials-and-practice-activities-3-5-hours-integral-calculus-,prep_reading,Module 1 — Learning Materials and Practice Activities 🕓 3 - 5 hours: INTEGRAL CALCULUS (MTH_252Z_400_U2026),,,no_due_found,,,3 - 5 hours,"Module 1: Intro to Riemann Sums: Upper, Lower, Left, Right, and Midpoint Riemann Sums",mi-mth-252-26982545,prep_required,medium,candidate,,obj-mth-252-page-module-1-learning-materials-and-practice-activities-3-5-hours-2,page,https://canvas.oregonstate.edu/courses/2080857/pages/module-1-learning-materials-and-practice-activities-3-5-hours-2?module_item_id=26982545|https://canvas.oregonstate.edu/courses/2080857/modules,Complete or review this prep item before the related graded work.
181,2080857,MTH-252,task-00244-mth-252-prep-reading-module-10-learning-materials-and-practice-activities-3-5-hours-integral-calculus,prep_reading,Module 10 — Learning Materials and Practice Activities 🕓 3 - 5 hours: INTEGRAL CALCULUS (MTH_252Z_400_U2026),,,no_due_found,,,3 - 5 hours,Module 10: Applications of Integration - Real World,mi-mth-252-26982643,prep_required,medium,candidate,,obj-mth-252-page-module-10-learning-materials-and-practice-activities-3-5-hours-2,page,https://canvas.oregonstate.edu/courses/2080857/pages/module-10-learning-materials-and-practice-activities-3-5-hours-2?module_item_id=26982643|https://canvas.oregonstate.edu/courses/2080857/modules,Complete or review this prep item before the related graded work.
182,2080857,MTH-252,task-00245-mth-252-prep-reading-module-2-learning-materials-and-practice-activities-3-5-hours-integral-calculus-,prep_reading,Module 2 — Learning Materials and Practice Activities 🕓 3 - 5 hours: INTEGRAL CALCULUS (MTH_252Z_400_U2026),,,no_due_found,,,3 - 5 hours,Module 2: Intro to Definite Integral and Properties,mi-mth-252-26982554,prep_required,medium,candidate,,obj-mth-252-page-module-2-learning-materials-and-practice-activities-3-5-hours-2,page,https://canvas.oregonstate.edu/courses/2080857/pages/module-2-learning-materials-and-practice-activities-3-5-hours-2?module_item_id=26982554|https://canvas.oregonstate.edu/courses/2080857/modules,Complete or review this prep item before the related graded work.
183,2080857,MTH-252,task-00246-mth-252-prep-reading-module-3-learning-materials-and-practice-activities-3-5-hours-integral-calculus-,prep_reading,Module 3 — Learning Materials and Practice Activities 🕓 3 - 5 hours: INTEGRAL CALCULUS (MTH_252Z_400_U2026),,,no_due_found,,,3 - 5 hours,Module 3: The Fundamental Theorems of Calculus,mi-mth-252-26982564,prep_required,medium,candidate,,obj-mth-252-page-module-3-learning-materials-and-practice-activities-3-5-hours-2,page,https://canvas.oregonstate.edu/courses/2080857/pages/module-3-learning-materials-and-practice-activities-3-5-hours-2?module_item_id=26982564|https://canvas.oregonstate.edu/courses/2080857/modules,Complete or review this prep item before the related graded work.
184,2080857,MTH-252,task-00247-mth-252-prep-reading-module-4-learning-materials-and-practice-activities-3-5-hours-integral-calculus-,prep_reading,Module 4 — Learning Materials and Practice Activities 🕓 3 - 5 hours: INTEGRAL CALCULUS (MTH_252Z_400_U2026),,,no_due_found,,,3 - 5 hours,Module 4: Introduction to Applications,mi-mth-252-26982573,prep_required,medium,candidate,,obj-mth-252-page-module-4-learning-materials-and-practice-activities-3-5-hours-2,page,https://canvas.oregonstate.edu/courses/2080857/pages/module-4-learning-materials-and-practice-activities-3-5-hours-2?module_item_id=26982573|https://canvas.oregonstate.edu/courses/2080857/pages/module-4-learning-materials-and-practice-activities-3-5-hours-2|https://canvas.oregonstate.edu/courses/2080857/modules,Complete or review this prep item before the related graded work.
185,2080857,MTH-252,task-00248-mth-252-prep-reading-module-5-learning-materials-and-practice-activities-3-5-hours-integral-calculus-,prep_reading,Module 5 — Learning Materials and Practice Activities 🕓 3 - 5 hours: INTEGRAL CALCULUS (MTH_252Z_400_U2026),,,no_due_found,,,3 - 5 hours,Module 5: Techniques to Solve Integrals,mi-mth-252-26982587,prep_required,medium,candidate,,obj-mth-252-page-module-5-learning-materials-and-practice-activities-3-5-hours-2,page,https://canvas.oregonstate.edu/courses/2080857/pages/module-5-learning-materials-and-practice-activities-3-5-hours-2?module_item_id=26982587|https://canvas.oregonstate.edu/courses/2080857/modules,Complete or review this prep item before the related graded work.
186,2080857,MTH-252,task-00249-mth-252-prep-reading-module-6-learning-materials-and-practice-activities-3-5-hours-integral-calculus-,prep_reading,Module 6 — Learning Materials and Practice Activities 🕓 3 - 5 hours: INTEGRAL CALCULUS (MTH_252Z_400_U2026),,,no_due_found,,,3 - 5 hours,Module 6: Techniques Continued,mi-mth-252-26982598,prep_required,medium,candidate,,obj-mth-252-page-module-6-learning-materials-and-practice-activities-3-5-hours-2,page,https://canvas.oregonstate.edu/courses/2080857/pages/module-6-learning-materials-and-practice-activities-3-5-hours-2?module_item_id=26982598|https://canvas.oregonstate.edu/courses/2080857/modules,Complete or review this prep item before the related graded work.
187,2080857,MTH-252,task-00250-mth-252-prep-reading-module-7-learning-materials-and-practice-activities-3-5-hours-integral-calculus-,prep_reading,Module 7 — Learning Materials and Practice Activities 🕓 3 - 5 hours: INTEGRAL CALCULUS (MTH_252Z_400_U2026),,,no_due_found,,,3 - 5 hours,Module 7: Applications of Integration - Graphical,mi-mth-252-26982609,prep_required,medium,candidate,,obj-mth-252-page-module-7-learning-materials-and-practice-activities-3-5-hours-2,page,https://canvas.oregonstate.edu/courses/2080857/pages/module-7-learning-materials-and-practice-activities-3-5-hours-2?module_item_id=26982609|https://canvas.oregonstate.edu/courses/2080857/modules,Complete or review this prep item before the related graded work.
188,2080857,MTH-252,task-00251-mth-252-prep-reading-module-8-learning-materials-and-practice-activities-3-5-hours-integral-calculus-,prep_reading,Module 8 — Learning Materials and Practice Activities 🕓 3 - 5 hours: INTEGRAL CALCULUS (MTH_252Z_400_U2026),,,no_due_found,,,3 - 5 hours,Module 8: Application of Integration - Graphical and Real-World,mi-mth-252-26982620,prep_required,medium,candidate,,obj-mth-252-page-module-8-learning-materials-and-practice-activities-3-5-hours-2,page,https://canvas.oregonstate.edu/courses/2080857/pages/module-8-learning-materials-and-practice-activities-3-5-hours-2?module_item_id=26982620|https://canvas.oregonstate.edu/courses/2080857/modules,Complete or review this prep item before the related graded work.
189,2080857,MTH-252,task-00252-mth-252-prep-reading-module-9-learning-materials-and-practice-activities-3-5-hours-integral-calculus-,prep_reading,Module 9 — Learning Materials and Practice Activities 🕓 3 - 5 hours: INTEGRAL CALCULUS (MTH_252Z_400_U2026),,,no_due_found,,,3 - 5 hours,Module 9: Applications of Integration - Real-World,mi-mth-252-26982632,prep_required,medium,candidate,,obj-mth-252-page-module-9-learning-materials-and-practice-activities-3-5-hours-2,page,https://canvas.oregonstate.edu/courses/2080857/pages/module-9-learning-materials-and-practice-activities-3-5-hours-2?module_item_id=26982632|https://canvas.oregonstate.edu/courses/2080857/modules,Complete or review this prep item before the related graded work.
