captured_file_id,course_id,course_code,canvas_file_id,object_ids,download_ids,download_manifest_ids,hrefs,source_page_ids,source_page_titles,desktop_source_path,repo_file_path,original_file_name,manifest_file_names,file_type,byte_size,sha256,match_score,capture_status,parse_status,parsed_markdown_path,captured_at,notes
captured-0011-mth-253-118558797,2053263,MTH-253,118558797,obj-mth-253-download-118558797,dl-mth-253-0032|dl-mth-253-0036|dl-mth-253-0085|dl-mth-253-0086,download-0032|download-0036|download-0085|download-0086,https://canvas.oregonstate.edu/courses/2053263/files/118558797/download?download_frd=1,00179-mth-253-module-item-unit-1-written-homework-assignment|00217-mth-253-linked-detail-unit-1-written-homework-assignment|00420-mth-253-linked-detail-unit-1-written-homework-pdf-sequences-and-series-mth-253z-400-u2026|00421-mth-253-linked-detail-unit-1-written-homework-assignment,Unit #1 Written Homework.pdf: SEQUENCES AND SERIES (MTH_253Z_400_U2026)|Unit 1 - Written Homework Assignment,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-253_118558797_Unit -1 Written Homework.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-253_118558797_Unit -1 Written Homework.pdf,MTH-253_118558797_Unit -1 Written Homework.pdf,Download|Unit #1 Written Homework.pdf,pdf,74128,b10fbafd1333b6225d4106c911887c9dbf607f8248ca848b8c980d96d93d0f47,100,copied_to_repo,parsed,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0011-mth-253-118558797.md,2026-06-26T23:45:13.796984+00:00,
captured-0012-mth-252-119246095,2080857,MTH-252,119246095,obj-mth-252-download-119246095,dl-mth-252-0004|dl-mth-252-0048,download-0004|download-0048,https://canvas.oregonstate.edu/courses/2080857/files/119246095/download?download_frd=1,00028-mth-252-module-item-syllabus-and-calendar-as-of-6-21-both-sections-400-and-401-integral-calculus-mth-252z-400-u2026|00322-mth-252-linked-detail-mth-252-online-course-calendar-pdf-integral-calculus-mth-252z-400-u2026,MTH-252-Online-Course-Calendar.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026)|Syllabus and Calendar (as of 6/21) --> Both Sections 400 and 401: INTEGRAL CALCULUS (MTH_252Z_400_U2026),/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119246095_MTH-252-Online-Course-Calendar.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119246095_MTH-252-Online-Course-Calendar.pdf,MTH-252_119246095_MTH-252-Online-Course-Calendar.pdf,MTH-252-Online-Course-Calendar.pdf,pdf,139743,899ff94553ae265b04457d941a0dc4509c7d91f9669abbb02a27288e4c85b089,100,copied_to_repo,parsed,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0012-mth-252-119246095.md,2026-06-26T23:45:13.796984+00:00,
captured-0013-mth-252-119246078,2080857,MTH-252,119246078,obj-mth-252-download-119246078,dl-mth-252-0003|dl-mth-252-0047,download-0003|download-0047,https://canvas.oregonstate.edu/courses/2080857/files/119246078/download?download_frd=1,00028-mth-252-module-item-syllabus-and-calendar-as-of-6-21-both-sections-400-and-401-integral-calculus-mth-252z-400-u2026|00321-mth-252-linked-detail-mth-252z-401-syllabus-u26-gilliam-pdf-integral-calculus-mth-252z-400-u2026,MTH 252Z-401 Syllabus U26 Gilliam.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026)|Syllabus and Calendar (as of 6/21) --> Both Sections 400 and 401: INTEGRAL CALCULUS (MTH_252Z_400_U2026),/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119246078_MTH 252Z-401 Syllabus U26 Gilliam.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119246078_MTH 252Z-401 Syllabus U26 Gilliam.pdf,MTH-252_119246078_MTH 252Z-401 Syllabus U26 Gilliam.pdf,MTH 252Z-401 Syllabus U26 Gilliam.pdf,pdf,484732,a34088cf5650adba81b6fd167153e5c88df559f32f9f9c29ccfa78568fd82af7,100,copied_to_repo,parsed,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0013-mth-252-119246078.md,2026-06-26T23:45:13.796984+00:00,
captured-0014-mth-252-119246076,2080857,MTH-252,119246076,obj-mth-252-download-119246076,dl-mth-252-0002|dl-mth-252-0046,download-0002|download-0046,https://canvas.oregonstate.edu/courses/2080857/files/119246076/download?download_frd=1,00028-mth-252-module-item-syllabus-and-calendar-as-of-6-21-both-sections-400-and-401-integral-calculus-mth-252z-400-u2026|00320-mth-252-linked-detail-mth-252z-400-syllabus-u26-gilliam-pdf-integral-calculus-mth-252z-400-u2026,MTH 252Z-400 Syllabus U26 Gilliam.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026)|Syllabus and Calendar (as of 6/21) --> Both Sections 400 and 401: INTEGRAL CALCULUS (MTH_252Z_400_U2026),/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119246076_MTH 252Z-400 Syllabus U26 Gilliam.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119246076_MTH 252Z-400 Syllabus U26 Gilliam.pdf,MTH-252_119246076_MTH 252Z-400 Syllabus U26 Gilliam.pdf,MTH 252Z-400 Syllabus U26 Gilliam.pdf,pdf,484349,d4d8b2941e7eb524177e29dc12600bf69945b4f9d9989e6fa4cc3a347662e91d,100,copied_to_repo,parsed,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0014-mth-252-119246076.md,2026-06-26T23:45:13.796984+00:00,
captured-0015-mth-252-119223623,2080857,MTH-252,119223623,obj-mth-252-download-119223623,dl-mth-252-0024|dl-mth-252-0070|dl-mth-252-0071,download-0024|download-0070|download-0071,https://canvas.oregonstate.edu/courses/2080857/files/119223623/download?download_frd=1,00153-mth-252-module-item-mini-exam-3-retake|00405-mth-252-linked-detail-me3-retake-template-pdf-integral-calculus-mth-252z-400-u2026|00406-mth-252-linked-detail-mini-exam-3-retake,ME3-Retake-Template.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026)|Mini-Exam 3 - Retake,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223623_ME3-Retake-Template.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223623_ME3-Retake-Template.pdf,MTH-252_119223623_ME3-Retake-Template.pdf,Download|ME3-Retake-Template.pdf,pdf,231421,88c6a9ec97546b39355bdc5cc0eb135ea19d115dc791cfba86bee89dc67f8658,100,copied_to_repo,parsed,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0015-mth-252-119223623.md,2026-06-26T23:45:13.796984+00:00,
captured-0016-mth-252-119223618,2080857,MTH-252,119223618,obj-mth-252-download-119223618,dl-mth-252-0020|dl-mth-252-0064|dl-mth-252-0065,download-0020|download-0064|download-0065,https://canvas.oregonstate.edu/courses/2080857/files/119223618/download?download_frd=1,00145-mth-252-module-item-dr-g-s-videos-3-7-integral-calculus-mth-252z-400-u2026|00396-mth-252-linked-detail-252-lecture-2-5-to-me5-pages-5-8-13-17-19-20-1-2-pdf-integral-calculus-mth-252z-400-u2026|00397-mth-252-linked-detail-dr-g-s-videos-3-7-integral-calculus-mth-252z-400-u2026,"252-Lecture-2.5-to-ME5 pages 5 - 8, 13 - 17, 19, 20-1-2.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026)|Dr G's Videos --> 3.7: INTEGRAL CALCULUS (MTH_252Z_400_U2026)",/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223618_252-Lecture-2.5-to-ME5 pages 5 - 8- 13 - 17- 19- 20-1-2.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223618_252-Lecture-2.5-to-ME5 pages 5 - 8- 13 - 17- 19- 20-1-2.pdf,MTH-252_119223618_252-Lecture-2.5-to-ME5 pages 5 - 8- 13 - 17- 19- 20-1-2.pdf,"252-Lecture-2.5-to-ME5 pages 5 - 8, 13 - 17, 19, 20-1-2.pdf|Download",pdf,6513299,2f7a7a07a58e4481872c1e150a1f55c28e44300d7b65024734ae17db921e2106,100,copied_to_repo,parsed,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0016-mth-252-119223618.md,2026-06-26T23:45:13.796984+00:00,
captured-0017-mth-252-119223617,2080857,MTH-252,119223617,obj-mth-252-download-119223617,dl-mth-252-0018|dl-mth-252-0062,download-0018|download-0062,https://canvas.oregonstate.edu/courses/2080857/files/119223617/download?download_frd=1,00135-mth-252-module-item-dr-g-s-videos-2-5-integral-calculus-mth-252z-400-u2026|00390-mth-252-linked-detail-252-lecture-2-5-to-me5-pages-5-8-13-17-19-20-1-1-pdf-integral-calculus-mth-252z-400-u2026,"252-Lecture-2.5-to-ME5 pages 5 - 8, 13 - 17, 19, 20-1-1.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026)|Dr. G's Videos --> 2.5: INTEGRAL CALCULUS (MTH_252Z_400_U2026)",/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223617_252-Lecture-2.5-to-ME5 pages 5 - 8- 13 - 17- 19- 20-1-1.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223617_252-Lecture-2.5-to-ME5 pages 5 - 8- 13 - 17- 19- 20-1-1.pdf,MTH-252_119223617_252-Lecture-2.5-to-ME5 pages 5 - 8- 13 - 17- 19- 20-1-1.pdf,"252-Lecture-2.5-to-ME5 pages 5 - 8, 13 - 17, 19, 20-1-1.pdf",pdf,6513299,2f7a7a07a58e4481872c1e150a1f55c28e44300d7b65024734ae17db921e2106,100,copied_to_repo,parsed,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0017-mth-252-119223617.md,2026-06-26T23:45:13.796984+00:00,
captured-0018-mth-252-119223598,2080857,MTH-252,119223598,obj-mth-252-download-119223598,dl-mth-252-0017|dl-mth-252-0019|dl-mth-252-0061|dl-mth-252-0063,download-0017|download-0019|download-0061|download-0063,https://canvas.oregonstate.edu/courses/2080857/files/119223598/download?download_frd=1,00134-mth-252-module-item-252-lecture-2-5-to-me5-pdf-integral-calculus-mth-252z-400-u2026|00144-mth-252-module-item-252-lecture-2-5-to-me5-pdf-integral-calculus-mth-252z-400-u2026|00388-mth-252-linked-detail-252-lecture-2-5-to-me5-pdf-integral-calculus-mth-252z-400-u2026|00395-mth-252-linked-detail-252-lecture-2-5-to-me5-pdf-integral-calculus-mth-252z-400-u2026,252-Lecture-2.5-to-ME5.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223598_252-Lecture-2.5-to-ME5.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223598_252-Lecture-2.5-to-ME5.pdf,MTH-252_119223598_252-Lecture-2.5-to-ME5.pdf,252-Lecture-2.5-to-ME5.pdf,pdf,4046967,af4b9812e9ea869fd5fdb112748be51dd8bad70ca72ce3f07746518383b328c8,100,copied_to_repo,parsed,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0018-mth-252-119223598.md,2026-06-26T23:45:13.796984+00:00,
captured-0019-mth-252-119223597,2080857,MTH-252,119223597,obj-mth-252-download-119223597,dl-mth-252-0014|dl-mth-252-0015|dl-mth-252-0058|dl-mth-252-0059,download-0014|download-0015|download-0058|download-0059,https://canvas.oregonstate.edu/courses/2080857/files/119223597/download?download_frd=1,00111-mth-252-module-item-252-lecture-2-1-to-me4-pdf-integral-calculus-mth-252z-400-u2026|00122-mth-252-module-item-252-lecture-2-1-to-me4-pdf-integral-calculus-mth-252z-400-u2026|00373-mth-252-linked-detail-252-lecture-2-1-to-me4-pdf-integral-calculus-mth-252z-400-u2026|00381-mth-252-linked-detail-252-lecture-2-1-to-me4-pdf-integral-calculus-mth-252z-400-u2026,252-Lecture-2.1-to-ME4.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223597_252-Lecture-2.1-to-ME4.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223597_252-Lecture-2.1-to-ME4.pdf,MTH-252_119223597_252-Lecture-2.1-to-ME4.pdf,252-Lecture-2.1-to-ME4.pdf,pdf,3718914,f9031b235459851eaf69af9822c638be94cb98b86d060a77c0b7f6e10c0f0b9a,100,copied_to_repo,parsed,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0019-mth-252-119223597.md,2026-06-26T23:45:13.796984+00:00,
captured-0020-mth-252-119223595,2080857,MTH-252,119223595,obj-mth-252-download-119223595,dl-mth-252-0012|dl-mth-252-0056,download-0012|download-0056,https://canvas.oregonstate.edu/courses/2080857/files/119223595/download?download_frd=1,00091-mth-252-module-item-lecture-3-1-3-2-pdf-integral-calculus-mth-252z-400-u2026|00361-mth-252-linked-detail-lecture-3-1-3-2-pdf-integral-calculus-mth-252z-400-u2026,Lecture-3.1-3.2.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223595_Lecture-3.1-3.2.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223595_Lecture-3.1-3.2.pdf,MTH-252_119223595_Lecture-3.1-3.2.pdf,Lecture-3.1-3.2.pdf,pdf,872827,6fc0d090b7924271339c8a1d6f2fd6d598b82a7038a4cba6140afbfa637e4012,100,copied_to_repo,parsed,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0020-mth-252-119223595.md,2026-06-26T23:45:13.796984+00:00,"Machine OCR generated with tesseract from rendered PDF pages; math/formula fidelity is imperfect, but text is attached for search and indexing."
