page_id,course_id,course_code,source_kind,source_surface,canvas_object_type,canvas_object_id,title,requested_url,resolved_url,redirected,requires_external_handler,depth,markdown_path,metadata_path,visible_heading_count,link_count,iframe_count,module_item_count,assignment_row_count,grade_row_count,metadata_heading_count,nav_count,hidden_text_count,heading_sample,captured_at
00403-phy-212-linked-detail-quiz-1a-asy-work,2053526,PHY-212,linked_detail,linked_detail,assignment,10557100,Quiz 1A_asy_work,https://canvas.oregonstate.edu/courses/2053526/assignments/10557100,https://canvas.oregonstate.edu/courses/2053526/assignments/10557100,,,1,markdown/00403-phy-212-linked-detail-quiz-1a-asy-work.md,metadata/00403-phy-212-linked-detail-quiz-1a-asy-work.json,2,59,2,0,0,0,2,16,26,Quiz 1A_asy_work | Rubric,2026-07-08T23:10:01.294Z
00404-phy-212-linked-detail-quiz-1b-asy-work,2053526,PHY-212,linked_detail,linked_detail,assignment,10557103,Quiz 1B_asy_work,https://canvas.oregonstate.edu/courses/2053526/assignments/10557103,https://canvas.oregonstate.edu/courses/2053526/assignments/10557103,,,1,markdown/00404-phy-212-linked-detail-quiz-1b-asy-work.md,metadata/00404-phy-212-linked-detail-quiz-1b-asy-work.json,2,59,2,0,0,0,2,16,26,Quiz 1B_asy_work | Rubric,2026-07-08T23:10:03.941Z
00405-phy-212-linked-detail-quiz-1a-6pm,2053526,PHY-212,linked_detail,linked_detail,assignment,10557099,Quiz 1A_6pm,https://canvas.oregonstate.edu/courses/2053526/assignments/10557099,https://canvas.oregonstate.edu/courses/2053526/assignments/10557099,,,1,markdown/00405-phy-212-linked-detail-quiz-1a-6pm.md,metadata/00405-phy-212-linked-detail-quiz-1a-6pm.json,2,59,2,0,0,0,2,16,26,Quiz 1A_6pm | Rubric,2026-07-08T23:10:06.691Z
00406-phy-212-linked-detail-quiz-1b-6pm,2053526,PHY-212,linked_detail,linked_detail,assignment,10557102,Quiz 1B_6pm,https://canvas.oregonstate.edu/courses/2053526/assignments/10557102,https://canvas.oregonstate.edu/courses/2053526/assignments/10557102,,,1,markdown/00406-phy-212-linked-detail-quiz-1b-6pm.md,metadata/00406-phy-212-linked-detail-quiz-1b-6pm.json,2,59,2,0,0,0,2,16,26,Quiz 1B_6pm | Rubric,2026-07-08T23:10:09.549Z
00407-phy-212-linked-detail-m2-2pre-general-physics-with-calculus-ph-212-400-u2026,2053526,PHY-212,linked_detail,linked_detail,quiz,3160472,M2-2pre: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/assignments/10556967,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160472,yes,,1,markdown/00407-phy-212-linked-detail-m2-2pre-general-physics-with-calculus-ph-212-400-u2026.md,metadata/00407-phy-212-linked-detail-m2-2pre-general-physics-with-calculus-ph-212-400-u2026.json,2,35,2,0,0,0,2,16,1,M2-2pre | Instructions,2026-07-08T23:10:12.441Z
00408-phy-212-linked-detail-m2-3pre-general-physics-with-calculus-ph-212-400-u2026,2053526,PHY-212,linked_detail,linked_detail,quiz,3160442,M2-3pre: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/assignments/10556938,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160442,yes,,1,markdown/00408-phy-212-linked-detail-m2-3pre-general-physics-with-calculus-ph-212-400-u2026.md,metadata/00408-phy-212-linked-detail-m2-3pre-general-physics-with-calculus-ph-212-400-u2026.json,2,35,2,0,0,0,2,16,1,M2-3pre | Instructions,2026-07-08T23:10:15.543Z
00409-phy-212-linked-detail-topic-lab-3-discussion-lab-group-22,2053526,PHY-212,linked_detail,linked_detail,discussion,11579981,Topic: Lab 3 Discussion - Lab Group 22,https://canvas.oregonstate.edu/courses/2053526/assignments/10557037,https://canvas.oregonstate.edu/groups/733396/discussion_topics/11579981,yes,,1,markdown/00409-phy-212-linked-detail-topic-lab-3-discussion-lab-group-22.md,metadata/00409-phy-212-linked-detail-topic-lab-3-discussion-lab-group-22.json,0,25,2,0,0,0,0,0,0,,2026-07-08T23:10:19.137Z
00410-phy-212-linked-detail-m2-4pre-general-physics-with-calculus-ph-212-400-u2026,2053526,PHY-212,linked_detail,linked_detail,quiz,3160455,M2-4pre: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/assignments/10556951,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160455,yes,,1,markdown/00410-phy-212-linked-detail-m2-4pre-general-physics-with-calculus-ph-212-400-u2026.md,metadata/00410-phy-212-linked-detail-m2-4pre-general-physics-with-calculus-ph-212-400-u2026.json,2,35,2,0,0,0,2,16,1,M2-4pre | Instructions,2026-07-08T23:10:22.641Z
00411-phy-212-linked-detail-m2-1asy-general-physics-with-calculus-ph-212-400-u2026,2053526,PHY-212,linked_detail,linked_detail,quiz,3160451,M2-1asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/assignments/10556947,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160451,yes,,1,markdown/00411-phy-212-linked-detail-m2-1asy-general-physics-with-calculus-ph-212-400-u2026.md,metadata/00411-phy-212-linked-detail-m2-1asy-general-physics-with-calculus-ph-212-400-u2026.json,4,36,2,0,0,0,4,16,1,M2-1asy | Instructions | Purpose | Instructions,2026-07-08T23:10:25.541Z
00412-phy-212-linked-detail-m2-2asy-general-physics-with-calculus-ph-212-400-u2026,2053526,PHY-212,linked_detail,linked_detail,quiz,3160527,M2-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/assignments/10557020,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160527,yes,,1,markdown/00412-phy-212-linked-detail-m2-2asy-general-physics-with-calculus-ph-212-400-u2026.md,metadata/00412-phy-212-linked-detail-m2-2asy-general-physics-with-calculus-ph-212-400-u2026.json,4,36,2,0,0,0,4,16,1,M2-2asy | Instructions | Purpose | Instructions,2026-07-08T23:10:28.592Z
00413-phy-212-linked-detail-lab-3-group-report,2053526,PHY-212,linked_detail,linked_detail,assignment,10557059,Lab 3 Group report,https://canvas.oregonstate.edu/courses/2053526/assignments/10557059,https://canvas.oregonstate.edu/courses/2053526/assignments/10557059,,yes,1,markdown/00413-phy-212-linked-detail-lab-3-group-report.md,metadata/00413-phy-212-linked-detail-lab-3-group-report.json,3,60,2,0,0,0,3,16,26,Lab 3 Group report | Submit Your Group's Lab Report | Rubric,2026-07-08T23:10:31.292Z
00414-phy-212-linked-detail-lab-group-check-in-survey-lab-3-general-physics-with-calculus-ph-212-400-u2026,2053526,PHY-212,linked_detail,linked_detail,quiz,3160510,Lab Group Check-In Survey (Lab 3): GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/assignments/10586342,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160510,yes,,1,markdown/00414-phy-212-linked-detail-lab-group-check-in-survey-lab-3-general-physics-with-calculus-ph-212-400-u2026.md,metadata/00414-phy-212-linked-detail-lab-group-check-in-survey-lab-3-general-physics-with-calculus-ph-212-400-u2026.json,2,37,2,0,0,0,2,16,4,Lab Group Check-In Survey (Lab 3) | Instructions,2026-07-08T23:10:34.442Z
00415-phy-212-linked-detail-hw-3-center-of-mass-moment-of-inertia-general-physics-with-calculus-ph-212-400-u2026,2053526,PHY-212,linked_detail,linked_detail,quiz,3160462,Hw 3 - Center of Mass & Moment of Inertia: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/assignments/10556958,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160462,yes,,1,markdown/00415-phy-212-linked-detail-hw-3-center-of-mass-moment-of-inertia-general-physics-with-calculus-ph-212-400-u2026.md,metadata/00415-phy-212-linked-detail-hw-3-center-of-mass-moment-of-inertia-general-physics-with-calculus-ph-212-400-u2026.json,2,35,2,0,0,0,2,16,1,Hw 3 - Center of Mass & Moment of Inertia | Instructions,2026-07-08T23:10:37.595Z
00416-phy-212-linked-detail-hw-4-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026,2053526,PHY-212,linked_detail,linked_detail,quiz,3160480,Hw 4 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/assignments/10556975,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160480,yes,,1,markdown/00416-phy-212-linked-detail-hw-4-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026.md,metadata/00416-phy-212-linked-detail-hw-4-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026.json,1,34,2,0,0,0,1,16,0,Hw 4 - Rotational Dynamics,2026-07-08T23:10:40.591Z
00417-phy-212-linked-detail-topic-lab-4-discussion-lab-group-22,2053526,PHY-212,linked_detail,linked_detail,discussion,11579969,Topic: Lab 4 Discussion - Lab Group 22,https://canvas.oregonstate.edu/courses/2053526/assignments/10557041,https://canvas.oregonstate.edu/groups/733396/discussion_topics/11579969,yes,,1,markdown/00417-phy-212-linked-detail-topic-lab-4-discussion-lab-group-22.md,metadata/00417-phy-212-linked-detail-topic-lab-4-discussion-lab-group-22.json,0,25,2,0,0,0,0,0,0,,2026-07-08T23:10:44.295Z
00418-phy-212-linked-detail-hw-5-gravity-general-physics-with-calculus-ph-212-400-u2026,2053526,PHY-212,linked_detail,linked_detail,quiz,3160499,Hw 5 - Gravity: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/assignments/10556994,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160499,yes,,1,markdown/00418-phy-212-linked-detail-hw-5-gravity-general-physics-with-calculus-ph-212-400-u2026.md,metadata/00418-phy-212-linked-detail-hw-5-gravity-general-physics-with-calculus-ph-212-400-u2026.json,1,34,2,0,0,0,1,16,0,Hw 5 - Gravity,2026-07-08T23:10:47.190Z
00419-phy-212-linked-detail-quiz-2-notes,2053526,PHY-212,linked_detail,linked_detail,assignment,10557105,Quiz 2 Notes,https://canvas.oregonstate.edu/courses/2053526/assignments/10557105,https://canvas.oregonstate.edu/courses/2053526/assignments/10557105,,,1,markdown/00419-phy-212-linked-detail-quiz-2-notes.md,metadata/00419-phy-212-linked-detail-quiz-2-notes.json,2,59,2,0,0,0,2,16,26,Quiz 2 Notes | Rubric,2026-07-08T23:10:49.790Z
00420-phy-212-linked-detail-lab-4-group-report,2053526,PHY-212,linked_detail,linked_detail,assignment,10557060,Lab 4 Group Report,https://canvas.oregonstate.edu/courses/2053526/assignments/10557060,https://canvas.oregonstate.edu/courses/2053526/assignments/10557060,,,1,markdown/00420-phy-212-linked-detail-lab-4-group-report.md,metadata/00420-phy-212-linked-detail-lab-4-group-report.json,2,59,2,0,0,0,2,16,26,Lab 4 Group Report | Rubric,2026-07-08T23:10:52.540Z
00421-phy-212-linked-detail-quiz-2a,2053526,PHY-212,linked_detail,linked_detail,assignment,10557106,Quiz 2A,https://canvas.oregonstate.edu/courses/2053526/assignments/10557106,https://canvas.oregonstate.edu/courses/2053526/assignments/10557106,,,1,markdown/00421-phy-212-linked-detail-quiz-2a.md,metadata/00421-phy-212-linked-detail-quiz-2a.json,2,59,2,0,0,0,2,16,26,Quiz 2A | Rubric,2026-07-08T23:10:54.893Z
00422-phy-212-linked-detail-quiz-2b,2053526,PHY-212,linked_detail,linked_detail,assignment,10557109,Quiz 2B,https://canvas.oregonstate.edu/courses/2053526/assignments/10557109,https://canvas.oregonstate.edu/courses/2053526/assignments/10557109,,,1,markdown/00422-phy-212-linked-detail-quiz-2b.md,metadata/00422-phy-212-linked-detail-quiz-2b.json,2,59,2,0,0,0,2,16,26,Quiz 2B | Rubric,2026-07-08T23:10:57.242Z
00423-phy-212-linked-detail-quiz-2a-asy-remotely-proctored-general-physics-with-calculus-ph-212-400-u2026,2053526,PHY-212,linked_detail,linked_detail,quiz,3160535,Quiz 2A_asy (Remotely Proctored): GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/assignments/10557028,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160535,yes,,1,markdown/00423-phy-212-linked-detail-quiz-2a-asy-remotely-proctored-general-physics-with-calculus-ph-212-400-u2026.md,metadata/00423-phy-212-linked-detail-quiz-2a-asy-remotely-proctored-general-physics-with-calculus-ph-212-400-u2026.json,1,34,2,0,0,0,1,16,0,Quiz 2A_asy (Remotely Proctored),2026-07-08T23:11:00.243Z
00424-phy-212-linked-detail-quiz-2b-asy-remotely-proctored-general-physics-with-calculus-ph-212-400-u2026,2053526,PHY-212,linked_detail,linked_detail,quiz,3160503,Quiz 2B_asy (Remotely Proctored): GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/assignments/10556998,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160503,yes,,1,markdown/00424-phy-212-linked-detail-quiz-2b-asy-remotely-proctored-general-physics-with-calculus-ph-212-400-u2026.md,metadata/00424-phy-212-linked-detail-quiz-2b-asy-remotely-proctored-general-physics-with-calculus-ph-212-400-u2026.json,1,34,2,0,0,0,1,16,0,Quiz 2B_asy (Remotely Proctored),2026-07-08T23:11:03.342Z
00425-phy-212-linked-detail-quiz-2a-asy-work,2053526,PHY-212,linked_detail,linked_detail,assignment,10557108,Quiz 2A_asy_work,https://canvas.oregonstate.edu/courses/2053526/assignments/10557108,https://canvas.oregonstate.edu/courses/2053526/assignments/10557108,,,1,markdown/00425-phy-212-linked-detail-quiz-2a-asy-work.md,metadata/00425-phy-212-linked-detail-quiz-2a-asy-work.json,2,59,2,0,0,0,2,16,26,Quiz 2A_asy_work | Rubric,2026-07-08T23:11:06.090Z
00426-phy-212-linked-detail-quiz-2b-asy-work,2053526,PHY-212,linked_detail,linked_detail,assignment,10557111,Quiz 2B_asy_work,https://canvas.oregonstate.edu/courses/2053526/assignments/10557111,https://canvas.oregonstate.edu/courses/2053526/assignments/10557111,,,1,markdown/00426-phy-212-linked-detail-quiz-2b-asy-work.md,metadata/00426-phy-212-linked-detail-quiz-2b-asy-work.json,2,59,2,0,0,0,2,16,26,Quiz 2B_asy_work | Rubric,2026-07-08T23:11:08.690Z
00427-phy-212-linked-detail-quiz-2a-6pm,2053526,PHY-212,linked_detail,linked_detail,assignment,10557107,Quiz 2A_6pm,https://canvas.oregonstate.edu/courses/2053526/assignments/10557107,https://canvas.oregonstate.edu/courses/2053526/assignments/10557107,,,1,markdown/00427-phy-212-linked-detail-quiz-2a-6pm.md,metadata/00427-phy-212-linked-detail-quiz-2a-6pm.json,2,59,2,0,0,0,2,16,26,Quiz 2A_6pm | Rubric,2026-07-08T23:11:11.390Z
00428-phy-212-linked-detail-quiz-2b-6pm,2053526,PHY-212,linked_detail,linked_detail,assignment,10557110,Quiz 2B_6pm,https://canvas.oregonstate.edu/courses/2053526/assignments/10557110,https://canvas.oregonstate.edu/courses/2053526/assignments/10557110,,,1,markdown/00428-phy-212-linked-detail-quiz-2b-6pm.md,metadata/00428-phy-212-linked-detail-quiz-2b-6pm.json,2,59,2,0,0,0,2,16,26,Quiz 2B_6pm | Rubric,2026-07-08T23:11:13.990Z
00429-phy-212-linked-detail-topic-lab-5-discussion-lab-group-22,2053526,PHY-212,linked_detail,linked_detail,discussion,11580054,Topic: Lab 5 Discussion - Lab Group 22,https://canvas.oregonstate.edu/courses/2053526/assignments/10557039,https://canvas.oregonstate.edu/groups/733396/discussion_topics/11580054,yes,,1,markdown/00429-phy-212-linked-detail-topic-lab-5-discussion-lab-group-22.md,metadata/00429-phy-212-linked-detail-topic-lab-5-discussion-lab-group-22.json,0,25,2,0,0,0,0,0,0,,2026-07-08T23:11:17.290Z
00430-phy-212-linked-detail-hw-6-oscillations-general-physics-with-calculus-ph-212-400-u2026,2053526,PHY-212,linked_detail,linked_detail,quiz,3160513,Hw 6 - Oscillations: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/assignments/10557007,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160513,yes,,1,markdown/00430-phy-212-linked-detail-hw-6-oscillations-general-physics-with-calculus-ph-212-400-u2026.md,metadata/00430-phy-212-linked-detail-hw-6-oscillations-general-physics-with-calculus-ph-212-400-u2026.json,1,34,2,0,0,0,1,16,0,Hw 6 - Oscillations,2026-07-08T23:11:20.591Z
00431-phy-212-linked-detail-lab-5-group-report,2053526,PHY-212,linked_detail,linked_detail,assignment,10557061,Lab 5 Group report,https://canvas.oregonstate.edu/courses/2053526/assignments/10557061,https://canvas.oregonstate.edu/courses/2053526/assignments/10557061,,,1,markdown/00431-phy-212-linked-detail-lab-5-group-report.md,metadata/00431-phy-212-linked-detail-lab-5-group-report.json,2,59,2,0,0,0,2,16,26,Lab 5 Group report | Rubric,2026-07-08T23:11:23.190Z
00432-phy-212-linked-detail-lab-group-check-in-survey-lab-5-general-physics-with-calculus-ph-212-400-u2026,2053526,PHY-212,linked_detail,linked_detail,quiz,3160466,Lab Group Check-In Survey (Lab 5): GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/assignments/10586343,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160466,yes,,1,markdown/00432-phy-212-linked-detail-lab-group-check-in-survey-lab-5-general-physics-with-calculus-ph-212-400-u2026.md,metadata/00432-phy-212-linked-detail-lab-group-check-in-survey-lab-5-general-physics-with-calculus-ph-212-400-u2026.json,1,34,2,0,0,0,1,16,0,Lab Group Check-In Survey (Lab 5),2026-07-08T23:11:26.242Z
00433-phy-212-linked-detail-hw-7-waves-general-physics-with-calculus-ph-212-400-u2026,2053526,PHY-212,linked_detail,linked_detail,quiz,3160478,Hw 7 - Waves: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/assignments/10556973,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160478,yes,,1,markdown/00433-phy-212-linked-detail-hw-7-waves-general-physics-with-calculus-ph-212-400-u2026.md,metadata/00433-phy-212-linked-detail-hw-7-waves-general-physics-with-calculus-ph-212-400-u2026.json,1,34,2,0,0,0,1,16,0,Hw 7 - Waves,2026-07-08T23:11:29.447Z
00434-phy-212-linked-detail-topic-capstone-lab-week-1-discussion-lab-group-22,2053526,PHY-212,linked_detail,linked_detail,discussion,11579965,Topic: Capstone Lab Week 1 Discussion - Lab Group 22,https://canvas.oregonstate.edu/courses/2053526/assignments/10557035,https://canvas.oregonstate.edu/groups/733396/discussion_topics/11579965,yes,,1,markdown/00434-phy-212-linked-detail-topic-capstone-lab-week-1-discussion-lab-group-22.md,metadata/00434-phy-212-linked-detail-topic-capstone-lab-week-1-discussion-lab-group-22.json,0,25,2,0,0,0,0,0,0,,2026-07-08T23:11:32.793Z
00435-phy-212-linked-detail-hw-8-superposition-general-physics-with-calculus-ph-212-400-u2026,2053526,PHY-212,linked_detail,linked_detail,quiz,3160511,Hw 8 - Superposition: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/assignments/10557005,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160511,yes,,1,markdown/00435-phy-212-linked-detail-hw-8-superposition-general-physics-with-calculus-ph-212-400-u2026.md,metadata/00435-phy-212-linked-detail-hw-8-superposition-general-physics-with-calculus-ph-212-400-u2026.json,1,34,2,0,0,0,1,16,0,Hw 8 - Superposition,2026-07-08T23:11:42.842Z
00436-phy-212-linked-detail-quiz-3-notes,2053526,PHY-212,linked_detail,linked_detail,assignment,10557113,Quiz 3 Notes,https://canvas.oregonstate.edu/courses/2053526/assignments/10557113,https://canvas.oregonstate.edu/courses/2053526/assignments/10557113,,,1,markdown/00436-phy-212-linked-detail-quiz-3-notes.md,metadata/00436-phy-212-linked-detail-quiz-3-notes.json,2,59,2,0,0,0,2,16,26,Quiz 3 Notes | Rubric,2026-07-08T23:11:45.340Z
00437-phy-212-linked-detail-capstone-lab-week-1-group-report,2053526,PHY-212,linked_detail,linked_detail,assignment,10557047,Capstone Lab Week 1 Group Report,https://canvas.oregonstate.edu/courses/2053526/assignments/10557047,https://canvas.oregonstate.edu/courses/2053526/assignments/10557047,,,1,markdown/00437-phy-212-linked-detail-capstone-lab-week-1-group-report.md,metadata/00437-phy-212-linked-detail-capstone-lab-week-1-group-report.json,2,59,2,0,0,0,2,16,26,Capstone Lab Week 1 Group Report | Rubric,2026-07-08T23:11:47.840Z
00438-phy-212-linked-detail-topic-project-optional-step-find-group-members,2053526,PHY-212,linked_detail,linked_detail,discussion,11563812,Topic: 🤔 Project | Optional Step: Find Group Members,https://canvas.oregonstate.edu/courses/2053526/discussion_topics/11563812,https://canvas.oregonstate.edu/courses/2053526/discussion_topics/11563812,,,1,markdown/00438-phy-212-linked-detail-topic-project-optional-step-find-group-members.md,metadata/00438-phy-212-linked-detail-topic-project-optional-step-find-group-members.json,4,35,2,0,0,0,4,16,8,Discussion Topic: 🤔 Project | Optional Step: Find Group Members🤔 Project | Optional Step: Find Group Members | Finding Group Members - Optional Step | Instructions | Grading Criteria,2026-07-08T23:11:50.641Z
00439-phy-212-linked-detail-quiz-3a,2053526,PHY-212,linked_detail,linked_detail,assignment,10557114,Quiz 3A,https://canvas.oregonstate.edu/courses/2053526/assignments/10557114,https://canvas.oregonstate.edu/courses/2053526/assignments/10557114,,,1,markdown/00439-phy-212-linked-detail-quiz-3a.md,metadata/00439-phy-212-linked-detail-quiz-3a.json,2,59,2,0,0,0,2,16,26,Quiz 3A | Rubric,2026-07-08T23:11:53.490Z
00440-phy-212-linked-detail-quiz-3b,2053526,PHY-212,linked_detail,linked_detail,assignment,10557117,Quiz 3B,https://canvas.oregonstate.edu/courses/2053526/assignments/10557117,https://canvas.oregonstate.edu/courses/2053526/assignments/10557117,,,1,markdown/00440-phy-212-linked-detail-quiz-3b.md,metadata/00440-phy-212-linked-detail-quiz-3b.json,2,59,2,0,0,0,2,16,26,Quiz 3B | Rubric,2026-07-08T23:11:56.391Z
00441-phy-212-linked-detail-quiz-3a-asy-remotely-proctored-general-physics-with-calculus-ph-212-400-u2026,2053526,PHY-212,linked_detail,linked_detail,quiz,3160520,Quiz 3A_asy (Remotely Proctored): GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/assignments/10557014,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160520,yes,,1,markdown/00441-phy-212-linked-detail-quiz-3a-asy-remotely-proctored-general-physics-with-calculus-ph-212-400-u2026.md,metadata/00441-phy-212-linked-detail-quiz-3a-asy-remotely-proctored-general-physics-with-calculus-ph-212-400-u2026.json,1,34,2,0,0,0,1,16,0,Quiz 3A_asy (Remotely Proctored),2026-07-08T23:11:59.293Z
00442-phy-212-linked-detail-quiz-3b-asy-remotely-proctored-general-physics-with-calculus-ph-212-400-u2026,2053526,PHY-212,linked_detail,linked_detail,quiz,3160518,Quiz 3B_asy (Remotely Proctored): GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/assignments/10557012,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160518,yes,,1,markdown/00442-phy-212-linked-detail-quiz-3b-asy-remotely-proctored-general-physics-with-calculus-ph-212-400-u2026.md,metadata/00442-phy-212-linked-detail-quiz-3b-asy-remotely-proctored-general-physics-with-calculus-ph-212-400-u2026.json,1,34,2,0,0,0,1,16,0,Quiz 3B_asy (Remotely Proctored),2026-07-08T23:12:02.692Z
00443-phy-212-linked-detail-quiz-3a-asy-work,2053526,PHY-212,linked_detail,linked_detail,assignment,10557116,Quiz 3A_asy_work,https://canvas.oregonstate.edu/courses/2053526/assignments/10557116,https://canvas.oregonstate.edu/courses/2053526/assignments/10557116,,,1,markdown/00443-phy-212-linked-detail-quiz-3a-asy-work.md,metadata/00443-phy-212-linked-detail-quiz-3a-asy-work.json,2,59,2,0,0,0,2,16,26,Quiz 3A_asy_work | Rubric,2026-07-08T23:12:05.191Z
00444-phy-212-linked-detail-quiz-3b-asy-work,2053526,PHY-212,linked_detail,linked_detail,assignment,10557119,Quiz 3B_asy_work,https://canvas.oregonstate.edu/courses/2053526/assignments/10557119,https://canvas.oregonstate.edu/courses/2053526/assignments/10557119,,,1,markdown/00444-phy-212-linked-detail-quiz-3b-asy-work.md,metadata/00444-phy-212-linked-detail-quiz-3b-asy-work.json,2,59,2,0,0,0,2,16,26,Quiz 3B_asy_work | Rubric,2026-07-08T23:12:07.742Z
00445-phy-212-linked-detail-quiz-3a-6pm,2053526,PHY-212,linked_detail,linked_detail,assignment,10557115,Quiz 3A_6pm,https://canvas.oregonstate.edu/courses/2053526/assignments/10557115,https://canvas.oregonstate.edu/courses/2053526/assignments/10557115,,,1,markdown/00445-phy-212-linked-detail-quiz-3a-6pm.md,metadata/00445-phy-212-linked-detail-quiz-3a-6pm.json,2,59,2,0,0,0,2,16,26,Quiz 3A_6pm | Rubric,2026-07-08T23:12:10.640Z
00446-phy-212-linked-detail-quiz-3b-6pm,2053526,PHY-212,linked_detail,linked_detail,assignment,10557118,Quiz 3B_6pm,https://canvas.oregonstate.edu/courses/2053526/assignments/10557118,https://canvas.oregonstate.edu/courses/2053526/assignments/10557118,,,1,markdown/00446-phy-212-linked-detail-quiz-3b-6pm.md,metadata/00446-phy-212-linked-detail-quiz-3b-6pm.json,2,59,2,0,0,0,2,16,26,Quiz 3B_6pm | Rubric,2026-07-08T23:12:16.340Z
00447-phy-212-linked-detail-topic-lab-6-discussion-lab-group-22,2053526,PHY-212,linked_detail,linked_detail,discussion,11579983,Topic: Lab 6 Discussion - Lab Group 22,https://canvas.oregonstate.edu/courses/2053526/assignments/10557040,https://canvas.oregonstate.edu/groups/733396/discussion_topics/11579983,yes,,1,markdown/00447-phy-212-linked-detail-topic-lab-6-discussion-lab-group-22.md,metadata/00447-phy-212-linked-detail-topic-lab-6-discussion-lab-group-22.json,1,25,2,0,0,0,1,0,6,Discussion Topic: Lab 6 Discussion - Lab Group 22Lab 6 Discussion - Lab Group 22,2026-07-08T23:12:19.996Z
00448-phy-212-linked-detail-lab-6-group-report,2053526,PHY-212,linked_detail,linked_detail,assignment,10557062,Lab 6 Group Report,https://canvas.oregonstate.edu/courses/2053526/assignments/10557062,https://canvas.oregonstate.edu/courses/2053526/assignments/10557062,,,1,markdown/00448-phy-212-linked-detail-lab-6-group-report.md,metadata/00448-phy-212-linked-detail-lab-6-group-report.json,2,59,2,0,0,0,2,16,26,Lab 6 Group Report | Rubric,2026-07-08T23:12:22.641Z
00449-phy-212-linked-detail-hw-9-wave-optics-general-physics-with-calculus-ph-212-400-u2026,2053526,PHY-212,linked_detail,linked_detail,quiz,3160449,Hw 9 - Wave Optics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/assignments/10556945,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160449,yes,,1,markdown/00449-phy-212-linked-detail-hw-9-wave-optics-general-physics-with-calculus-ph-212-400-u2026.md,metadata/00449-phy-212-linked-detail-hw-9-wave-optics-general-physics-with-calculus-ph-212-400-u2026.json,1,34,2,0,0,0,1,16,0,Hw 9 - Wave Optics,2026-07-08T23:12:25.742Z
