download_manifest_id,download_id,course_id,course_code,object_id,file_name,canvas_file_id,href,execute_status,repo_file_path,parsed_markdown_path,detail
download-0001,dl-mth-253-0001,2053263,MTH-253,obj-mth-253-download-119228487,Syllabus,119228487,https://canvas.oregonstate.edu/courses/2053263/files/119228487/download?download_frd=1,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-253_119228487_MTH_253_Course_Syllabus_Summer_2026.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0001-mth-253-119228487.md,"Matched a Desktop download, copied it into the repo, and parsed it."
download-0002,dl-mth-252-0002,2080857,MTH-252,obj-mth-252-download-119246076,MTH 252Z-400 Syllabus U26 Gilliam.pdf,119246076,https://canvas.oregonstate.edu/courses/2080857/files/119246076/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0003,dl-mth-252-0003,2080857,MTH-252,obj-mth-252-download-119246078,MTH 252Z-401 Syllabus U26 Gilliam.pdf,119246078,https://canvas.oregonstate.edu/courses/2080857/files/119246078/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0004,dl-mth-252-0004,2080857,MTH-252,obj-mth-252-download-119246095,MTH-252-Online-Course-Calendar.pdf,119246095,https://canvas.oregonstate.edu/courses/2080857/files/119246095/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0005,dl-mth-252-0005,2080857,MTH-252,obj-mth-252-download-119223565,Achieve Registration Process_v3.pdf,119223565,https://canvas.oregonstate.edu/courses/2080857/files/119223565/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0006,dl-mth-252-0006,2080857,MTH-252,obj-mth-252-download-119223484,MLC Hours.pdf,119223484,https://canvas.oregonstate.edu/courses/2080857/files/119223484/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0007,dl-mth-252-0007,2080857,MTH-252,obj-mth-252-download-119223553,252-Lecture-1.1-to-ME1.pdf,119223553,https://canvas.oregonstate.edu/courses/2080857/files/119223553/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0008,dl-mth-252-0008,2080857,MTH-252,obj-mth-252-download-119223553,252-Lecture-1.1-to-ME1.pdf,119223553,https://canvas.oregonstate.edu/courses/2080857/files/119223553/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0009,dl-mth-252-0009,2080857,MTH-252,obj-mth-252-download-119223594,252-Lecture-1.3-to-ME2.pdf,119223594,https://canvas.oregonstate.edu/courses/2080857/files/119223594/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0010,dl-mth-252-0010,2080857,MTH-252,obj-mth-252-download-119223594,252-Lecture-1.3-to-ME2.pdf,119223594,https://canvas.oregonstate.edu/courses/2080857/files/119223594/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0011,dl-mth-252-0011,2080857,MTH-252,obj-mth-252-download-119223561,252-Lecture-3.1-to-ME3.pdf,119223561,https://canvas.oregonstate.edu/courses/2080857/files/119223561/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0012,dl-mth-252-0012,2080857,MTH-252,obj-mth-252-download-119223595,Lecture-3.1-3.2.pdf,119223595,https://canvas.oregonstate.edu/courses/2080857/files/119223595/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0013,dl-mth-252-0013,2080857,MTH-252,obj-mth-252-download-119223561,252-Lecture-3.1-to-ME3.pdf,119223561,https://canvas.oregonstate.edu/courses/2080857/files/119223561/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0014,dl-mth-252-0014,2080857,MTH-252,obj-mth-252-download-119223597,252-Lecture-2.1-to-ME4.pdf,119223597,https://canvas.oregonstate.edu/courses/2080857/files/119223597/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0015,dl-mth-252-0015,2080857,MTH-252,obj-mth-252-download-119223597,252-Lecture-2.1-to-ME4.pdf,119223597,https://canvas.oregonstate.edu/courses/2080857/files/119223597/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0016,dl-mth-252-0016,2080857,MTH-252,obj-mth-252-download-119223466,Lecture-2.3-2.4.pdf,119223466,https://canvas.oregonstate.edu/courses/2080857/files/119223466/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0017,dl-mth-252-0017,2080857,MTH-252,obj-mth-252-download-119223598,252-Lecture-2.5-to-ME5.pdf,119223598,https://canvas.oregonstate.edu/courses/2080857/files/119223598/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0018,dl-mth-252-0018,2080857,MTH-252,obj-mth-252-download-119223617,"252-Lecture-2.5-to-ME5 pages 5 - 8, 13 - 17, 19, 20-1-1.pdf",119223617,https://canvas.oregonstate.edu/courses/2080857/files/119223617/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0019,dl-mth-252-0019,2080857,MTH-252,obj-mth-252-download-119223598,252-Lecture-2.5-to-ME5.pdf,119223598,https://canvas.oregonstate.edu/courses/2080857/files/119223598/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0020,dl-mth-252-0020,2080857,MTH-252,obj-mth-252-download-119223618,Download,119223618,https://canvas.oregonstate.edu/courses/2080857/files/119223618/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0021,dl-mth-252-0021,2080857,MTH-252,obj-mth-252-download-119223455,Download,119223455,https://canvas.oregonstate.edu/courses/2080857/files/119223455/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0022,dl-mth-252-0022,2080857,MTH-252,obj-mth-252-download-99187575,IVP-Wksht1.pdf,99187575,https://canvas.oregonstate.edu/courses/1918585/files/99187575/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0023,dl-mth-252-0023,2080857,MTH-252,obj-mth-252-download-99187581,IVP-Wksht2.pdf,99187581,https://canvas.oregonstate.edu/courses/1918585/files/99187581/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0024,dl-mth-252-0024,2080857,MTH-252,obj-mth-252-download-119223623,Download,119223623,https://canvas.oregonstate.edu/courses/2080857/files/119223623/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0025,dl-mth-252-0025,2080857,MTH-252,obj-mth-252-download-119223452,Download,119223452,https://canvas.oregonstate.edu/courses/2080857/files/119223452/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0026,dl-mth-253-0026,2053263,MTH-253,obj-mth-253-download-119228487,Download,119228487,https://canvas.oregonstate.edu/courses/2053263/files/119228487/download?download_frd=1,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-253_119228487_MTH_253_Course_Syllabus_Summer_2026.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0001-mth-253-119228487.md,"Matched a Desktop download, copied it into the repo, and parsed it."
download-0027,dl-mth-253-0027,2053263,MTH-253,obj-mth-253-download-118558899,Download,118558899,https://canvas.oregonstate.edu/courses/2053263/files/118558899/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0028,dl-mth-253-0028,2053263,MTH-253,obj-mth-253-download-118558936,Download,118558936,https://canvas.oregonstate.edu/courses/2053263/files/118558936/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0029,dl-mth-253-0029,2053263,MTH-253,obj-mth-253-download-118558848,Download,118558848,https://canvas.oregonstate.edu/courses/2053263/files/118558848/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0030,dl-mth-253-0030,2053263,MTH-253,obj-mth-253-download-118558879,Download,118558879,https://canvas.oregonstate.edu/courses/2053263/files/118558879/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0031,dl-mth-253-0031,2053263,MTH-253,obj-mth-253-download-118558963,Download,118558963,https://canvas.oregonstate.edu/courses/2053263/files/118558963/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0032,dl-mth-253-0032,2053263,MTH-253,obj-mth-253-download-118558797,Download,118558797,https://canvas.oregonstate.edu/courses/2053263/files/118558797/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0033,dl-mth-253-0033,2053263,MTH-253,obj-mth-253-download-118558956,MTH 253 - Final Exam Practice Problems.pdf,118558956,https://canvas.oregonstate.edu/courses/2053263/files/118558956/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0034,dl-mth-253-0034,2053263,MTH-253,obj-mth-253-download-118558944,MTH 253 - Final Exam Practice Problems - Answers.pdf,118558944,https://canvas.oregonstate.edu/courses/2053263/files/118558944/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0035,dl-mth-253-0035,2053263,MTH-253,obj-mth-253-download-119228487,MTH_253_Course_Syllabus_Summer_2026.pdf,119228487,https://canvas.oregonstate.edu/courses/2053263/files/119228487/download?download_frd=1,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-253_119228487_MTH_253_Course_Syllabus_Summer_2026.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0001-mth-253-119228487.md,"Matched a Desktop download, copied it into the repo, and parsed it."
download-0036,dl-mth-253-0036,2053263,MTH-253,obj-mth-253-download-118558797,Download,118558797,https://canvas.oregonstate.edu/courses/2053263/files/118558797/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0037,dl-phy-212-0037,2053526,PHY-212,obj-phy-212-download-119256264,syllabus_U2026.pdf,119256264,https://canvas.oregonstate.edu/courses/2053526/files/119256264/download?download_frd=1,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/PHY-212_119256264_ph212_syllabus_U2026.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0005-phy-212-119256264.md,"Matched a Desktop download, copied it into the repo, and parsed it."
download-0038,dl-phy-212-0038,2053526,PHY-212,obj-phy-212-download-118705530,CamScanner,118705530,https://canvas.oregonstate.edu/courses/2053526/files/118705530/download?wrap=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0039,dl-phy-212-0039,2053526,PHY-212,obj-phy-212-download-118705530,CamScanner,118705530,https://canvas.oregonstate.edu/courses/2053526/files/118705530/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0040,dl-phy-212-0040,2053526,PHY-212,obj-phy-212-download-118706071,Scannable or GeniusScan,118706071,https://canvas.oregonstate.edu/courses/2053526/files/118706071/download?wrap=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0041,dl-phy-212-0041,2053526,PHY-212,obj-phy-212-download-118706071,Scannable or GeniusScan,118706071,https://canvas.oregonstate.edu/courses/2053526/files/118706071/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0042,dl-phy-212-0042,2053526,PHY-212,obj-phy-212-download-118705575,Download,118705575,https://canvas.oregonstate.edu/courses/2053526/files/118705575/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0043,dl-phy-212-0043,2053526,PHY-212,obj-phy-212-download-119256249,first day overview.pdf,119256249,https://canvas.oregonstate.edu/courses/2053526/files/119256249/download?download_frd=1,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/PHY-212_119256249_ph212_first day overview.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0004-phy-212-119256249.md,"Matched a Desktop download, copied it into the repo, and parsed it."
download-0044,dl-phy-212-0044,2053526,PHY-212,obj-phy-212-download-119284452,M1-00.pdf,119284452,https://canvas.oregonstate.edu/users/6660414/files/119284452/download?verifier=tdhRrXaJuL3lgDaVYfufXRkHXlGkrpdaExKG1oBJ&download_frd=1,downloaded_needs_ocr,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/PHY-212_119284452_M1-00.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0003-phy-212-119284452.md,"Matched a Desktop download, but text extraction was empty; needs OCR or vision review."
download-0045,dl-phy-212-0045,2053526,PHY-212,obj-phy-212-download-119291668,M1-01.pdf,119291668,https://canvas.oregonstate.edu/users/6660414/files/119291668/download?verifier=cdD2R6qdibRpUciTWHAs5zvLNXk26R9XpDM5z6h2&download_frd=1,downloaded_needs_ocr,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/PHY-212_119291668_M1-01.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0002-phy-212-119291668.md,"Matched a Desktop download, but text extraction was empty; needs OCR or vision review."
