download_manifest_id,download_id,course_id,course_code,object_id,file_name,canvas_file_id,href,execute_status,repo_file_path,parsed_markdown_path,detail
download-0046,dl-mth-252-0046,2080857,MTH-252,obj-mth-252-download-119246076,MTH 252Z-400 Syllabus U26 Gilliam.pdf,119246076,https://canvas.oregonstate.edu/courses/2080857/files/119246076/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0047,dl-mth-252-0047,2080857,MTH-252,obj-mth-252-download-119246078,MTH 252Z-401 Syllabus U26 Gilliam.pdf,119246078,https://canvas.oregonstate.edu/courses/2080857/files/119246078/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0048,dl-mth-252-0048,2080857,MTH-252,obj-mth-252-download-119246095,MTH-252-Online-Course-Calendar.pdf,119246095,https://canvas.oregonstate.edu/courses/2080857/files/119246095/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0049,dl-mth-252-0049,2080857,MTH-252,obj-mth-252-download-119223565,Achieve Registration Process_v3.pdf,119223565,https://canvas.oregonstate.edu/courses/2080857/files/119223565/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0050,dl-mth-252-0050,2080857,MTH-252,obj-mth-252-download-119223484,MLC Hours.pdf,119223484,https://canvas.oregonstate.edu/courses/2080857/files/119223484/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0051,dl-mth-252-0051,2080857,MTH-252,obj-mth-252-download-119223553,252-Lecture-1.1-to-ME1.pdf,119223553,https://canvas.oregonstate.edu/courses/2080857/files/119223553/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0052,dl-mth-252-0052,2080857,MTH-252,obj-mth-252-download-119223553,252-Lecture-1.1-to-ME1.pdf,119223553,https://canvas.oregonstate.edu/courses/2080857/files/119223553/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0053,dl-mth-252-0053,2080857,MTH-252,obj-mth-252-download-119223594,252-Lecture-1.3-to-ME2.pdf,119223594,https://canvas.oregonstate.edu/courses/2080857/files/119223594/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0054,dl-mth-252-0054,2080857,MTH-252,obj-mth-252-download-119223594,252-Lecture-1.3-to-ME2.pdf,119223594,https://canvas.oregonstate.edu/courses/2080857/files/119223594/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0055,dl-mth-252-0055,2080857,MTH-252,obj-mth-252-download-119223561,252-Lecture-3.1-to-ME3.pdf,119223561,https://canvas.oregonstate.edu/courses/2080857/files/119223561/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0056,dl-mth-252-0056,2080857,MTH-252,obj-mth-252-download-119223595,Lecture-3.1-3.2.pdf,119223595,https://canvas.oregonstate.edu/courses/2080857/files/119223595/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0057,dl-mth-252-0057,2080857,MTH-252,obj-mth-252-download-119223561,252-Lecture-3.1-to-ME3.pdf,119223561,https://canvas.oregonstate.edu/courses/2080857/files/119223561/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0058,dl-mth-252-0058,2080857,MTH-252,obj-mth-252-download-119223597,252-Lecture-2.1-to-ME4.pdf,119223597,https://canvas.oregonstate.edu/courses/2080857/files/119223597/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0059,dl-mth-252-0059,2080857,MTH-252,obj-mth-252-download-119223597,252-Lecture-2.1-to-ME4.pdf,119223597,https://canvas.oregonstate.edu/courses/2080857/files/119223597/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0060,dl-mth-252-0060,2080857,MTH-252,obj-mth-252-download-119223466,Lecture-2.3-2.4.pdf,119223466,https://canvas.oregonstate.edu/courses/2080857/files/119223466/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0061,dl-mth-252-0061,2080857,MTH-252,obj-mth-252-download-119223598,252-Lecture-2.5-to-ME5.pdf,119223598,https://canvas.oregonstate.edu/courses/2080857/files/119223598/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0062,dl-mth-252-0062,2080857,MTH-252,obj-mth-252-download-119223617,"252-Lecture-2.5-to-ME5 pages 5 - 8, 13 - 17, 19, 20-1-1.pdf",119223617,https://canvas.oregonstate.edu/courses/2080857/files/119223617/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0063,dl-mth-252-0063,2080857,MTH-252,obj-mth-252-download-119223598,252-Lecture-2.5-to-ME5.pdf,119223598,https://canvas.oregonstate.edu/courses/2080857/files/119223598/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0064,dl-mth-252-0064,2080857,MTH-252,obj-mth-252-download-119223618,"252-Lecture-2.5-to-ME5 pages 5 - 8, 13 - 17, 19, 20-1-2.pdf",119223618,https://canvas.oregonstate.edu/courses/2080857/files/119223618/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0065,dl-mth-252-0065,2080857,MTH-252,obj-mth-252-download-119223618,Download,119223618,https://canvas.oregonstate.edu/courses/2080857/files/119223618/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0066,dl-mth-252-0066,2080857,MTH-252,obj-mth-252-download-119223455,ME2-Retake-Template.pdf,119223455,https://canvas.oregonstate.edu/courses/2080857/files/119223455/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0067,dl-mth-252-0067,2080857,MTH-252,obj-mth-252-download-119223455,Download,119223455,https://canvas.oregonstate.edu/courses/2080857/files/119223455/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0068,dl-mth-252-0068,2080857,MTH-252,obj-mth-252-download-99187575,IVP-Wksht1.pdf,99187575,https://canvas.oregonstate.edu/courses/1918585/files/99187575/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0069,dl-mth-252-0069,2080857,MTH-252,obj-mth-252-download-99187581,IVP-Wksht2.pdf,99187581,https://canvas.oregonstate.edu/courses/1918585/files/99187581/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0070,dl-mth-252-0070,2080857,MTH-252,obj-mth-252-download-119223623,ME3-Retake-Template.pdf,119223623,https://canvas.oregonstate.edu/courses/2080857/files/119223623/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0071,dl-mth-252-0071,2080857,MTH-252,obj-mth-252-download-119223623,Download,119223623,https://canvas.oregonstate.edu/courses/2080857/files/119223623/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0072,dl-mth-252-0072,2080857,MTH-252,obj-mth-252-download-119223452,ME4-Retake-Template.pdf,119223452,https://canvas.oregonstate.edu/courses/2080857/files/119223452/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0073,dl-mth-252-0073,2080857,MTH-252,obj-mth-252-download-119223452,Download,119223452,https://canvas.oregonstate.edu/courses/2080857/files/119223452/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0074,dl-mth-253-0074,2053263,MTH-253,obj-mth-253-download-119228487,Download,119228487,https://canvas.oregonstate.edu/courses/2053263/files/119228487/download?download_frd=1,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-253_119228487_MTH_253_Course_Syllabus_Summer_2026.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0001-mth-253-119228487.md,"Matched a Desktop download, copied it into the repo, and parsed it."
download-0075,dl-mth-253-0075,2053263,MTH-253,obj-mth-253-download-118558899,Download,118558899,https://canvas.oregonstate.edu/courses/2053263/files/118558899/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0076,dl-mth-253-0076,2053263,MTH-253,obj-mth-253-download-118558899,MTH 253 Weekly Schedule.docx,118558899,https://canvas.oregonstate.edu/courses/2053263/files/118558899/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0077,dl-mth-253-0077,2053263,MTH-253,obj-mth-253-download-118558936,Evaluating Limits.pdf,118558936,https://canvas.oregonstate.edu/courses/2053263/files/118558936/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0078,dl-mth-253-0078,2053263,MTH-253,obj-mth-253-download-118558936,Download,118558936,https://canvas.oregonstate.edu/courses/2053263/files/118558936/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0079,dl-mth-253-0079,2053263,MTH-253,obj-mth-253-download-118558848,Download,118558848,https://canvas.oregonstate.edu/courses/2053263/files/118558848/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0080,dl-mth-253-0080,2053263,MTH-253,obj-mth-253-download-118558879,Download,118558879,https://canvas.oregonstate.edu/courses/2053263/files/118558879/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0081,dl-mth-253-0081,2053263,MTH-253,obj-mth-253-download-118558963,Download,118558963,https://canvas.oregonstate.edu/courses/2053263/files/118558963/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0082,dl-mth-253-0082,2053263,MTH-253,obj-mth-253-download-118558848,Infinite Limits.pdf,118558848,https://canvas.oregonstate.edu/courses/2053263/files/118558848/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0083,dl-mth-253-0083,2053263,MTH-253,obj-mth-253-download-118558879,L'Hospital's Rule.pdf,118558879,https://canvas.oregonstate.edu/courses/2053263/files/118558879/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0084,dl-mth-253-0084,2053263,MTH-253,obj-mth-253-download-118558963,Improper Integrals.pdf,118558963,https://canvas.oregonstate.edu/courses/2053263/files/118558963/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0085,dl-mth-253-0085,2053263,MTH-253,obj-mth-253-download-118558797,Unit #1 Written Homework.pdf,118558797,https://canvas.oregonstate.edu/courses/2053263/files/118558797/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0086,dl-mth-253-0086,2053263,MTH-253,obj-mth-253-download-118558797,Download,118558797,https://canvas.oregonstate.edu/courses/2053263/files/118558797/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0087,dl-mth-253-0087,2053263,MTH-253,obj-mth-253-download-118558956,MTH 253 - Final Exam Practice Problems.pdf,118558956,https://canvas.oregonstate.edu/courses/2053263/files/118558956/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0088,dl-mth-253-0088,2053263,MTH-253,obj-mth-253-download-118558944,MTH 253 - Final Exam Practice Problems - Answers.pdf,118558944,https://canvas.oregonstate.edu/courses/2053263/files/118558944/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0089,dl-mth-253-0089,2053263,MTH-253,obj-mth-253-download-118558936,Download,118558936,https://canvas.oregonstate.edu/courses/2053263/files/118558936/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0090,dl-mth-253-0090,2053263,MTH-253,obj-mth-253-download-118558848,Download,118558848,https://canvas.oregonstate.edu/courses/2053263/files/118558848/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0091,dl-mth-253-0091,2053263,MTH-253,obj-mth-253-download-118558879,Download,118558879,https://canvas.oregonstate.edu/courses/2053263/files/118558879/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0092,dl-mth-253-0092,2053263,MTH-253,obj-mth-253-download-118558963,Download,118558963,https://canvas.oregonstate.edu/courses/2053263/files/118558963/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0093,dl-phy-212-0093,2053526,PHY-212,obj-phy-212-download-119256264,syllabus_U2026.pdf,119256264,https://canvas.oregonstate.edu/courses/2053526/files/119256264/download?download_frd=1,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/PHY-212_119256264_ph212_syllabus_U2026.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0005-phy-212-119256264.md,"Matched a Desktop download, copied it into the repo, and parsed it."
download-0094,dl-phy-212-0094,2053526,PHY-212,obj-phy-212-download-118705575,Proctorio Guide.pdf,118705575,https://canvas.oregonstate.edu/courses/2053526/files/118705575/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
download-0095,dl-phy-212-0095,2053526,PHY-212,obj-phy-212-download-118705575,Proctorio Guide,118705575,https://canvas.oregonstate.edu/courses/2053526/files/118705575/download?download_frd=1,not_downloaded_browser_blocked,,,No matching downloaded file found in the Desktop landing folder yet.
