download_id,object_id,course_id,course_code,source_page_id,source_page_title,source_page_url,text,file_name,canvas_file_id,href,download_attr,read_status,evidence_status,repo_file_path,parsed_markdown_path
dl-mth-253-0192,obj-mth-253-download-118558968,2053263,MTH-253,00495-mth-253-linked-detail-the-comparison-test-pdf-sequences-and-series-mth-253z-400-u2026,The Comparison Test.pdf: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/files/118558968?wrap=1,Download The Comparison Test.pdf,The Comparison Test.pdf,118558968,https://canvas.oregonstate.edu/courses/2053263/files/118558968/download?download_frd=1,true,indexed_not_read,link_only,,
dl-mth-253-0193,obj-mth-253-download-118558929,2053263,MTH-253,00496-mth-253-linked-detail-the-limit-comparison-test-pdf-sequences-and-series-mth-253z-400-u2026,The Limit Comparison Test.pdf: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/files/118558929?wrap=1,Download The Limit Comparison Test.pdf,The Limit Comparison Test.pdf,118558929,https://canvas.oregonstate.edu/courses/2053263/files/118558929/download?download_frd=1,true,indexed_not_read,link_only,,
dl-mth-253-0194,obj-mth-253-download-118558911,2053263,MTH-253,00497-mth-253-linked-detail-the-alternating-series-test-pdf-sequences-and-series-mth-253z-400-u2026,The Alternating Series Test.pdf: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/files/118558911?wrap=1,Download The Alternating Series Test.pdf,The Alternating Series Test.pdf,118558911,https://canvas.oregonstate.edu/courses/2053263/files/118558911/download?download_frd=1,true,indexed_not_read,link_only,,
dl-mth-253-0195,obj-mth-253-download-118558970,2053263,MTH-253,00498-mth-253-linked-detail-absolute-and-conditional-convergence-pdf-sequences-and-series-mth-253z-400-u2026,Absolute and Conditional Convergence.pdf: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/files/118558970?wrap=1,Download Absolute and Conditional Convergence.pdf,Absolute and Conditional Convergence.pdf,118558970,https://canvas.oregonstate.edu/courses/2053263/files/118558970/download?download_frd=1,true,indexed_not_read,link_only,,
dl-mth-253-0196,obj-mth-253-download-118558816,2053263,MTH-253,00499-mth-253-linked-detail-the-ratio-test-pdf-sequences-and-series-mth-253z-400-u2026,The Ratio Test.pdf: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/files/118558816?wrap=1,Download The Ratio Test.pdf,The Ratio Test.pdf,118558816,https://canvas.oregonstate.edu/courses/2053263/files/118558816/download?download_frd=1,true,indexed_not_read,link_only,,
dl-mth-253-0197,obj-mth-253-download-118558799,2053263,MTH-253,00500-mth-253-linked-detail-the-root-test-pdf-sequences-and-series-mth-253z-400-u2026,The Root Test.pdf: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/files/118558799?wrap=1,Download The Root Test.pdf,The Root Test.pdf,118558799,https://canvas.oregonstate.edu/courses/2053263/files/118558799/download?download_frd=1,true,indexed_not_read,link_only,,
dl-mth-253-0198,obj-mth-253-download-118558955,2053263,MTH-253,00501-mth-253-linked-detail-what-test-to-use-pdf-sequences-and-series-mth-253z-400-u2026,What Test to Use.pdf: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/files/118558955?wrap=1,Download What Test to Use.pdf,What Test to Use.pdf,118558955,https://canvas.oregonstate.edu/courses/2053263/files/118558955/download?download_frd=1,true,indexed_not_read,link_only,,
dl-mth-253-0199,obj-mth-253-download-118558907,2053263,MTH-253,00504-mth-253-linked-detail-unit-3-written-homework-pdf-sequences-and-series-mth-253z-400-u2026,Unit #3 - Written Homework.pdf: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/files/118558907?wrap=1,Download Unit #3 - Written Homework.pdf,Unit #3 - Written Homework.pdf,118558907,https://canvas.oregonstate.edu/courses/2053263/files/118558907/download?download_frd=1,true,indexed_not_read,link_only,,
dl-mth-253-0200,obj-mth-253-download-118558907,2053263,MTH-253,00505-mth-253-linked-detail-unit-3-written-homework-assignment,Unit 3 - Written Homework Assignment,https://canvas.oregonstate.edu/courses/2053263/assignments/10553181?module_item_id=26885565#,Download,Download,118558907,https://canvas.oregonstate.edu/courses/2053263/files/118558907/download?download_frd=1,,indexed_not_read,link_only,,
dl-mth-253-0201,obj-mth-253-download-118558956,2053263,MTH-253,00513-mth-253-linked-detail-mth-253-final-exam-practice-problems-pdf-sequences-and-series-mth-253z-400-u2026,MTH 253 - Final Exam Practice Problems.pdf: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/files/118558956?module_item_id=26885598#,Download MTH 253 - Final Exam Practice Problems.pdf,MTH 253 - Final Exam Practice Problems.pdf,118558956,https://canvas.oregonstate.edu/courses/2053263/files/118558956/download?download_frd=1,true,parsed_file_text,parsed_text,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-253_118558956_MTH 253 - Final Exam Practice Problems.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0005-mth-253-118558956.md
dl-mth-253-0202,obj-mth-253-download-118558944,2053263,MTH-253,00514-mth-253-linked-detail-mth-253-final-exam-practice-problems-answers-pdf-sequences-and-series-mth-253z-400-u2026,MTH 253 - Final Exam Practice Problems - Answers.pdf: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/files/118558944?module_item_id=26885599#,Download MTH 253 - Final Exam Practice Problems - Answers.pdf,MTH 253 - Final Exam Practice Problems - Answers.pdf,118558944,https://canvas.oregonstate.edu/courses/2053263/files/118558944/download?download_frd=1,true,parsed_file_text,parsed_text,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-253_118558944_MTH 253 - Final Exam Practice Problems - Answers.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0006-mth-253-118558944.md
dl-phy-212-0203,obj-phy-212-download-119369072,2053526,PHY-212,00515-phy-212-linked-detail-syllabus-u2026-pdf-general-physics-with-calculus-ph-212-400-u2026,syllabus_U2026.pdf: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/files/119369072?module_item_id=26992777#,Download syllabus_U2026.pdf,syllabus_U2026.pdf,119369072,https://canvas.oregonstate.edu/courses/2053526/files/119369072/download?download_frd=1,true,indexed_not_read,link_only,,
dl-phy-212-0204,obj-phy-212-download-119307451,2053526,PHY-212,00516-phy-212-linked-detail-lab-structure-and-ta-meetings-pdf-general-physics-with-calculus-ph-212-400-u2026,Lab Structure and TA Meetings.pdf: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/files/119307451?module_item_id=27007746#,Download Lab Structure and TA Meetings.pdf,Lab Structure and TA Meetings.pdf,119307451,https://canvas.oregonstate.edu/courses/2053526/files/119307451/download?download_frd=1,true,indexed_not_read,link_only,,
dl-phy-212-0205,obj-phy-212-download-118705530,2053526,PHY-212,00517-phy-212-linked-detail-gradescope-general-physics-with-calculus-ph-212-400-u2026,Gradescope: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/pages/gradescope?module_item_id=26896946#,CamScanner,CamScanner,118705530,https://canvas.oregonstate.edu/courses/2053526/files/118705530/download?wrap=1,,parsed_file_text,parsed_text,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/PHY-212_118705530_gradescope_tips.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0002-phy-212-118705530.md
dl-phy-212-0206,obj-phy-212-download-118705530,2053526,PHY-212,00517-phy-212-linked-detail-gradescope-general-physics-with-calculus-ph-212-400-u2026,Gradescope: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/pages/gradescope?module_item_id=26896946#,Download,Download,118705530,https://canvas.oregonstate.edu/courses/2053526/files/118705530/download?download_frd=1,,parsed_file_text,parsed_text,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/PHY-212_118705530_gradescope_tips.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0002-phy-212-118705530.md
dl-phy-212-0207,obj-phy-212-download-118706071,2053526,PHY-212,00517-phy-212-linked-detail-gradescope-general-physics-with-calculus-ph-212-400-u2026,Gradescope: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/pages/gradescope?module_item_id=26896946#,Scannable or GeniusScan,Scannable or GeniusScan,118706071,https://canvas.oregonstate.edu/courses/2053526/files/118706071/download?wrap=1,,parsed_file_text,parsed_text,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/PHY-212_118706071_submittinghwguidenew.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0001-phy-212-118706071.md
dl-phy-212-0208,obj-phy-212-download-118706071,2053526,PHY-212,00517-phy-212-linked-detail-gradescope-general-physics-with-calculus-ph-212-400-u2026,Gradescope: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/pages/gradescope?module_item_id=26896946#,Download,Download,118706071,https://canvas.oregonstate.edu/courses/2053526/files/118706071/download?download_frd=1,,parsed_file_text,parsed_text,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/PHY-212_118706071_submittinghwguidenew.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0001-phy-212-118706071.md
dl-phy-212-0209,obj-phy-212-download-118705575,2053526,PHY-212,00518-phy-212-linked-detail-proctorio-guide-pdf-general-physics-with-calculus-ph-212-400-u2026,Proctorio Guide.pdf: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/files/118705575?wrap=1,Download Proctorio Guide.pdf,Proctorio Guide.pdf,118705575,https://canvas.oregonstate.edu/courses/2053526/files/118705575/download?download_frd=1,true,parsed_file_text,parsed_text,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/PHY-212_118705575_Proctorio Guide.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0003-phy-212-118705575.md
dl-phy-212-0210,obj-phy-212-download-118705575,2053526,PHY-212,00519-phy-212-linked-detail-proctorio-setup-and-troubleshooting-general-physics-with-calculus-ph-212-400-u2026,Proctorio setup and troubleshooting: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/pages/proctorio-setup-and-troubleshooting?module_item_id=26896947#,Download Proctorio Guide,Proctorio Guide,118705575,https://canvas.oregonstate.edu/courses/2053526/files/118705575/download?download_frd=1,,parsed_file_text,parsed_text,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/PHY-212_118705575_Proctorio Guide.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0003-phy-212-118705575.md
dl-phy-212-0211,obj-phy-212-download-119256249,2053526,PHY-212,00520-phy-212-linked-detail-first-day-overview-pdf-general-physics-with-calculus-ph-212-400-u2026,first day overview.pdf: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/files/119256249?module_item_id=26997777#,Download first day overview.pdf,first day overview.pdf,119256249,https://canvas.oregonstate.edu/courses/2053526/files/119256249/download?download_frd=1,true,parsed_file_text,parsed_text,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/PHY-212_119256249_ph212_first day overview.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0032-phy-212-119256249.md
dl-phy-212-0212,obj-phy-212-download-118705966,2053526,PHY-212,00522-phy-212-linked-detail-module-1-circular-motion-learning-materials-general-physics-with-calculus-ph-212-400-u2026,Module 1 | Circular Motion | Learning Materials: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/pages/module-1-%7C-circular-motion-%7C-learning-materials,Download,Download,118705966,https://canvas.oregonstate.edu/courses/2053526/files/118705966/download?download_frd=1,,indexed_not_read,link_only,,
dl-phy-212-0213,obj-phy-212-download-118705439,2053526,PHY-212,00522-phy-212-linked-detail-module-1-circular-motion-learning-materials-general-physics-with-calculus-ph-212-400-u2026,Module 1 | Circular Motion | Learning Materials: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/pages/module-1-%7C-circular-motion-%7C-learning-materials,Download,Download,118705439,https://canvas.oregonstate.edu/courses/2053526/files/118705439/download?download_frd=1,,indexed_not_read,link_only,,
dl-phy-212-0214,obj-phy-212-download-118705966,2053526,PHY-212,00524-phy-212-linked-detail-quiz1-practice-pdf-general-physics-with-calculus-ph-212-400-u2026,quiz1_practice.pdf: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/files/118705966?wrap=1,Download quiz1_practice.pdf,quiz1_practice.pdf,118705966,https://canvas.oregonstate.edu/courses/2053526/files/118705966/download?download_frd=1,true,indexed_not_read,link_only,,
dl-phy-212-0215,obj-phy-212-download-118705966,2053526,PHY-212,00525-phy-212-linked-detail-module-1-circular-motion-learning-materials-general-physics-with-calculus-ph-212-400-u2026,Module 1 | Circular Motion | Learning Materials: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/pages/module-1-%7C-circular-motion-%7C-learning-materials?module_item_id=26896959#,Download,Download,118705966,https://canvas.oregonstate.edu/courses/2053526/files/118705966/download?download_frd=1,,indexed_not_read,link_only,,
dl-phy-212-0216,obj-phy-212-download-118705439,2053526,PHY-212,00525-phy-212-linked-detail-module-1-circular-motion-learning-materials-general-physics-with-calculus-ph-212-400-u2026,Module 1 | Circular Motion | Learning Materials: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/pages/module-1-%7C-circular-motion-%7C-learning-materials?module_item_id=26896959#,Download,Download,118705439,https://canvas.oregonstate.edu/courses/2053526/files/118705439/download?download_frd=1,,indexed_not_read,link_only,,
dl-phy-212-0217,obj-phy-212-download-118705439,2053526,PHY-212,00526-phy-212-linked-detail-quiz1-practice-soln-pdf-general-physics-with-calculus-ph-212-400-u2026,quiz1_practice_soln.pdf: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/files/118705439?wrap=1,Download quiz1_practice_soln.pdf,quiz1_practice_soln.pdf,118705439,https://canvas.oregonstate.edu/courses/2053526/files/118705439/download?download_frd=1,true,indexed_not_read,link_only,,
dl-phy-212-0218,obj-phy-212-download-119284452,2053526,PHY-212,00536-phy-212-linked-detail-m1-00asy-general-physics-with-calculus-ph-212-400-u2026,M1-00asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/quizzes/3169001,Download M1-00.pdf,M1-00.pdf,119284452,https://canvas.oregonstate.edu/users/6660414/files/119284452/download?verifier=tdhRrXaJuL3lgDaVYfufXRkHXlGkrpdaExKG1oBJ&download_frd=1,,parsed_file_text,parsed_text,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/PHY-212_119284452_M1-00.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0031-phy-212-119284452.md
dl-phy-212-0219,obj-phy-212-download-119291668,2053526,PHY-212,00537-phy-212-linked-detail-m1-1asy-general-physics-with-calculus-ph-212-400-u2026,M1-1asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/quizzes/3160454,Download M1-01.pdf,M1-01.pdf,119291668,https://canvas.oregonstate.edu/users/6660414/files/119291668/download?verifier=cdD2R6qdibRpUciTWHAs5zvLNXk26R9XpDM5z6h2&download_frd=1,,parsed_file_text,parsed_text,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/PHY-212_119291668_M1-01.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0030-phy-212-119291668.md
dl-phy-212-0220,obj-phy-212-download-119356772,2053526,PHY-212,00538-phy-212-linked-detail-m1-2asy-general-physics-with-calculus-ph-212-400-u2026,M1-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/quizzes/3160491,M1-2.pdf,M1-2.pdf,119356772,https://canvas.oregonstate.edu/files/119356772/download,,indexed_not_read,link_only,,
dl-phy-212-0221,obj-phy-212-download-119358414,2053526,PHY-212,00539-phy-212-linked-detail-m1-3asy-general-physics-with-calculus-ph-212-400-u2026,M1-3asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/quizzes/3160508,M1-3.pdf,M1-3.pdf,119358414,https://canvas.oregonstate.edu/files/119358414/download,,indexed_not_read,link_only,,
dl-phy-212-0222,obj-phy-212-download-119358458,2053526,PHY-212,00541-phy-212-linked-detail-m1-5asy-general-physics-with-calculus-ph-212-400-u2026,M1-5asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/quizzes/3160528,M1-5.pdf,M1-5.pdf,119358458,https://canvas.oregonstate.edu/files/119358458/download,,indexed_not_read,link_only,,
dl-phy-212-0223,obj-phy-212-download-119307451,2053526,PHY-212,00565-phy-212-linked-detail-lab-structure-and-ta-meetings-pdf-general-physics-with-calculus-ph-212-400-u2026,Lab Structure and TA Meetings.pdf: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/files/119307451?wrap=1,Download Lab Structure and TA Meetings.pdf,Lab Structure and TA Meetings.pdf,119307451,https://canvas.oregonstate.edu/courses/2053526/files/119307451/download?download_frd=1,true,indexed_not_read,link_only,,
dl-phy-212-0224,obj-phy-212-download-118706030,2053526,PHY-212,00595-phy-212-linked-detail-ph211-excel-skills-ref-xlsx-general-physics-with-calculus-ph-212-400-u2026,PH211_Excel-Skills-Ref.xlsx: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/files/118706030?wrap=1,Download PH211_Excel-Skills-Ref.xlsx,PH211_Excel-Skills-Ref.xlsx,118706030,https://canvas.oregonstate.edu/courses/2053526/files/118706030/download?download_frd=1,true,indexed_not_read,link_only,,
dl-phy-212-0225,obj-phy-212-download-118706028,2053526,PHY-212,00596-phy-212-linked-detail-ph211-basic-excel-workflows-pptx-general-physics-with-calculus-ph-212-400-u2026,PH211_Basic-Excel-Workflows.pptx: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/files/118706028?wrap=1,Download PH211_Basic-Excel-Workflows.pptx,PH211_Basic-Excel-Workflows.pptx,118706028,https://canvas.oregonstate.edu/courses/2053526/files/118706028/download?download_frd=1,true,indexed_not_read,link_only,,
dl-phy-212-0226,obj-phy-212-download-118706030,2053526,PHY-212,00597-phy-212-linked-detail-excel-skills-handout-general-physics-with-calculus-ph-212-400-u2026,Excel Skills Handout: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/pages/excel-skills-handout-2?module_item_id=26896976#,Download PH211_Excel-Skills-Ref.xlsx,PH211_Excel-Skills-Ref.xlsx,118706030,https://canvas.oregonstate.edu/courses/2053526/files/118706030/download?download_frd=1,,indexed_not_read,link_only,,
dl-phy-212-0227,obj-phy-212-download-118706028,2053526,PHY-212,00597-phy-212-linked-detail-excel-skills-handout-general-physics-with-calculus-ph-212-400-u2026,Excel Skills Handout: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/pages/excel-skills-handout-2?module_item_id=26896976#,Download,Download,118706028,https://canvas.oregonstate.edu/courses/2053526/files/118706028/download?download_frd=1,,indexed_not_read,link_only,,
dl-phy-212-0228,obj-phy-212-download-118706032,2053526,PHY-212,00597-phy-212-linked-detail-excel-skills-handout-general-physics-with-calculus-ph-212-400-u2026,Excel Skills Handout: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/pages/excel-skills-handout-2?module_item_id=26896976#,Download PH211_DATA_time-distance.txt,PH211_DATA_time-distance.txt,118706032,https://canvas.oregonstate.edu/courses/2053526/files/118706032/download?download_frd=1,,indexed_not_read,link_only,,
dl-phy-212-0229,obj-phy-212-download-118706030,2053526,PHY-212,00597-phy-212-linked-detail-excel-skills-handout-general-physics-with-calculus-ph-212-400-u2026,Excel Skills Handout: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/pages/excel-skills-handout-2?module_item_id=26896976#,Download PH211_Excel-Skills-Ref.xlsx,PH211_Excel-Skills-Ref.xlsx,118706030,https://canvas.oregonstate.edu/courses/2053526/files/118706030/download?download_frd=1,,indexed_not_read,link_only,,
dl-phy-212-0230,obj-phy-212-download-118706035,2053526,PHY-212,00597-phy-212-linked-detail-excel-skills-handout-general-physics-with-calculus-ph-212-400-u2026,Excel Skills Handout: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/pages/excel-skills-handout-2?module_item_id=26896976#,Download,Download,118706035,https://canvas.oregonstate.edu/courses/2053526/files/118706035/download?download_frd=1,,indexed_not_read,link_only,,
dl-phy-212-0231,obj-phy-212-download-118706030,2053526,PHY-212,00597-phy-212-linked-detail-excel-skills-handout-general-physics-with-calculus-ph-212-400-u2026,Excel Skills Handout: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/pages/excel-skills-handout-2?module_item_id=26896976#,Download PH211_Excel-Skills-Ref.xlsx,PH211_Excel-Skills-Ref.xlsx,118706030,https://canvas.oregonstate.edu/courses/2053526/files/118706030/download?download_frd=1,,indexed_not_read,link_only,,
dl-phy-212-0232,obj-phy-212-download-118706030,2053526,PHY-212,00597-phy-212-linked-detail-excel-skills-handout-general-physics-with-calculus-ph-212-400-u2026,Excel Skills Handout: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/pages/excel-skills-handout-2?module_item_id=26896976#,Download PH211_Excel-Skills-Ref.xlsx,PH211_Excel-Skills-Ref.xlsx,118706030,https://canvas.oregonstate.edu/courses/2053526/files/118706030/download?download_frd=1,,indexed_not_read,link_only,,
dl-phy-212-0233,obj-phy-212-download-118706027,2053526,PHY-212,00597-phy-212-linked-detail-excel-skills-handout-general-physics-with-calculus-ph-212-400-u2026,Excel Skills Handout: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/pages/excel-skills-handout-2?module_item_id=26896976#,Download,Download,118706027,https://canvas.oregonstate.edu/courses/2053526/files/118706027/download?download_frd=1,,indexed_not_read,link_only,,
dl-phy-212-0234,obj-phy-212-download-118706032,2053526,PHY-212,00598-phy-212-linked-detail-ph211-data-time-distance-txt-general-physics-with-calculus-ph-212-400-u2026,PH211_DATA_time-distance.txt: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/files/118706032?wrap=1,Download PH211_DATA_time-distance.txt,PH211_DATA_time-distance.txt,118706032,https://canvas.oregonstate.edu/courses/2053526/files/118706032/download?download_frd=1,true,indexed_not_read,link_only,,
dl-phy-212-0235,obj-phy-212-download-118706035,2053526,PHY-212,00599-phy-212-linked-detail-ph211-excel-data-analysis-pptx-general-physics-with-calculus-ph-212-400-u2026,PH211_Excel-Data-Analysis.pptx: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/files/118706035?wrap=1,Download PH211_Excel-Data-Analysis.pptx,PH211_Excel-Data-Analysis.pptx,118706035,https://canvas.oregonstate.edu/courses/2053526/files/118706035/download?download_frd=1,true,indexed_not_read,link_only,,
dl-phy-212-0236,obj-phy-212-download-118706027,2053526,PHY-212,00600-phy-212-linked-detail-ph211-excel-derivitives-integrals-pptx-general-physics-with-calculus-ph-212-400-u2026,PH211_Excel-Derivitives-Integrals.pptx: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/files/118706027?wrap=1,Download PH211_Excel-Derivitives-Integrals.pptx,PH211_Excel-Derivitives-Integrals.pptx,118706027,https://canvas.oregonstate.edu/courses/2053526/files/118706027/download?download_frd=1,true,indexed_not_read,link_only,,
dl-phy-212-0237,obj-phy-212-download-119457478,2053526,PHY-212,00602-phy-212-linked-detail-module-3-gravity-learning-materials-general-physics-with-calculus-ph-212-400-u2026,Module 3 | Gravity | Learning Materials: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/pages/module-3-%7C-gravity-%7C-learning-materials,Download Quiz 2 practice,Quiz 2 practice,119457478,https://canvas.oregonstate.edu/courses/2053526/files/119457478/download?download_frd=1,,indexed_not_read,link_only,,
dl-phy-212-0238,obj-phy-212-download-119457479,2053526,PHY-212,00602-phy-212-linked-detail-module-3-gravity-learning-materials-general-physics-with-calculus-ph-212-400-u2026,Module 3 | Gravity | Learning Materials: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/pages/module-3-%7C-gravity-%7C-learning-materials,Download Quiz 2 practice solutions,Quiz 2 practice solutions,119457479,https://canvas.oregonstate.edu/courses/2053526/files/119457479/download?download_frd=1,,indexed_not_read,link_only,,
dl-phy-212-0239,obj-phy-212-download-119457478,2053526,PHY-212,00603-phy-212-linked-detail-module-3-gravity-learning-materials-general-physics-with-calculus-ph-212-400-u2026,Module 3 | Gravity | Learning Materials: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/pages/module-3-%7C-gravity-%7C-learning-materials,Download Quiz 2 practice,Quiz 2 practice,119457478,https://canvas.oregonstate.edu/courses/2053526/files/119457478/download?download_frd=1,,indexed_not_read,link_only,,
dl-phy-212-0240,obj-phy-212-download-119457479,2053526,PHY-212,00603-phy-212-linked-detail-module-3-gravity-learning-materials-general-physics-with-calculus-ph-212-400-u2026,Module 3 | Gravity | Learning Materials: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/pages/module-3-%7C-gravity-%7C-learning-materials,Download Quiz 2 practice solutions,Quiz 2 practice solutions,119457479,https://canvas.oregonstate.edu/courses/2053526/files/119457479/download?download_frd=1,,indexed_not_read,link_only,,
dl-phy-212-0241,obj-phy-212-download-119457478,2053526,PHY-212,00605-phy-212-linked-detail-quiz2-practice-pdf-general-physics-with-calculus-ph-212-400-u2026,quiz2_practice.pdf: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/files/119457478?wrap=1,Download quiz2_practice.pdf,quiz2_practice.pdf,119457478,https://canvas.oregonstate.edu/courses/2053526/files/119457478/download?download_frd=1,true,indexed_not_read,link_only,,
