suspicion_id,course_id,course_code,severity,category,object_id,task_id,module_id,module_item_id,page_id,title,source_url,related_url,evidence_id,review_id,status,detail,suggested_action
sus-00001,2080857,MTH-252,high,module_crosscheck,obj-mth-252-quiz-3167659,task-00255-mth-252-blocked-or-broken-pre-class-reading-quiz-1-1-rq-1-1-integral-calculus-mth-252z-400-u2026,mod-mth-252-005-module-1-intro-to-riemann-sums-upper-lower-left-right-and-midpoint-riemann-sums,mi-mth-252-26982548,00053-mth-252-module-item-pre-class-reading-quiz-1-1-rq-1-1-integral-calculus-mth-252z-400-u2026,Pre-Class Reading Quiz - 1.1 (RQ-1.1),https://canvas.oregonstate.edu/courses/2080857/modules,https://canvas.oregonstate.edu/courses/2080857/quizzes/3167659?module_item_id=26982548,,,module_item_blocked,capture_status=captured; issue_types=redirected|page_not_found,Inspect this module item or add a retry/rule if it contains required work.
sus-00002,2080857,MTH-252,high,module_crosscheck,obj-mth-252-quiz-3167655,task-00257-mth-252-blocked-or-broken-pre-class-reading-quiz-1-3-rq-1-3-integral-calculus-mth-252z-400-u2026,mod-mth-252-008-module-3-the-fundamental-theorems-of-calculus,mi-mth-252-26982567,00072-mth-252-module-item-pre-class-reading-quiz-1-3-rq-1-3-integral-calculus-mth-252z-400-u2026,Pre-Class Reading Quiz - 1.3 (RQ-1.3),https://canvas.oregonstate.edu/courses/2080857/modules,https://canvas.oregonstate.edu/courses/2080857/quizzes/3167655?module_item_id=26982567,,,module_item_blocked,capture_status=captured; issue_types=redirected|page_not_found,Inspect this module item or add a retry/rule if it contains required work.
sus-00003,2080857,MTH-252,high,module_crosscheck,obj-mth-252-quiz-3167662,task-00259-mth-252-blocked-or-broken-rq-1-5-integral-calculus-mth-252z-400-u2026,mod-mth-252-009-module-4-introduction-to-applications,mi-mth-252-26982578,00083-mth-252-module-item-rq-1-5-integral-calculus-mth-252z-400-u2026,RQ-1.5,https://canvas.oregonstate.edu/courses/2080857/modules,https://canvas.oregonstate.edu/courses/2080857/quizzes/3167662?module_item_id=26982578,,,module_item_blocked,capture_status=captured; issue_types=redirected|page_not_found,Inspect this module item or add a retry/rule if it contains required work.
sus-00004,2080857,MTH-252,high,module_crosscheck,obj-mth-252-quiz-3167654,task-00260-mth-252-blocked-or-broken-rq-1-6-integral-calculus-mth-252z-400-u2026,mod-mth-252-009-module-4-introduction-to-applications,mi-mth-252-26982579,00084-mth-252-module-item-rq-1-6-integral-calculus-mth-252z-400-u2026,RQ-1.6,https://canvas.oregonstate.edu/courses/2080857/modules,https://canvas.oregonstate.edu/courses/2080857/quizzes/3167654?module_item_id=26982579,,,module_item_blocked,capture_status=captured; issue_types=redirected|page_not_found,Inspect this module item or add a retry/rule if it contains required work.
sus-00005,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982680,task-00073-mth-252-prep-reading-area-accumulation-graph-analysis-openstax-specific-links-to-an-external-site,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,mi-mth-252-26982680,,Area Accumulation Graph Analysis (OpenStax Specific) Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/yjJ1JIvX7t4,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00006,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982681,task-00095-mth-252-external-tool-fundamental-theorem-of-calc-ftoc-definite-integrals-links-to-an-external-site,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,mi-mth-252-26982681,,Fundamental Theorem of Calc (FToC): Definite integrals Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/ZTqEj1NyGPw,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00007,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982682,task-00093-mth-252-external-tool-ftoc-setup-and-solve-links-to-an-external-site,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,mi-mth-252-26982682,,FToC: Setup and solve Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/YE9jpfxEFYk,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00008,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982683,task-00090-mth-252-external-tool-ftoc-example-links-to-an-external-site,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,mi-mth-252-26982683,,FToC: Example Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/gJtkTRjqM6I,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00009,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982684,task-00092-mth-252-external-tool-ftoc-polynomial-example-links-to-an-external-site,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,mi-mth-252-26982684,,FToC: Polynomial example Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/X5ke8bUiiQM,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00010,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982685,task-00094-mth-252-external-tool-ftoc-trig-example-links-to-an-external-site,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,mi-mth-252-26982685,,FToC: Trig example Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/GwOhAkU-A0M,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00011,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982686,task-00091-mth-252-external-tool-ftoc-example-using-area-links-to-an-external-site,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,mi-mth-252-26982686,,FToC: Example using area Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/zdWBJTOfdiM,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00012,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982687,task-00147-mth-252-external-tool-the-antiderivative-1-links-to-an-external-site,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,mi-mth-252-26982687,,The antiderivative 1 Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/US8p_qO4Or8,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00013,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982688,task-00148-mth-252-external-tool-the-antiderivative-2-links-to-an-external-site,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,mi-mth-252-26982688,,The antiderivative 2 Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/0s4_ojV_HNY,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00014,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982689,task-00146-mth-252-external-tool-the-antiderivative-trig-links-to-an-external-site,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,mi-mth-252-26982689,,The antiderivative (trig) Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/7TPVm_DwsYE,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00015,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982690,task-00088-mth-252-external-tool-find-antiderivative-2-links-to-an-external-site,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,mi-mth-252-26982690,,Find antiderivative 2 Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/-_FJ1V5_Fcc,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00016,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982691,task-00089-mth-252-external-tool-find-antiderivative-3-links-to-an-external-site,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,mi-mth-252-26982691,,Find antiderivative 3 Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/KM61G41NKGY,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00017,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982692,task-00080-mth-252-external-tool-average-value-of-a-function-links-to-an-external-site,mod-mth-252-024-1-3-continued-working-with-integrals,mi-mth-252-26982692,,Average value of a function Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/2ikYbP6DpzE,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00018,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982693,task-00082-mth-252-external-tool-average-value-find-c-value-s-alta-specific-links-to-an-external-site,mod-mth-252-024-1-3-continued-working-with-integrals,mi-mth-252-26982693,,Average Value: Find C Value(s) (Alta Specific) Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/20XiiJFlgd0,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00019,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982694,task-00081-mth-252-external-tool-average-value-of-f-continued-links-to-an-external-site,mod-mth-252-024-1-3-continued-working-with-integrals,mi-mth-252-26982694,,Average value of f continued Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/3BxBjhsoF6o,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00020,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982695,task-00079-mth-252-external-tool-average-temperature-links-to-an-external-site,mod-mth-252-024-1-3-continued-working-with-integrals,mi-mth-252-26982695,,Average temperature Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/ba7HOTlDBec,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00021,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982696,task-00067-mth-252-external-tool-application-average-value-of-investment-links-to-an-external-site,mod-mth-252-024-1-3-continued-working-with-integrals,mi-mth-252-26982696,,Application: Average value of investment Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/80fxxec6ihM,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00022,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982697,task-00115-mth-252-external-tool-intro-net-change-theorem-links-to-an-external-site,mod-mth-252-025-1-4-integration-formulas-and-net-change,mi-mth-252-26982697,,Intro: Net change theorem Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/EivFp4mscX4,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00023,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982698,task-00128-mth-252-external-tool-net-change-in-population-links-to-an-external-site,mod-mth-252-025-1-4-integration-formulas-and-net-change,mi-mth-252-26982698,,Net change in population Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/jX2MPRxtTwE,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00024,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982699,task-00129-mth-252-external-tool-net-displacement-at-time-t-alta-specific-links-to-an-external-site,mod-mth-252-025-1-4-integration-formulas-and-net-change,mi-mth-252-26982699,,Net Displacement at Time t (Alta Specific) Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/HLYafwRnYyk,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00025,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982700,task-00078-mth-252-external-tool-area-under-the-curve-interpretation-velocity-links-to-an-external-site,mod-mth-252-025-1-4-integration-formulas-and-net-change,mi-mth-252-26982700,,"Area under the curve: Interpretation, velocity Links to an external site.",https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/Z_OHgubPJKA,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00026,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982701,task-00157-mth-252-external-tool-velocity-example-1-links-to-an-external-site,mod-mth-252-025-1-4-integration-formulas-and-net-change,mi-mth-252-26982701,,Velocity example 1 Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/VS2CEu6qbUg,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00027,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982702,task-00096-mth-252-external-tool-future-value-links-to-an-external-site,mod-mth-252-025-1-4-integration-formulas-and-net-change,mi-mth-252-26982702,,Future value Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/rlyoHQn8eSY,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00028,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982703,task-00114-mth-252-external-tool-integration-odd-even-functions-links-to-an-external-site,mod-mth-252-025-1-4-integration-formulas-and-net-change,mi-mth-252-26982703,,Integration: Odd/Even functions Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/gxcZ80pWOx0,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00029,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982704,task-00113-mth-252-external-tool-integration-odd-even-function-continued-links-to-an-external-site,mod-mth-252-025-1-4-integration-formulas-and-net-change,mi-mth-252-26982704,,Integration: Odd/Even function continued Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/MKM_E81rFII,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00030,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982705,task-00123-mth-252-external-tool-intro-substitution-links-to-an-external-site,mod-mth-252-026-1-5-substitution-u-sub,mi-mth-252-26982705,,Intro. Substitution Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/568hUU4beuk,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00031,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982706,task-00122-mth-252-external-tool-intro-substitution-continued-links-to-an-external-site,mod-mth-252-026-1-5-substitution-u-sub,mi-mth-252-26982706,,Intro. Substitution continued Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/3MbdmYeYB_I,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00032,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982707,task-00142-mth-252-external-tool-substitution-with-definite-integrals-links-to-an-external-site,mod-mth-252-026-1-5-substitution-u-sub,mi-mth-252-26982707,,Substitution with definite integrals Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/emRDaSYCLMs,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00033,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982708,task-00139-mth-252-external-tool-substitution-example-rational-function-links-to-an-external-site,mod-mth-252-026-1-5-substitution-u-sub,mi-mth-252-26982708,,Substitution example: Rational function Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/hauyUjzRTos,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00034,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982709,task-00137-mth-252-external-tool-substitution-example-exponential-links-to-an-external-site,mod-mth-252-026-1-5-substitution-u-sub,mi-mth-252-26982709,,Substitution example: Exponential Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/YvrmGNyHs90,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00035,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982710,task-00141-mth-252-external-tool-substitution-example-trig-links-to-an-external-site,mod-mth-252-026-1-5-substitution-u-sub,mi-mth-252-26982710,,Substitution example: Trig Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/YvrmGNyHs90,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00036,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982711,task-00144-mth-252-external-tool-substitution-inverse-trig-example-1-links-to-an-external-site,mod-mth-252-026-1-5-substitution-u-sub,mi-mth-252-26982711,,Substitution: Inverse trig example 1 Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/J6MvP8SYVfo,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00037,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982712,task-00145-mth-252-external-tool-substitution-inverse-trig-example-2-links-to-an-external-site,mod-mth-252-026-1-5-substitution-u-sub,mi-mth-252-26982712,,Substitution: Inverse trig example 2 Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/ypoOeSJjp4k,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00038,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982713,task-00138-mth-252-external-tool-substitution-example-logarithms-links-to-an-external-site,mod-mth-252-026-1-5-substitution-u-sub,mi-mth-252-26982713,,Substitution example: Logarithms Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/FJHHQdQEecE,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00039,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982714,task-00140-mth-252-external-tool-substitution-example-rational-function-with-logs-links-to-an-external-site,mod-mth-252-026-1-5-substitution-u-sub,mi-mth-252-26982714,,Substitution example: Rational function with logs Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/VY5r1-9apdc,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00040,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982715,task-00136-mth-252-external-tool-substitution-example-composed-exponential-with-trig-links-to-an-external-site,mod-mth-252-026-1-5-substitution-u-sub,mi-mth-252-26982715,,Substitution example: Composed exponential with trig Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/zherIhRjLtM,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00041,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982716,task-00143-mth-252-external-tool-substitution-with-indefinite-integral-links-to-an-external-site,mod-mth-252-026-1-5-substitution-u-sub,mi-mth-252-26982716,,Substitution with indefinite integral Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/GQC0YcyEzto,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00042,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982717,task-00087-mth-252-external-tool-example-problems-exponentials-links-to-an-external-site,mod-mth-252-027-1-6-exponentials-and-logarithms,mi-mth-252-26982717,,Example problems: Exponentials Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/D9dqdbCgJQM,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00043,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982718,task-00107-mth-252-external-tool-integrating-exponentials-example-2-links-to-an-external-site,mod-mth-252-027-1-6-exponentials-and-logarithms,mi-mth-252-26982718,,Integrating exponentials: example 2 Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/DffQa5SyMSE,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00044,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982719,task-00108-mth-252-external-tool-integrating-exponentials-example-3-links-to-an-external-site,mod-mth-252-027-1-6-exponentials-and-logarithms,mi-mth-252-26982719,,Integrating exponentials: Example 3 Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/BNSonfQqHA4,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00045,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982720,task-00109-mth-252-external-tool-integrating-natural-log-alta-specific-links-to-an-external-site,mod-mth-252-027-1-6-exponentials-and-logarithms,mi-mth-252-26982720,,Integrating Natural Log (Alta Specific) Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/ZL3rzP04cGQ,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00046,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982721,task-00118-mth-252-external-tool-intro-integration-by-parts-links-to-an-external-site,mod-mth-252-028-3-1-integration-by-parts,mi-mth-252-26982721,,Intro. Integration by Parts Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/xmFK_mG120k,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00047,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982736,task-00150-mth-252-external-tool-trig-integrals-odd-power-of-tangent-links-to-an-external-site,mod-mth-252-029-3-2-trigonometric-integrals,mi-mth-252-26982736,,Trig Integrals: ODD power of tangent Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/RJ2rD54H_cA,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00048,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982737,task-00151-mth-252-external-tool-trig-integrals-power-reducing-example-1-links-to-an-external-site,mod-mth-252-029-3-2-trigonometric-integrals,mi-mth-252-26982737,,Trig Integrals: Power reducing example 1 Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/heHZz041JSI,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00049,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982738,task-00149-mth-252-external-tool-trig-integrals-all-even-exponents-links-to-an-external-site,mod-mth-252-029-3-2-trigonometric-integrals,mi-mth-252-26982738,,Trig Integrals: All EVEN exponents Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/rpbr2nH7lNY,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00050,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982739,task-00124-mth-252-external-tool-intro-trig-substitution-1-links-to-an-external-site,mod-mth-252-030-3-3-trigonometric-substitution,mi-mth-252-26982739,,Intro. Trig substitution 1 Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/yS7Mgsvwdkw,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00051,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982740,task-00126-mth-252-external-tool-intro-trigonometric-substitution-continued-links-to-an-external-site,mod-mth-252-030-3-3-trigonometric-substitution,mi-mth-252-26982740,,Intro. Trigonometric Substitution continued Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/cyi-qyG1Yds,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00052,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982741,task-00125-mth-252-external-tool-intro-trig-substitution-2-links-to-an-external-site,mod-mth-252-030-3-3-trigonometric-substitution,mi-mth-252-26982741,,Intro. Trig substitution 2 Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/kSW4sEg_VdQ,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00053,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982742,task-00152-mth-252-external-tool-trig-substitution-example-3-links-to-an-external-site,mod-mth-252-030-3-3-trigonometric-substitution,mi-mth-252-26982742,,Trig substitution example 3 Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/UHRmp07p9IA,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00054,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982743,task-00153-mth-252-external-tool-trig-substitution-example-4-links-to-an-external-site,mod-mth-252-030-3-3-trigonometric-substitution,mi-mth-252-26982743,,Trig substitution example 4 Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/a-f63vZVuBQ,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00055,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982744,task-00154-mth-252-external-tool-trig-substitution-example-5-links-to-an-external-site,mod-mth-252-030-3-3-trigonometric-substitution,mi-mth-252-26982744,,Trig substitution example 5 Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/jZa4FM6l6pM,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
sus-00056,2080857,MTH-252,medium,module_crosscheck,obj-mth-252-external-url-26982745,task-00156-mth-252-external-tool-trig-substitution-with-secant-links-to-an-external-site,mod-mth-252-030-3-3-trigonometric-substitution,mi-mth-252-26982745,,Trig substitution with secant Links to an external site.,https://canvas.oregonstate.edu/courses/2080857/modules,https://youtu.be/snUBWVMPWfQ,,,module_item_external_unvisited,capture_status=external_unvisited; issue_types=,Inspect this module item or add a retry/rule if it contains required work.
