review_item_id,suspicion_id,course_id,course_code,review_state,next_action_type,severity,category,status,object_id,task_id,module_id,module_item_id,page_id,title,source_url,related_url,evidence_id,review_id,override_id,override_status,access_resolution_status,access_resolution_reason,access_final_action,suggested_action,detail
ri-00093,sus-00093,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586045,,,,00164-mth-252-linked-detail-mini-exam-1-tues-thur-no-late-submissions,Mini-Exam 1 - Tues - Thur (No late submissions),https://canvas.oregonstate.edu/courses/2080857/assignments/10586045,https://canvas.oregonstate.edu/courses/2080857/assignments/10586045,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00094,sus-00094,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586063,,,,00165-mth-252-linked-detail-reflection-2,Reflection 2,https://canvas.oregonstate.edu/courses/2080857/assignments/10586063,https://canvas.oregonstate.edu/courses/2080857/assignments/10586063,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00095,sus-00095,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586027,,,,00168-mth-252-linked-detail-achieve-1-3-the-fundamental-theorem-of-calculus,Achieve - 1.3 The Fundamental Theorem of Calculus,https://canvas.oregonstate.edu/courses/2080857/assignments/10586027,https://canvas.oregonstate.edu/courses/2080857/assignments/10586027,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00096,sus-00096,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586042,,,,00169-mth-252-linked-detail-achieve-4-10-antiderivatives,Achieve - 4.10 Antiderivatives,https://canvas.oregonstate.edu/courses/2080857/assignments/10586042,https://canvas.oregonstate.edu/courses/2080857/assignments/10586042,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00097,sus-00097,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586056,,,,00170-mth-252-linked-detail-module-3-written-homework-whw-3-3-hours,Module 3 — Written Homework (WHW 3) 🕓 3 hours,https://canvas.oregonstate.edu/courses/2080857/assignments/10586056,https://canvas.oregonstate.edu/courses/2080857/assignments/10586056,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00098,sus-00098,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586028,,,,00173-mth-252-linked-detail-achieve-1-4-integration-formulas-and-the-net-change-theorem,Achieve - 1.4 Integration Formulas and the Net Change Theorem,https://canvas.oregonstate.edu/courses/2080857/assignments/10586028,https://canvas.oregonstate.edu/courses/2080857/assignments/10586028,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00099,sus-00099,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586029,,,,00174-mth-252-linked-detail-achieve-1-5-substitution,Achieve - 1.5 Substitution,https://canvas.oregonstate.edu/courses/2080857/assignments/10586029,https://canvas.oregonstate.edu/courses/2080857/assignments/10586029,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00100,sus-00100,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586030,,,,00175-mth-252-linked-detail-achieve-1-6-integrals-involving-exponential-and-logarithmic-functions,Achieve - 1.6 Integrals Involving Exponential and Logarithmic Functions,https://canvas.oregonstate.edu/courses/2080857/assignments/10586030,https://canvas.oregonstate.edu/courses/2080857/assignments/10586030,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00101,sus-00101,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586057,,,,00176-mth-252-linked-detail-module-4-written-homework-whw-4-3-hours,Module 4 — Written Homework (WHW 4) 🕓 3 hours,https://canvas.oregonstate.edu/courses/2080857/assignments/10586057,https://canvas.oregonstate.edu/courses/2080857/assignments/10586057,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00102,sus-00102,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586037,,,,00182-mth-252-linked-detail-achieve-3-1-integration-by-parts,Achieve - 3.1 Integration by Parts,https://canvas.oregonstate.edu/courses/2080857/assignments/10586037,https://canvas.oregonstate.edu/courses/2080857/assignments/10586037,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00103,sus-00103,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586038,,,,00183-mth-252-linked-detail-achieve-3-2-trigonometric-integrals,Achieve - 3.2 Trigonometric Integrals,https://canvas.oregonstate.edu/courses/2080857/assignments/10586038,https://canvas.oregonstate.edu/courses/2080857/assignments/10586038,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00104,sus-00104,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586039,,,,00188-mth-252-linked-detail-achieve-3-3-trigonometric-substitution,Achieve - 3.3 Trigonometric Substitution,https://canvas.oregonstate.edu/courses/2080857/assignments/10586039,https://canvas.oregonstate.edu/courses/2080857/assignments/10586039,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00105,sus-00105,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586040,,,,00189-mth-252-linked-detail-achieve-3-4-partial-fractions,Achieve - 3.4 Partial Fractions,https://canvas.oregonstate.edu/courses/2080857/assignments/10586040,https://canvas.oregonstate.edu/courses/2080857/assignments/10586040,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00106,sus-00106,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586031,,,,00194-mth-252-linked-detail-achieve-2-1-areas-between-curves,Achieve - 2.1 Areas between Curves,https://canvas.oregonstate.edu/courses/2080857/assignments/10586031,https://canvas.oregonstate.edu/courses/2080857/assignments/10586031,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00107,sus-00107,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586032,,,,00195-mth-252-linked-detail-achieve-2-2-volumes-by-slicing-and-disc-washer-method,Achieve - 2.2 Volumes by Slicing and Disc/Washer Method,https://canvas.oregonstate.edu/courses/2080857/assignments/10586032,https://canvas.oregonstate.edu/courses/2080857/assignments/10586032,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00108,sus-00108,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586024,,,,00200-mth-252-linked-detail-acheive-2-4-arc-length-of-a-curve-no-surface-area,Acheive - 2.4 Arc Length of a Curve (NO Surface Area),https://canvas.oregonstate.edu/courses/2080857/assignments/10586024,https://canvas.oregonstate.edu/courses/2080857/assignments/10586024,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00109,sus-00109,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586033,,,,00201-mth-252-linked-detail-achieve-2-3-volumes-of-revolution-cylindrical-shells,Achieve - 2.3 Volumes of Revolution: Cylindrical Shells,https://canvas.oregonstate.edu/courses/2080857/assignments/10586033,https://canvas.oregonstate.edu/courses/2080857/assignments/10586033,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00110,sus-00110,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586034,,,,00207-mth-252-linked-detail-achieve-2-5-1-physical-applications,Achieve - 2.5 - 1 Physical Applications,https://canvas.oregonstate.edu/courses/2080857/assignments/10586034,https://canvas.oregonstate.edu/courses/2080857/assignments/10586034,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00111,sus-00111,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586036,,,,00208-mth-252-linked-detail-achieve-2-5-2-physical-applications,Achieve - 2.5 - 2 Physical Applications,https://canvas.oregonstate.edu/courses/2080857/assignments/10586036,https://canvas.oregonstate.edu/courses/2080857/assignments/10586036,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00112,sus-00112,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586041,,,,00212-mth-252-linked-detail-achieve-3-7-improper-integrals,Achieve - 3.7 Improper Integrals,https://canvas.oregonstate.edu/courses/2080857/assignments/10586041,https://canvas.oregonstate.edu/courses/2080857/assignments/10586041,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00113,sus-00113,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586064,,,,00214-mth-252-linked-detail-reflection-3,Reflection 3,https://canvas.oregonstate.edu/courses/2080857/assignments/10586064,https://canvas.oregonstate.edu/courses/2080857/assignments/10586064,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00114,sus-00114,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586047,,,,00218-mth-252-linked-detail-mini-exam-2-retake,Mini-Exam 2 - Retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586047,https://canvas.oregonstate.edu/courses/2080857/assignments/10586047,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00115,sus-00115,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586049,,,,00219-mth-252-linked-detail-mini-exam-3-retake,Mini-Exam 3 - Retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586049,https://canvas.oregonstate.edu/courses/2080857/assignments/10586049,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00116,sus-00116,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586051,,,,00220-mth-252-linked-detail-mini-exam-4-retake,Mini-Exam 4 - Retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586051,https://canvas.oregonstate.edu/courses/2080857/assignments/10586051,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00117,sus-00117,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-page-unit-1-learning-materials,,,,00243-mth-253-module-item-unit-1-learning-materials-sequences-and-series-mth-253z-400-u2026,Unit 1 - Learning Materials: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885530,https://canvas.oregonstate.edu/courses/2053263/pages/unit-1-learning-materials?module_item_id=26885530,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00118,sus-00118,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-assignment-10584258,,,,00247-mth-253-module-item-week-1-web-homework-infinity-and-limits-indeterminates-improper-integrals,"Week 1 Web Homework: Infinity and Limits, Indeterminates, Improper Integrals",https://canvas.oregonstate.edu/courses/2053263/modules/items/26977416,https://canvas.oregonstate.edu/courses/2053263/assignments/10584258?module_item_id=26977416,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00119,sus-00119,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-page-unit-2-learning-materials,,,,00251-mth-253-module-item-unit-2-learning-materials-sequences-and-series-mth-253z-400-u2026,Unit 2 - Learning Materials: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885543,https://canvas.oregonstate.edu/courses/2053263/pages/unit-2-learning-materials?module_item_id=26885543,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00120,sus-00120,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-assignment-10584372,,,,00253-mth-253-module-item-week-2-web-homework-sequences,Week 2 Web Homework: Sequences,https://canvas.oregonstate.edu/courses/2053263/modules/items/26977767,https://canvas.oregonstate.edu/courses/2053263/assignments/10584372?module_item_id=26977767,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00121,sus-00121,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-assignment-10553180,,,,00254-mth-253-module-item-unit-2-written-homework-assignment,Unit 2 - Written Homework Assignment,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885550,https://canvas.oregonstate.edu/courses/2053263/assignments/10553180?module_item_id=26885550,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00122,sus-00122,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-assignment-10584373,,,,00255-mth-253-module-item-week-3-web-homework-introduction-to-series,Week 3 Web Homework: Introduction to Series,https://canvas.oregonstate.edu/courses/2053263/modules/items/26977769,https://canvas.oregonstate.edu/courses/2053263/assignments/10584373?module_item_id=26977769,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00123,sus-00123,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-assignment-10584431,,,,00259-mth-253-module-item-week-4-web-homework-the-divergence-and-integral-tests,Week 4 Web Homework: The Divergence and Integral Tests,https://canvas.oregonstate.edu/courses/2053263/modules/items/26977967,https://canvas.oregonstate.edu/courses/2053263/assignments/10584431?module_item_id=26977967,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00124,sus-00124,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-assignment-10584434,,,,00260-mth-253-module-item-week-5-web-homework-comparison-and-alternate-series-tests,Week 5 Web Homework: Comparison and Alternate Series Tests,https://canvas.oregonstate.edu/courses/2053263/modules/items/26977977,https://canvas.oregonstate.edu/courses/2053263/assignments/10584434?module_item_id=26977977,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00125,sus-00125,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-assignment-10584435,,,,00263-mth-253-module-item-week-6-web-homework-ratio-and-root-tests,Week 6 Web Homework: Ratio and Root Tests,https://canvas.oregonstate.edu/courses/2053263/modules/items/26977980,https://canvas.oregonstate.edu/courses/2053263/assignments/10584435?module_item_id=26977980,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00126,sus-00126,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-assignment-10584436,,,,00267-mth-253-module-item-week-7-web-homework-power-series-and-functions,Week 7 Web Homework: Power Series and Functions,https://canvas.oregonstate.edu/courses/2053263/modules/items/26977982,https://canvas.oregonstate.edu/courses/2053263/assignments/10584436?module_item_id=26977982,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00127,sus-00127,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-assignment-10584437,,,,00268-mth-253-module-item-week-8-web-homework-taylor-and-maclaurin-series,Week 8 Web Homework Taylor and Maclaurin Series,https://canvas.oregonstate.edu/courses/2053263/modules/items/26977985,https://canvas.oregonstate.edu/courses/2053263/assignments/10584437?module_item_id=26977985,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00128,sus-00128,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-assignment-10584438,,,,00272-mth-253-module-item-week-9-web-homework-properties-of-power-series,Week 9 Web Homework: Properties of Power Series,https://canvas.oregonstate.edu/courses/2053263/modules/items/26977987,https://canvas.oregonstate.edu/courses/2053263/assignments/10584438?module_item_id=26977987,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00129,sus-00129,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-assignment-10584439,,,,00276-mth-253-module-item-week-10-web-homework-working-with-taylor-series,Week 10 Web Homework: Working with Taylor Series,https://canvas.oregonstate.edu/courses/2053263/modules/items/26977989,https://canvas.oregonstate.edu/courses/2053263/assignments/10584439?module_item_id=26977989,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00130,sus-00130,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-assignment-10584258,,,,00288-mth-253-linked-detail-week-1-web-homework-infinity-and-limits-indeterminates-improper-integrals,"Week 1 Web Homework: Infinity and Limits, Indeterminates, Improper Integrals",https://canvas.oregonstate.edu/courses/2053263/assignments/10584258,https://canvas.oregonstate.edu/courses/2053263/assignments/10584258,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00131,sus-00131,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-assignment-10584372,,,,00290-mth-253-linked-detail-week-2-web-homework-sequences,Week 2 Web Homework: Sequences,https://canvas.oregonstate.edu/courses/2053263/assignments/10584372,https://canvas.oregonstate.edu/courses/2053263/assignments/10584372,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00132,sus-00132,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-assignment-10553180,,,,00291-mth-253-linked-detail-unit-2-written-homework-assignment,Unit 2 - Written Homework Assignment,https://canvas.oregonstate.edu/courses/2053263/assignments/10553180,https://canvas.oregonstate.edu/courses/2053263/assignments/10553180,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00133,sus-00133,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-assignment-10584373,,,,00292-mth-253-linked-detail-week-3-web-homework-introduction-to-series,Week 3 Web Homework: Introduction to Series,https://canvas.oregonstate.edu/courses/2053263/assignments/10584373,https://canvas.oregonstate.edu/courses/2053263/assignments/10584373,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00134,sus-00134,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-assignment-10584431,,,,00294-mth-253-linked-detail-week-4-web-homework-the-divergence-and-integral-tests,Week 4 Web Homework: The Divergence and Integral Tests,https://canvas.oregonstate.edu/courses/2053263/assignments/10584431,https://canvas.oregonstate.edu/courses/2053263/assignments/10584431,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00135,sus-00135,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-assignment-10584434,,,,00295-mth-253-linked-detail-week-5-web-homework-comparison-and-alternate-series-tests,Week 5 Web Homework: Comparison and Alternate Series Tests,https://canvas.oregonstate.edu/courses/2053263/assignments/10584434,https://canvas.oregonstate.edu/courses/2053263/assignments/10584434,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00136,sus-00136,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-assignment-10584435,,,,00298-mth-253-linked-detail-week-6-web-homework-ratio-and-root-tests,Week 6 Web Homework: Ratio and Root Tests,https://canvas.oregonstate.edu/courses/2053263/assignments/10584435,https://canvas.oregonstate.edu/courses/2053263/assignments/10584435,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00137,sus-00137,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-assignment-10584436,,,,00300-mth-253-linked-detail-week-7-web-homework-power-series-and-functions,Week 7 Web Homework: Power Series and Functions,https://canvas.oregonstate.edu/courses/2053263/assignments/10584436,https://canvas.oregonstate.edu/courses/2053263/assignments/10584436,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00138,sus-00138,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-assignment-10584437,,,,00301-mth-253-linked-detail-week-8-web-homework-taylor-and-maclaurin-series,Week 8 Web Homework Taylor and Maclaurin Series,https://canvas.oregonstate.edu/courses/2053263/assignments/10584437,https://canvas.oregonstate.edu/courses/2053263/assignments/10584437,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00139,sus-00139,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-assignment-10584438,,,,00304-mth-253-linked-detail-week-9-web-homework-properties-of-power-series,Week 9 Web Homework: Properties of Power Series,https://canvas.oregonstate.edu/courses/2053263/assignments/10584438,https://canvas.oregonstate.edu/courses/2053263/assignments/10584438,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00140,sus-00140,2053263,MTH-253,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-253-assignment-10584439,,,,00307-mth-253-linked-detail-week-10-web-homework-working-with-taylor-series,Week 10 Web Homework: Working with Taylor Series,https://canvas.oregonstate.edu/courses/2053263/assignments/10584439,https://canvas.oregonstate.edu/courses/2053263/assignments/10584439,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00141,sus-00141,2053526,PHY-212,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-phy-212-page-start-here-overview,,,,00325-phy-212-module-item-start-here-overview-general-physics-with-calculus-ph-212-400-u2026,Start Here - Overview: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/modules/items/26896930,https://canvas.oregonstate.edu/courses/2053526/pages/start-here-overview?module_item_id=26896930,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00142,sus-00142,2053526,PHY-212,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-phy-212-page-excel-skills-handout-2,,,,00369-phy-212-module-item-excel-skills-handout-general-physics-with-calculus-ph-212-400-u2026,Excel Skills Handout: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),https://canvas.oregonstate.edu/courses/2053526/modules/items/26896976,https://canvas.oregonstate.edu/courses/2053526/pages/excel-skills-handout-2?module_item_id=26896976,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00143,sus-00143,2053526,PHY-212,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-phy-212-assignment-10557057,,,,00383-phy-212-linked-detail-lab-1-report,Lab 1 Report,https://canvas.oregonstate.edu/courses/2053526/assignments/10557057,https://canvas.oregonstate.edu/courses/2053526/assignments/10557057,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00144,sus-00144,2053526,PHY-212,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-phy-212-assignment-10557070,,,,00392-phy-212-linked-detail-m2-1pre,M2-1pre,https://canvas.oregonstate.edu/courses/2053526/assignments/10557070,https://canvas.oregonstate.edu/courses/2053526/assignments/10557070,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00145,sus-00145,2053526,PHY-212,needs_manual_decision,manual_review,medium,access_followup,expected_access_denied_until_released,obj-phy-212-assignment-10557097,,,,00396-phy-212-linked-detail-quiz-1-notes,Quiz 1 Notes,https://canvas.oregonstate.edu/courses/2053526/assignments/10557097,https://canvas.oregonstate.edu/courses/2053526/assignments/10557097,,,,access_investigation_applied,expected_access_denied_until_released,The source module page explicitly says items may show Access Denied before they open.,Track from syllabus/assignment dates and retry near the expected open window.,Track from syllabus/assignment dates and retry near the expected open window.,The source module page explicitly says items may show Access Denied before they open.; original_issue=external_tool; Page may require external-tool handling beyond rendered Canvas text.
ri-00146,sus-00146,2053526,PHY-212,needs_manual_decision,manual_review,medium,access_followup,expected_access_denied_until_released,obj-phy-212-assignment-10557058,,,,00397-phy-212-linked-detail-lab-2-group-report,Lab 2 Group Report,https://canvas.oregonstate.edu/courses/2053526/assignments/10557058,https://canvas.oregonstate.edu/courses/2053526/assignments/10557058,,,,access_investigation_applied,expected_access_denied_until_released,"The Lab 2 report link is present, but a current course announcement says TA meetings and lab group reports start next week.",Treat as a future Gradescope/lab workflow item; retry when Lab 2 opens or after the TA meeting window starts.,Treat as a future Gradescope/lab workflow item; retry when Lab 2 opens or after the TA meeting window starts.,"The Lab 2 report link is present, but a current course announcement says TA meetings and lab group reports start next week.; original_issue=external_tool; Page may require external-tool handling beyond rendered Canvas text."
ri-00147,sus-00147,2053526,PHY-212,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-phy-212-assignment-10557059,,,,00413-phy-212-linked-detail-lab-3-group-report,Lab 3 Group report,https://canvas.oregonstate.edu/courses/2053526/assignments/10557059,https://canvas.oregonstate.edu/courses/2053526/assignments/10557059,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
ri-00148,sus-00148,2080857,MTH-252,needs_manual_decision,manual_review,medium,capture_issue,external_tool,obj-mth-252-assignment-10586053,,,,00498-mth-252-linked-detail-module-1-written-homework-whw-1-2-hours,Module 1 — Written Homework (WHW 1) 🕓 2 hours,https://canvas.oregonstate.edu/courses/2080857/assignments/10586053?module_item_id=26982549#,https://canvas.oregonstate.edu/courses/2080857/assignments/10586053?module_item_id=26982549#,,,,,,,,Inspect the captured page and decide whether the blocker affects required work.,Page may require external-tool handling beyond rendered Canvas text.
