issue_id,severity,issue_type,course_id,course_code,page_id,title,requested_url,resolved_url,source_file,detail,access_resolution_status,access_resolution_reason,access_final_action
issue-0134,low,redirected,2080857,MTH-252,00132-mth-252-module-item-topic-module-8-discussion-reflection-whw-8-0-5-hour,Topic: Module 8 — Discussion Reflection: WHW 8 🕓 0.5 hour,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982627,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593468?module_item_id=26982627,metadata/00132-mth-252-module-item-topic-module-8-discussion-reflection-whw-8-0-5-hour.json,Requested URL resolved to a different URL.,,,
issue-0135,medium,external_tool,2080857,MTH-252,00133-mth-252-module-item-achieve-2-3-volumes-of-revolution-cylindrical-shells,Achieve - 2.3 Volumes of Revolution: Cylindrical Shells,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982628,https://canvas.oregonstate.edu/courses/2080857/assignments/10586033?module_item_id=26982628,metadata/00133-mth-252-module-item-achieve-2-3-volumes-of-revolution-cylindrical-shells.json,Page may require external-tool handling beyond rendered Canvas text.,,,
issue-0136,low,redirected,2080857,MTH-252,00133-mth-252-module-item-achieve-2-3-volumes-of-revolution-cylindrical-shells,Achieve - 2.3 Volumes of Revolution: Cylindrical Shells,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982628,https://canvas.oregonstate.edu/courses/2080857/assignments/10586033?module_item_id=26982628,metadata/00133-mth-252-module-item-achieve-2-3-volumes-of-revolution-cylindrical-shells.json,Requested URL resolved to a different URL.,,,
issue-0137,medium,external_tool,2080857,MTH-252,00134-mth-252-module-item-acheive-2-4-arc-length-of-a-curve-no-surface-area,Acheive - 2.4 Arc Length of a Curve (NO Surface Area),https://canvas.oregonstate.edu/courses/2080857/modules/items/26982629,https://canvas.oregonstate.edu/courses/2080857/assignments/10586024?module_item_id=26982629,metadata/00134-mth-252-module-item-acheive-2-4-arc-length-of-a-curve-no-surface-area.json,Page may require external-tool handling beyond rendered Canvas text.,,,
issue-0138,low,redirected,2080857,MTH-252,00134-mth-252-module-item-acheive-2-4-arc-length-of-a-curve-no-surface-area,Acheive - 2.4 Arc Length of a Curve (NO Surface Area),https://canvas.oregonstate.edu/courses/2080857/modules/items/26982629,https://canvas.oregonstate.edu/courses/2080857/assignments/10586024?module_item_id=26982629,metadata/00134-mth-252-module-item-acheive-2-4-arc-length-of-a-curve-no-surface-area.json,Requested URL resolved to a different URL.,,,
issue-0139,low,redirected,2080857,MTH-252,00135-mth-252-module-item-mini-exam-4-tuesday-to-thursday,Mini-Exam 4 --> Tuesday to Thursday,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982630,https://canvas.oregonstate.edu/courses/2080857/assignments/10586052?module_item_id=26982630,metadata/00135-mth-252-module-item-mini-exam-4-tuesday-to-thursday.json,Requested URL resolved to a different URL.,,,
issue-0140,low,redirected,2080857,MTH-252,00136-mth-252-module-item-module-9-overview-integral-calculus-mth-252z-400-u2026,Module 9 — Overview: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/modules/items/26982631,https://canvas.oregonstate.edu/courses/2080857/pages/module-9-overview?module_item_id=26982631,metadata/00136-mth-252-module-item-module-9-overview-integral-calculus-mth-252z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0141,low,redirected,2080857,MTH-252,00137-mth-252-module-item-module-9-learning-materials-and-practice-activities-3-5-hours-integral-calculus-mth-252z-400-u20,Module 9 — Learning Materials and Practice Activities 🕓 3 - 5 hours: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/modules/items/26982632,https://canvas.oregonstate.edu/courses/2080857/pages/module-9-learning-materials-and-practice-activities-3-5-hours-2?module_item_id=26982632,metadata/00137-mth-252-module-item-module-9-learning-materials-and-practice-activities-3-5-hours-integral-calculus-mth-252z-400-u20.json,Requested URL resolved to a different URL.,,,
issue-0142,low,redirected,2080857,MTH-252,00138-mth-252-module-item-252-lecture-2-5-to-me5-pdf-integral-calculus-mth-252z-400-u2026,252-Lecture-2.5-to-ME5.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/modules/items/26982633,https://canvas.oregonstate.edu/courses/2080857/files/119223598?module_item_id=26982633,metadata/00138-mth-252-module-item-252-lecture-2-5-to-me5-pdf-integral-calculus-mth-252z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0143,low,redirected,2080857,MTH-252,00139-mth-252-module-item-dr-g-s-videos-2-5-integral-calculus-mth-252z-400-u2026,Dr. G's Videos --> 2.5: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/modules/items/26982634,https://canvas.oregonstate.edu/courses/2080857/pages/dr-gs-videos-%3E-2-dot-5?module_item_id=26982634,metadata/00139-mth-252-module-item-dr-g-s-videos-2-5-integral-calculus-mth-252z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0144,low,redirected,2080857,MTH-252,00140-mth-252-module-item-rq-2-5-integral-calculus-mth-252z-400-u2026,RQ-2.5 : INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/modules/items/26982635,https://canvas.oregonstate.edu/courses/2080857/quizzes/3167668?module_item_id=26982635,metadata/00140-mth-252-module-item-rq-2-5-integral-calculus-mth-252z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0145,low,redirected,2080857,MTH-252,00141-mth-252-module-item-module-9-written-homework-whw-9-3-hours,Module 9 — Written Homework (WHW 9) 🕓 3 hours,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982636,https://canvas.oregonstate.edu/courses/2080857/assignments/10586062?module_item_id=26982636,metadata/00141-mth-252-module-item-module-9-written-homework-whw-9-3-hours.json,Requested URL resolved to a different URL.,,,
issue-0146,low,redirected,2080857,MTH-252,00142-mth-252-module-item-topic-module-9-discussion-reflection-final-and-exam-prep-0-5-hour,Topic: Module 9 — Discussion Reflection: Final and Exam Prep 🕓 0.5 hour,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982637,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593467?module_item_id=26982637,metadata/00142-mth-252-module-item-topic-module-9-discussion-reflection-final-and-exam-prep-0-5-hour.json,Requested URL resolved to a different URL.,,,
issue-0147,medium,external_tool,2080857,MTH-252,00143-mth-252-module-item-achieve-2-5-1-physical-applications,Achieve - 2.5 - 1 Physical Applications,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982638,https://canvas.oregonstate.edu/courses/2080857/assignments/10586034?module_item_id=26982638,metadata/00143-mth-252-module-item-achieve-2-5-1-physical-applications.json,Page may require external-tool handling beyond rendered Canvas text.,,,
issue-0148,low,redirected,2080857,MTH-252,00143-mth-252-module-item-achieve-2-5-1-physical-applications,Achieve - 2.5 - 1 Physical Applications,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982638,https://canvas.oregonstate.edu/courses/2080857/assignments/10586034?module_item_id=26982638,metadata/00143-mth-252-module-item-achieve-2-5-1-physical-applications.json,Requested URL resolved to a different URL.,,,
issue-0149,medium,external_tool,2080857,MTH-252,00144-mth-252-module-item-achieve-2-5-2-physical-applications,Achieve - 2.5 - 2 Physical Applications,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982639,https://canvas.oregonstate.edu/courses/2080857/assignments/10586036?module_item_id=26982639,metadata/00144-mth-252-module-item-achieve-2-5-2-physical-applications.json,Page may require external-tool handling beyond rendered Canvas text.,,,
issue-0150,low,redirected,2080857,MTH-252,00144-mth-252-module-item-achieve-2-5-2-physical-applications,Achieve - 2.5 - 2 Physical Applications,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982639,https://canvas.oregonstate.edu/courses/2080857/assignments/10586036?module_item_id=26982639,metadata/00144-mth-252-module-item-achieve-2-5-2-physical-applications.json,Requested URL resolved to a different URL.,,,
issue-0151,low,redirected,2080857,MTH-252,00145-mth-252-module-item-mini-exam-retake-sign-up-integral-calculus-mth-252z-400-u2026,Mini-Exam Retake Sign Up: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/modules/items/26982640,https://canvas.oregonstate.edu/courses/2080857/quizzes/3167661?module_item_id=26982640,metadata/00145-mth-252-module-item-mini-exam-retake-sign-up-integral-calculus-mth-252z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0152,low,redirected,2080857,MTH-252,00146-mth-252-module-item-module-10-overview-integral-calculus-mth-252z-400-u2026,Module 10 - Overview: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/modules/items/26982641,https://canvas.oregonstate.edu/courses/2080857/pages/module-10-overview?module_item_id=26982641,metadata/00146-mth-252-module-item-module-10-overview-integral-calculus-mth-252z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0153,low,redirected,2080857,MTH-252,00147-mth-252-module-item-module-10-learning-materials-and-practice-activities-3-5-hours-integral-calculus-mth-252z-400-u2,Module 10 — Learning Materials and Practice Activities 🕓 3 - 5 hours: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/modules/items/26982643,https://canvas.oregonstate.edu/courses/2080857/pages/module-10-learning-materials-and-practice-activities-3-5-hours-2?module_item_id=26982643,metadata/00147-mth-252-module-item-module-10-learning-materials-and-practice-activities-3-5-hours-integral-calculus-mth-252z-400-u2.json,Requested URL resolved to a different URL.,,,
issue-0154,low,redirected,2080857,MTH-252,00148-mth-252-module-item-252-lecture-2-5-to-me5-pdf-integral-calculus-mth-252z-400-u2026,252-Lecture-2.5-to-ME5.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/modules/items/26982644,https://canvas.oregonstate.edu/courses/2080857/files/119223598?module_item_id=26982644,metadata/00148-mth-252-module-item-252-lecture-2-5-to-me5-pdf-integral-calculus-mth-252z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0155,low,redirected,2080857,MTH-252,00149-mth-252-module-item-dr-g-s-videos-3-7-integral-calculus-mth-252z-400-u2026,Dr G's Videos --> 3.7: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/modules/items/26982645,https://canvas.oregonstate.edu/courses/2080857/pages/dr-gs-videos-%3E-3-dot-7?module_item_id=26982645,metadata/00149-mth-252-module-item-dr-g-s-videos-3-7-integral-calculus-mth-252z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0156,low,redirected,2080857,MTH-252,00150-mth-252-module-item-rq-3-7-integral-calculus-mth-252z-400-u2026,RQ-3.7: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/modules/items/26982646,https://canvas.oregonstate.edu/courses/2080857/quizzes/3167657?module_item_id=26982646,metadata/00150-mth-252-module-item-rq-3-7-integral-calculus-mth-252z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0157,medium,external_tool,2080857,MTH-252,00151-mth-252-module-item-reflection-3,Reflection 3,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982647,https://canvas.oregonstate.edu/courses/2080857/assignments/10586064?module_item_id=26982647,metadata/00151-mth-252-module-item-reflection-3.json,Page may require external-tool handling beyond rendered Canvas text.,,,
issue-0158,low,redirected,2080857,MTH-252,00151-mth-252-module-item-reflection-3,Reflection 3,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982647,https://canvas.oregonstate.edu/courses/2080857/assignments/10586064?module_item_id=26982647,metadata/00151-mth-252-module-item-reflection-3.json,Requested URL resolved to a different URL.,,,
issue-0159,medium,external_tool,2080857,MTH-252,00152-mth-252-module-item-achieve-3-7-improper-integrals,Achieve - 3.7 Improper Integrals,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982648,https://canvas.oregonstate.edu/courses/2080857/assignments/10586041?module_item_id=26982648,metadata/00152-mth-252-module-item-achieve-3-7-improper-integrals.json,Page may require external-tool handling beyond rendered Canvas text.,,,
issue-0160,low,redirected,2080857,MTH-252,00152-mth-252-module-item-achieve-3-7-improper-integrals,Achieve - 3.7 Improper Integrals,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982648,https://canvas.oregonstate.edu/courses/2080857/assignments/10586041?module_item_id=26982648,metadata/00152-mth-252-module-item-achieve-3-7-improper-integrals.json,Requested URL resolved to a different URL.,,,
issue-0161,low,redirected,2080857,MTH-252,00153-mth-252-module-item-module-10-written-homework-whw-10-3-hours,Module 10 — Written Homework (WHW 10) 🕓 3 hours,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982649,https://canvas.oregonstate.edu/courses/2080857/assignments/10586054?module_item_id=26982649,metadata/00153-mth-252-module-item-module-10-written-homework-whw-10-3-hours.json,Requested URL resolved to a different URL.,,,
issue-0162,low,redirected,2080857,MTH-252,00154-mth-252-module-item-final-mini-exam-5-monday-to-wednesday,Final Mini-Exam 5 --> Monday to Wednesday,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982652,https://canvas.oregonstate.edu/courses/2080857/assignments/10586043?module_item_id=26982652,metadata/00154-mth-252-module-item-final-mini-exam-5-monday-to-wednesday.json,Requested URL resolved to a different URL.,,,
issue-0163,low,redirected,2080857,MTH-252,00155-mth-252-module-item-mini-exam-1-retake,Mini-Exam 1 - Retake,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982653,https://canvas.oregonstate.edu/courses/2080857/assignments/10586046?module_item_id=26982653,metadata/00155-mth-252-module-item-mini-exam-1-retake.json,Requested URL resolved to a different URL.,,,
issue-0164,medium,external_tool,2080857,MTH-252,00156-mth-252-module-item-mini-exam-2-retake,Mini-Exam 2 - Retake,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982654,https://canvas.oregonstate.edu/courses/2080857/assignments/10586047?module_item_id=26982654,metadata/00156-mth-252-module-item-mini-exam-2-retake.json,Page may require external-tool handling beyond rendered Canvas text.,,,
issue-0165,low,redirected,2080857,MTH-252,00156-mth-252-module-item-mini-exam-2-retake,Mini-Exam 2 - Retake,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982654,https://canvas.oregonstate.edu/courses/2080857/assignments/10586047?module_item_id=26982654,metadata/00156-mth-252-module-item-mini-exam-2-retake.json,Requested URL resolved to a different URL.,,,
issue-0166,medium,external_tool,2080857,MTH-252,00157-mth-252-module-item-mini-exam-3-retake,Mini-Exam 3 - Retake,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982655,https://canvas.oregonstate.edu/courses/2080857/assignments/10586049?module_item_id=26982655,metadata/00157-mth-252-module-item-mini-exam-3-retake.json,Page may require external-tool handling beyond rendered Canvas text.,,,
issue-0167,low,redirected,2080857,MTH-252,00157-mth-252-module-item-mini-exam-3-retake,Mini-Exam 3 - Retake,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982655,https://canvas.oregonstate.edu/courses/2080857/assignments/10586049?module_item_id=26982655,metadata/00157-mth-252-module-item-mini-exam-3-retake.json,Requested URL resolved to a different URL.,,,
issue-0168,medium,external_tool,2080857,MTH-252,00158-mth-252-module-item-mini-exam-4-retake,Mini-Exam 4 - Retake,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982656,https://canvas.oregonstate.edu/courses/2080857/assignments/10586051?module_item_id=26982656,metadata/00158-mth-252-module-item-mini-exam-4-retake.json,Page may require external-tool handling beyond rendered Canvas text.,,,
issue-0169,low,redirected,2080857,MTH-252,00158-mth-252-module-item-mini-exam-4-retake,Mini-Exam 4 - Retake,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982656,https://canvas.oregonstate.edu/courses/2080857/assignments/10586051?module_item_id=26982656,metadata/00158-mth-252-module-item-mini-exam-4-retake.json,Requested URL resolved to a different URL.,,,
issue-0170,medium,external_tool,2080857,MTH-252,00159-mth-252-module-item-indefinite-integral-exponential-ibp-twice,"Indefinite integral: Exponential, IBP twice",https://canvas.oregonstate.edu/courses/2080857/modules/items/26982730,https://canvas.oregonstate.edu/courses/2080857/modules/items/26982730,metadata/00159-mth-252-module-item-indefinite-integral-exponential-ibp-twice.json,Page may require external-tool handling beyond rendered Canvas text.,,,
issue-0171,low,redirected,2053263,MTH-253,00161-mth-253-module-item-start-here-overview-sequences-and-series-mth-253z-400-u2026,Start Here - Overview: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885519,https://canvas.oregonstate.edu/courses/2053263/pages/start-here-overview?module_item_id=26885519,metadata/00161-mth-253-module-item-start-here-overview-sequences-and-series-mth-253z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0172,low,redirected,2053263,MTH-253,00162-mth-253-module-item-start-here-syllabus-sequences-and-series-mth-253z-400-u2026,Start Here - Syllabus: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885520,https://canvas.oregonstate.edu/courses/2053263/pages/start-here-syllabus?module_item_id=26885520,metadata/00162-mth-253-module-item-start-here-syllabus-sequences-and-series-mth-253z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0173,low,redirected,2053263,MTH-253,00163-mth-253-module-item-get-your-mth-253z-course-materials-access-code-ebook-sequences-and-series-mth-253z-400-u2026,Get your MTH 253Z Course Materials! (Access Code + Ebook) : SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885521,https://canvas.oregonstate.edu/courses/2053263/pages/get-your-mth-253z-course-materials-access-code-+-ebook-2?module_item_id=26885521,metadata/00163-mth-253-module-item-get-your-mth-253z-course-materials-access-code-ebook-sequences-and-series-mth-253z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0174,low,redirected,2053263,MTH-253,00164-mth-253-module-item-start-here-instructor-information-communication-policy-sequences-and-series-mth-253z-400-u2026,Start Here - Instructor Information & Communication Policy: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885522,https://canvas.oregonstate.edu/courses/2053263/pages/start-here-instructor-information-and-communication-policy?module_item_id=26885522,metadata/00164-mth-253-module-item-start-here-instructor-information-communication-policy-sequences-and-series-mth-253z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0175,low,redirected,2053263,MTH-253,00165-mth-253-module-item-start-here-on-the-use-of-ai-and-academic-honesty-sequences-and-series-mth-253z-400-u2026,Start Here: On the use of AI and academic honesty: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26977675,https://canvas.oregonstate.edu/courses/2053263/pages/start-here-on-the-use-of-ai-and-academic-honesty?module_item_id=26977675,metadata/00165-mth-253-module-item-start-here-on-the-use-of-ai-and-academic-honesty-sequences-and-series-mth-253z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0176,low,redirected,2053263,MTH-253,00166-mth-253-module-item-start-here-where-to-go-for-help-sequences-and-series-mth-253z-400-u2026,Start Here - Where to go for help?: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885523,https://canvas.oregonstate.edu/courses/2053263/pages/start-here-where-to-go-for-help?module_item_id=26885523,metadata/00166-mth-253-module-item-start-here-where-to-go-for-help-sequences-and-series-mth-253z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0177,low,redirected,2053263,MTH-253,00167-mth-253-module-item-topic-general-q-a-discussion,Topic: General Q&A Discussion,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885524,https://canvas.oregonstate.edu/courses/2053263/discussion_topics/11558499?module_item_id=26885524,metadata/00167-mth-253-module-item-topic-general-q-a-discussion.json,Requested URL resolved to a different URL.,,,
issue-0178,low,redirected,2053263,MTH-253,00168-mth-253-module-item-start-here-accessibility-statements-privacy-policies-sequences-and-series-mth-253z-400-u2026,Start Here - Accessibility Statements & Privacy Policies: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885525,https://canvas.oregonstate.edu/courses/2053263/pages/start-here-accessibility-statements-and-privacy-policies?module_item_id=26885525,metadata/00168-mth-253-module-item-start-here-accessibility-statements-privacy-policies-sequences-and-series-mth-253z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0179,low,redirected,2053263,MTH-253,00169-mth-253-module-item-start-here-sources-cited-sequences-and-series-mth-253z-400-u2026,Start Here - Sources Cited: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885526,https://canvas.oregonstate.edu/courses/2053263/pages/start-here-sources-cited?module_item_id=26885526,metadata/00169-mth-253-module-item-start-here-sources-cited-sequences-and-series-mth-253z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0180,low,redirected,2053263,MTH-253,00170-mth-253-module-item-practice-quiz-take-it-before-attempting-quiz-1-sequences-and-series-mth-253z-400-u2026,Practice Quiz (take it before attempting Quiz 1!): SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26982050,https://canvas.oregonstate.edu/courses/2053263/quizzes/3166971?module_item_id=26982050,metadata/00170-mth-253-module-item-practice-quiz-take-it-before-attempting-quiz-1-sequences-and-series-mth-253z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0181,low,redirected,2053263,MTH-253,00171-mth-253-module-item-start-here-conclusion-sequences-and-series-mth-253z-400-u2026,Start Here - Conclusion: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885527,https://canvas.oregonstate.edu/courses/2053263/pages/start-here-conclusion?module_item_id=26885527,metadata/00171-mth-253-module-item-start-here-conclusion-sequences-and-series-mth-253z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0182,low,redirected,2053263,MTH-253,00172-mth-253-module-item-unit-1-overview-sequences-and-series-mth-253z-400-u2026,Unit 1 - Overview: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885529,https://canvas.oregonstate.edu/courses/2053263/pages/unit-1-overview?module_item_id=26885529,metadata/00172-mth-253-module-item-unit-1-overview-sequences-and-series-mth-253z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0183,medium,external_tool,2053263,MTH-253,00173-mth-253-module-item-unit-1-learning-materials-sequences-and-series-mth-253z-400-u2026,Unit 1 - Learning Materials: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885530,https://canvas.oregonstate.edu/courses/2053263/pages/unit-1-learning-materials?module_item_id=26885530,metadata/00173-mth-253-module-item-unit-1-learning-materials-sequences-and-series-mth-253z-400-u2026.json,Page may require external-tool handling beyond rendered Canvas text.,,,
issue-0184,low,redirected,2053263,MTH-253,00173-mth-253-module-item-unit-1-learning-materials-sequences-and-series-mth-253z-400-u2026,Unit 1 - Learning Materials: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885530,https://canvas.oregonstate.edu/courses/2053263/pages/unit-1-learning-materials?module_item_id=26885530,metadata/00173-mth-253-module-item-unit-1-learning-materials-sequences-and-series-mth-253z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0185,low,redirected,2053263,MTH-253,00174-mth-253-module-item-topic-unit-1-q-a-discussion-board-optional,Topic: Unit 1 - Q&A Discussion Board (Optional),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885531,https://canvas.oregonstate.edu/courses/2053263/discussion_topics/11558490?module_item_id=26885531,metadata/00174-mth-253-module-item-topic-unit-1-q-a-discussion-board-optional.json,Requested URL resolved to a different URL.,,,
issue-0186,low,redirected,2053263,MTH-253,00175-mth-253-module-item-topic-unit-1-discussion-board-submitted-in-week-1-required,Topic: Unit 1 Discussion Board - Submitted in Week 1 (Required),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885532,https://canvas.oregonstate.edu/courses/2053263/discussion_topics/11558498?module_item_id=26885532,metadata/00175-mth-253-module-item-topic-unit-1-discussion-board-submitted-in-week-1-required.json,Requested URL resolved to a different URL.,,,
issue-0187,low,redirected,2053263,MTH-253,00176-mth-253-module-item-unit-1-written-homework-assignment,Unit 1 - Written Homework Assignment,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885537,https://canvas.oregonstate.edu/courses/2053263/assignments/10553179?module_item_id=26885537,metadata/00176-mth-253-module-item-unit-1-written-homework-assignment.json,Requested URL resolved to a different URL.,,,
issue-0188,medium,external_tool,2053263,MTH-253,00177-mth-253-module-item-week-1-web-homework-infinity-and-limits-indeterminates-improper-integrals,"Week 1 Web Homework: Infinity and Limits, Indeterminates, Improper Integrals",https://canvas.oregonstate.edu/courses/2053263/modules/items/26977416,https://canvas.oregonstate.edu/courses/2053263/assignments/10584258?module_item_id=26977416,metadata/00177-mth-253-module-item-week-1-web-homework-infinity-and-limits-indeterminates-improper-integrals.json,Page may require external-tool handling beyond rendered Canvas text.,,,
issue-0189,low,redirected,2053263,MTH-253,00177-mth-253-module-item-week-1-web-homework-infinity-and-limits-indeterminates-improper-integrals,"Week 1 Web Homework: Infinity and Limits, Indeterminates, Improper Integrals",https://canvas.oregonstate.edu/courses/2053263/modules/items/26977416,https://canvas.oregonstate.edu/courses/2053263/assignments/10584258?module_item_id=26977416,metadata/00177-mth-253-module-item-week-1-web-homework-infinity-and-limits-indeterminates-improper-integrals.json,Requested URL resolved to a different URL.,,,
issue-0190,low,redirected,2053263,MTH-253,00178-mth-253-module-item-unit-1-quiz-sequences-and-series-mth-253z-400-u2026,Unit 1 Quiz: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885539,https://canvas.oregonstate.edu/courses/2053263/quizzes/3159593?module_item_id=26885539,metadata/00178-mth-253-module-item-unit-1-quiz-sequences-and-series-mth-253z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0191,low,redirected,2053263,MTH-253,00179-mth-253-module-item-unit-1-conclusion-sequences-and-series-mth-253z-400-u2026,Unit 1 - Conclusion: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885541,https://canvas.oregonstate.edu/courses/2053263/pages/unit-1-conclusion?module_item_id=26885541,metadata/00179-mth-253-module-item-unit-1-conclusion-sequences-and-series-mth-253z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0192,low,redirected,2053263,MTH-253,00180-mth-253-module-item-unit-2-overview-sequences-and-series-mth-253z-400-u2026,Unit 2 - Overview: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885542,https://canvas.oregonstate.edu/courses/2053263/pages/unit-2-overview?module_item_id=26885542,metadata/00180-mth-253-module-item-unit-2-overview-sequences-and-series-mth-253z-400-u2026.json,Requested URL resolved to a different URL.,,,
issue-0193,medium,external_tool,2053263,MTH-253,00181-mth-253-module-item-unit-2-learning-materials-sequences-and-series-mth-253z-400-u2026,Unit 2 - Learning Materials: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885543,https://canvas.oregonstate.edu/courses/2053263/pages/unit-2-learning-materials?module_item_id=26885543,metadata/00181-mth-253-module-item-unit-2-learning-materials-sequences-and-series-mth-253z-400-u2026.json,Page may require external-tool handling beyond rendered Canvas text.,,,
