investigation_id,course_id,course_code,issue_type,page_id,captured_title,url,canvas_object_type,canvas_object_id,parent_object_type,parent_object_id,matched_object_ids,matched_object_titles,parent_object_ids,parent_object_titles,task_ids,task_titles,due_texts,available_texts,module_item_ids,module_titles,source_page_ids,source_page_titles,source_link_texts,live_status,live_text_sample,investigation_status,likely_reason,needs_live_retry,confidence,recommended_action,resolution_status,resolution_reason,final_action
access-0038,2053526,PHY-212,unauthorized,00650-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160489/questions/59026243,quiz_question,59026243,quiz,3160489,,,obj-phy-212-quiz-3160489,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00425-phy-212-blocked-or-broken-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00513-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00636-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00637-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00638-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00639-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00650-phy-212-linked-detail-unauthorized,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 1 - Rotational Motion|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0039,2053526,PHY-212,unauthorized,00651-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160489/questions/59026244,quiz_question,59026244,quiz,3160489,,,obj-phy-212-quiz-3160489,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00425-phy-212-blocked-or-broken-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00513-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00636-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00637-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00638-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00639-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00651-phy-212-linked-detail-unauthorized,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 1 - Rotational Motion|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0040,2053526,PHY-212,unauthorized,00652-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160489/questions/59026245,quiz_question,59026245,quiz,3160489,,,obj-phy-212-quiz-3160489,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00425-phy-212-blocked-or-broken-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00513-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00636-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00637-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00638-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00639-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00652-phy-212-linked-detail-unauthorized,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 1 - Rotational Motion|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0041,2053526,PHY-212,unauthorized,00653-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160489/questions/59026246,quiz_question,59026246,quiz,3160489,,,obj-phy-212-quiz-3160489,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00425-phy-212-blocked-or-broken-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00513-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00636-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00637-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00638-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00639-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00653-phy-212-linked-detail-unauthorized,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 1 - Rotational Motion|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0042,2053526,PHY-212,unauthorized,00654-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160489/questions/59026247,quiz_question,59026247,quiz,3160489,,,obj-phy-212-quiz-3160489,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00425-phy-212-blocked-or-broken-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00513-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00636-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00637-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00638-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-1-rotational-motion|00639-phy-212-linked-detail-hw-1-rotational-motion-general-physics-with-calculus-ph-212-400-u2026|00654-phy-212-linked-detail-unauthorized,Hw 1 - Rotational Motion: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 1 - Rotational Motion|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0043,2053526,PHY-212,unauthorized,00657-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160444/questions/59025986,quiz_question,59025986,quiz,3160444,,,obj-phy-212-quiz-3160444,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00426-phy-212-blocked-or-broken-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00514-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00655-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00656-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-2-rotational-dynamics|00657-phy-212-linked-detail-unauthorized,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 2 - Rotational Dynamics|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0044,2053526,PHY-212,unauthorized,00658-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160444/questions/59025987,quiz_question,59025987,quiz,3160444,,,obj-phy-212-quiz-3160444,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00426-phy-212-blocked-or-broken-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00514-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00655-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00656-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-2-rotational-dynamics|00658-phy-212-linked-detail-unauthorized,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 2 - Rotational Dynamics|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0045,2053526,PHY-212,unauthorized,00659-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160444/questions/59025988,quiz_question,59025988,quiz,3160444,,,obj-phy-212-quiz-3160444,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00426-phy-212-blocked-or-broken-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00514-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00655-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00656-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-2-rotational-dynamics|00659-phy-212-linked-detail-unauthorized,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 2 - Rotational Dynamics|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0046,2053526,PHY-212,unauthorized,00660-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160444/questions/59025989,quiz_question,59025989,quiz,3160444,,,obj-phy-212-quiz-3160444,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00426-phy-212-blocked-or-broken-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00514-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00655-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00656-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-2-rotational-dynamics|00660-phy-212-linked-detail-unauthorized,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 2 - Rotational Dynamics|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0047,2053526,PHY-212,unauthorized,00661-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160444/questions/59025990,quiz_question,59025990,quiz,3160444,,,obj-phy-212-quiz-3160444,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00426-phy-212-blocked-or-broken-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00514-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00655-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00656-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-2-rotational-dynamics|00661-phy-212-linked-detail-unauthorized,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 2 - Rotational Dynamics|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0048,2053526,PHY-212,unauthorized,00662-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160444/questions/59025991,quiz_question,59025991,quiz,3160444,,,obj-phy-212-quiz-3160444,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00426-phy-212-blocked-or-broken-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00514-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00655-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00656-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-2-rotational-dynamics|00662-phy-212-linked-detail-unauthorized,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 2 - Rotational Dynamics|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0049,2053526,PHY-212,unauthorized,00663-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160444/questions/59025992,quiz_question,59025992,quiz,3160444,,,obj-phy-212-quiz-3160444,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00426-phy-212-blocked-or-broken-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00514-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00655-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00656-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-2-rotational-dynamics|00663-phy-212-linked-detail-unauthorized,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 2 - Rotational Dynamics|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0050,2053526,PHY-212,unauthorized,00664-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160444/questions/59025993,quiz_question,59025993,quiz,3160444,,,obj-phy-212-quiz-3160444,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00426-phy-212-blocked-or-broken-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00514-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00655-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00656-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-2-rotational-dynamics|00664-phy-212-linked-detail-unauthorized,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 2 - Rotational Dynamics|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0051,2053526,PHY-212,unauthorized,00665-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160444/questions/59025994,quiz_question,59025994,quiz,3160444,,,obj-phy-212-quiz-3160444,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00426-phy-212-blocked-or-broken-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00514-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00655-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00656-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-2-rotational-dynamics|00665-phy-212-linked-detail-unauthorized,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 2 - Rotational Dynamics|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0052,2053526,PHY-212,unauthorized,00666-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160444/questions/59025995,quiz_question,59025995,quiz,3160444,,,obj-phy-212-quiz-3160444,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00426-phy-212-blocked-or-broken-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00514-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00655-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00656-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-2-rotational-dynamics|00666-phy-212-linked-detail-unauthorized,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 2 - Rotational Dynamics|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0053,2053526,PHY-212,unauthorized,00667-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160444/questions/59025996,quiz_question,59025996,quiz,3160444,,,obj-phy-212-quiz-3160444,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00426-phy-212-blocked-or-broken-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00514-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00655-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00656-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-2-rotational-dynamics|00667-phy-212-linked-detail-unauthorized,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 2 - Rotational Dynamics|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0054,2053526,PHY-212,unauthorized,00668-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160444/questions/59025997,quiz_question,59025997,quiz,3160444,,,obj-phy-212-quiz-3160444,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00426-phy-212-blocked-or-broken-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00514-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00655-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00656-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-2-rotational-dynamics|00668-phy-212-linked-detail-unauthorized,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 2 - Rotational Dynamics|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0055,2053526,PHY-212,unauthorized,00669-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160444/questions/59025998,quiz_question,59025998,quiz,3160444,,,obj-phy-212-quiz-3160444,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00426-phy-212-blocked-or-broken-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00514-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00655-phy-212-linked-detail-hw-2-rotational-dynamics-general-physics-with-calculus-ph-212-400-u2026|00656-phy-212-linked-detail-jacob-peterson-s-quiz-history-hw-2-rotational-dynamics|00669-phy-212-linked-detail-unauthorized,Hw 2 - Rotational Dynamics: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Jacob Peterson's Quiz History: Hw 2 - Rotational Dynamics|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0056,2053526,PHY-212,unauthorized,00673-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160514/questions/59026348,quiz_question,59026348,quiz,3160514,,,obj-phy-212-quiz-3160514,M1-1pre: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00439-phy-212-graded-task-m1-1pre-general-physics-with-calculus-ph-212-400-u2026,M1-1pre: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00515-phy-212-linked-detail-m1-1pre-general-physics-with-calculus-ph-212-400-u2026|00670-phy-212-linked-detail-m1-1pre-general-physics-with-calculus-ph-212-400-u2026|00671-phy-212-linked-detail-jacob-peterson-s-quiz-history-m1-1pre|00672-phy-212-linked-detail-m1-1pre-general-physics-with-calculus-ph-212-400-u2026|00673-phy-212-linked-detail-unauthorized,Jacob Peterson's Quiz History: M1-1pre|M1-1pre: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
