investigation_id,course_id,course_code,issue_type,page_id,captured_title,url,canvas_object_type,canvas_object_id,parent_object_type,parent_object_id,matched_object_ids,matched_object_titles,parent_object_ids,parent_object_titles,task_ids,task_titles,due_texts,available_texts,module_item_ids,module_titles,source_page_ids,source_page_titles,source_link_texts,live_status,live_text_sample,investigation_status,likely_reason,needs_live_retry,confidence,recommended_action,resolution_status,resolution_reason,final_action
access-0001,2053526,PHY-212,capture_failed,,,https://canvas.oregonstate.edu/courses/2053526/assignments/10557032,assignment,10557032,,,,,,,,,,,,,00296-phy-212-module-item-lab-1-instructions-general-physics-with-calculus-ph-212-400-u2026,Lab 1 Instructions: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),Course Introductions,captured_student_content,Skip To Content Account Dashboard Courses Groups Calendar Resources Inbox My Media Help GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)DiscussionsCourse Introductions Summer 2026 Home Announcements Zoom Modules Discussions Gradescope Assignments Grades 30 People Poll Everywhere Syllabus Student Services Media Gallery Online Tutoring Access Pearson,live_retry_required,The crawler timed out before any content was captured.,yes,high,Retry in Chrome/Playwright and capture visible text.,resolved_live_content_captured,Live Chrome retry exposed readable student-facing content.,Use live_access_retry.csv text as evidence; no access blocker remains.
access-0002,2053263,MTH-253,unauthorized,00457-mth-253-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053263/quizzes/3166971/questions/59149565,quiz_question,59149565,quiz,3166971,,,obj-mth-253-quiz-3166971,Practice Quiz (take it before attempting Quiz 1!): SEQUENCES AND SERIES (MTH_253Z_400_U2026),task-00317-mth-253-blocked-or-broken-practice-quiz-take-it-before-attempting-quiz-1-sequences-and-series-mth-253z-400,Practice Quiz (take it before attempting Quiz 1!): SEQUENCES AND SERIES (MTH_253Z_400_U2026),,,mi-mth-253-26982050,,00178-mth-253-module-item-practice-quiz-take-it-before-attempting-quiz-1-sequences-and-series-mth-253z-400-u2026|00263-mth-253-linked-detail-practice-quiz-take-it-before-attempting-quiz-1-sequences-and-series-mth-253z-400-u2026|00455-mth-253-linked-detail-practice-quiz-take-it-before-attempting-quiz-1-sequences-and-series-mth-253z-400-u2026|00456-mth-253-linked-detail-practice-quiz-take-it-before-attempting-quiz-1-sequences-and-series-mth-253z-400-u2026|00457-mth-253-linked-detail-unauthorized|00501-mth-253-linked-detail-jacob-peterson-s-quiz-history-practice-quiz-take-it-before-attempting-quiz-1|00502-mth-253-linked-detail-jacob-peterson-s-quiz-history-practice-quiz-take-it-before-attempting-quiz-1,Jacob Peterson's Quiz History: Practice Quiz (take it before attempting Quiz 1!)|Practice Quiz (take it before attempting Quiz 1!): SEQUENCES AND SERIES (MTH_253Z_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0003,2053263,MTH-253,unauthorized,00458-mth-253-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053263/quizzes/3166971/questions/59149944,quiz_question,59149944,quiz,3166971,,,obj-mth-253-quiz-3166971,Practice Quiz (take it before attempting Quiz 1!): SEQUENCES AND SERIES (MTH_253Z_400_U2026),task-00317-mth-253-blocked-or-broken-practice-quiz-take-it-before-attempting-quiz-1-sequences-and-series-mth-253z-400,Practice Quiz (take it before attempting Quiz 1!): SEQUENCES AND SERIES (MTH_253Z_400_U2026),,,mi-mth-253-26982050,,00178-mth-253-module-item-practice-quiz-take-it-before-attempting-quiz-1-sequences-and-series-mth-253z-400-u2026|00263-mth-253-linked-detail-practice-quiz-take-it-before-attempting-quiz-1-sequences-and-series-mth-253z-400-u2026|00455-mth-253-linked-detail-practice-quiz-take-it-before-attempting-quiz-1-sequences-and-series-mth-253z-400-u2026|00456-mth-253-linked-detail-practice-quiz-take-it-before-attempting-quiz-1-sequences-and-series-mth-253z-400-u2026|00458-mth-253-linked-detail-unauthorized|00501-mth-253-linked-detail-jacob-peterson-s-quiz-history-practice-quiz-take-it-before-attempting-quiz-1|00502-mth-253-linked-detail-jacob-peterson-s-quiz-history-practice-quiz-take-it-before-attempting-quiz-1,Jacob Peterson's Quiz History: Practice Quiz (take it before attempting Quiz 1!)|Practice Quiz (take it before attempting Quiz 1!): SEQUENCES AND SERIES (MTH_253Z_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0004,2053526,PHY-212,unauthorized,00542-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160536/questions/59026451,quiz_question,59026451,quiz,3160536,,,obj-phy-212-quiz-3160536,Lab Partner Values Survey: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00435-phy-212-graded-task-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026,Lab Partner Values Survey: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,mi-phy-212-26896963,,00297-phy-212-module-item-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026|00541-phy-212-linked-detail-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026|00542-phy-212-linked-detail-unauthorized|00749-phy-212-linked-detail-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026,Lab Partner Values Survey: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0005,2053526,PHY-212,unauthorized,00543-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160536/questions/59026452,quiz_question,59026452,quiz,3160536,,,obj-phy-212-quiz-3160536,Lab Partner Values Survey: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00435-phy-212-graded-task-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026,Lab Partner Values Survey: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,mi-phy-212-26896963,,00297-phy-212-module-item-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026|00541-phy-212-linked-detail-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026|00543-phy-212-linked-detail-unauthorized|00749-phy-212-linked-detail-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026,Lab Partner Values Survey: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0006,2053526,PHY-212,unauthorized,00544-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160536/questions/59026453,quiz_question,59026453,quiz,3160536,,,obj-phy-212-quiz-3160536,Lab Partner Values Survey: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00435-phy-212-graded-task-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026,Lab Partner Values Survey: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,mi-phy-212-26896963,,00297-phy-212-module-item-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026|00541-phy-212-linked-detail-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026|00544-phy-212-linked-detail-unauthorized|00749-phy-212-linked-detail-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026,Lab Partner Values Survey: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0007,2053526,PHY-212,unauthorized,00545-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160536/questions/59026454,quiz_question,59026454,quiz,3160536,,,obj-phy-212-quiz-3160536,Lab Partner Values Survey: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00435-phy-212-graded-task-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026,Lab Partner Values Survey: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,mi-phy-212-26896963,,00297-phy-212-module-item-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026|00541-phy-212-linked-detail-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026|00545-phy-212-linked-detail-unauthorized|00749-phy-212-linked-detail-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026,Lab Partner Values Survey: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0008,2053526,PHY-212,unauthorized,00546-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160536/questions/59026455,quiz_question,59026455,quiz,3160536,,,obj-phy-212-quiz-3160536,Lab Partner Values Survey: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00435-phy-212-graded-task-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026,Lab Partner Values Survey: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,mi-phy-212-26896963,,00297-phy-212-module-item-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026|00541-phy-212-linked-detail-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026|00546-phy-212-linked-detail-unauthorized|00749-phy-212-linked-detail-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026,Lab Partner Values Survey: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0009,2053526,PHY-212,unauthorized,00547-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160536/questions/59026456,quiz_question,59026456,quiz,3160536,,,obj-phy-212-quiz-3160536,Lab Partner Values Survey: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00435-phy-212-graded-task-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026,Lab Partner Values Survey: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,mi-phy-212-26896963,,00297-phy-212-module-item-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026|00541-phy-212-linked-detail-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026|00547-phy-212-linked-detail-unauthorized|00749-phy-212-linked-detail-lab-partner-values-survey-general-physics-with-calculus-ph-212-400-u2026,Lab Partner Values Survey: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0010,2053526,PHY-212,unauthorized,00576-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/assignments/10557112,assignment,10557112,,,obj-phy-212-assignment-10557112,Unauthorized,,,task-00353-phy-212-blocked-or-broken-unauthorized,Unauthorized,,,,,00304-phy-212-module-item-module-2-rotation-required-activities-general-physics-with-calculus-ph-212-400-u2026|00553-phy-212-linked-detail-module-2-rotation-required-activities-general-physics-with-calculus-ph-212-400-u2026|00576-phy-212-linked-detail-unauthorized,Module 2 | Rotation | Required Activities: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Quiz 2x|Skip To Content,access_denied,Access Denied You don't have access to view this resource.,student_facing_blocked_item,"The blocked URL matches a task/module row, so it may affect coursework.",yes,high,"Retry live and inspect whether Canvas shows a lock date, prerequisite, or true access denial.",linked_item_still_access_denied,"The link is present on a course content page, but live Canvas still shows generic Access Denied.",Keep as a real linked blocker; retry later or find the equivalent assignment/grade surface row.
access-0011,2053526,PHY-212,unauthorized,00602-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/assignments/10556985,assignment,10556985,,,obj-phy-212-assignment-10556985,Unauthorized,,,task-00354-phy-212-blocked-or-broken-unauthorized,Unauthorized,,,,,00316-phy-212-module-item-module-4-oscillations-required-activities-general-physics-with-calculus-ph-212-400-u2026|00598-phy-212-linked-detail-module-4-oscillations-required-activities-general-physics-with-calculus-ph-212-400-u2026|00602-phy-212-linked-detail-unauthorized,Module 4 | Oscillations | Required Activities: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|M4-1asy|Skip To Content,access_denied,Access Denied You don't have access to view this resource.,student_facing_blocked_item,"The blocked URL matches a task/module row, so it may affect coursework.",yes,high,"Retry live and inspect whether Canvas shows a lock date, prerequisite, or true access denial.",linked_item_still_access_denied,"The link is present on a course content page, but live Canvas still shows generic Access Denied.",Keep as a real linked blocker; retry later or find the equivalent assignment/grade surface row.
access-0012,2053526,PHY-212,unauthorized,00603-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/assignments/10556981,assignment,10556981,,,obj-phy-212-assignment-10556981,Unauthorized,,,task-00355-phy-212-blocked-or-broken-unauthorized,Unauthorized,,,,,00316-phy-212-module-item-module-4-oscillations-required-activities-general-physics-with-calculus-ph-212-400-u2026|00598-phy-212-linked-detail-module-4-oscillations-required-activities-general-physics-with-calculus-ph-212-400-u2026|00603-phy-212-linked-detail-unauthorized,Module 4 | Oscillations | Required Activities: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|M4-2asy|Skip To Content,access_denied,Access Denied You don't have access to view this resource.,student_facing_blocked_item,"The blocked URL matches a task/module row, so it may affect coursework.",yes,high,"Retry live and inspect whether Canvas shows a lock date, prerequisite, or true access denial.",linked_item_still_access_denied,"The link is present on a course content page, but live Canvas still shows generic Access Denied.",Keep as a real linked blocker; retry later or find the equivalent assignment/grade surface row.
access-0013,2053526,PHY-212,unauthorized,00604-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/pages/module-5-%7C-wave-optics-%7C-learning-materials,,,,,,,,,,,,,,,00318-phy-212-module-item-module-5-overview-of-waves-general-physics-with-calculus-ph-212-400-u2026|00604-phy-212-linked-detail-unauthorized,Module 5 | Overview of Waves: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Module 5 | Waves | Learning Materials|Skip To Content,access_denied,Access Denied You don't have access to view this resource.,unmapped_access_issue,"No module, task, or object context was found in the offline index.",yes,medium,Retry live and classify from the visible Canvas message.,linked_item_still_access_denied,"The link is present on a course content page, but live Canvas still shows generic Access Denied.",Keep as a real linked blocker; retry later or find the equivalent assignment/grade surface row.
access-0014,2053526,PHY-212,unauthorized,00605-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/pages/module-5-%7C-wave-optics-%7C-required-activities,,,,,,,,,,,,,,,00318-phy-212-module-item-module-5-overview-of-waves-general-physics-with-calculus-ph-212-400-u2026|00605-phy-212-linked-detail-unauthorized,Module 5 | Overview of Waves: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Module 5 | Waves | Required Activities|Skip To Content,access_denied,Access Denied You don't have access to view this resource.,unmapped_access_issue,"No module, task, or object context was found in the offline index.",yes,medium,Retry live and classify from the visible Canvas message.,linked_item_still_access_denied,"The link is present on a course content page, but live Canvas still shows generic Access Denied.",Keep as a real linked blocker; retry later or find the equivalent assignment/grade surface row.
access-0015,2053526,PHY-212,unauthorized,00608-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/assignments/10557004,assignment,10557004,,,obj-phy-212-assignment-10557004,Unauthorized,,,task-00356-phy-212-blocked-or-broken-unauthorized,Unauthorized,,,,,00320-phy-212-module-item-module-5-waves-required-activities-general-physics-with-calculus-ph-212-400-u2026|00608-phy-212-linked-detail-unauthorized,Module 5 | Waves | Required Activities: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|M5-2pre|Skip To Content,access_denied,Access Denied You don't have access to view this resource.,student_facing_blocked_item,"The blocked URL matches a task/module row, so it may affect coursework.",yes,high,"Retry live and inspect whether Canvas shows a lock date, prerequisite, or true access denial.",linked_item_still_access_denied,"The link is present on a course content page, but live Canvas still shows generic Access Denied.",Keep as a real linked blocker; retry later or find the equivalent assignment/grade surface row.
access-0016,2053526,PHY-212,unauthorized,00609-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/assignments/10556988,assignment,10556988,,,obj-phy-212-assignment-10556988,Unauthorized,,,task-00357-phy-212-blocked-or-broken-unauthorized,Unauthorized,,,,,00320-phy-212-module-item-module-5-waves-required-activities-general-physics-with-calculus-ph-212-400-u2026|00609-phy-212-linked-detail-unauthorized,Module 5 | Waves | Required Activities: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|M5-3pre|Skip To Content,access_denied,Access Denied You don't have access to view this resource.,student_facing_blocked_item,"The blocked URL matches a task/module row, so it may affect coursework.",yes,high,"Retry live and inspect whether Canvas shows a lock date, prerequisite, or true access denial.",linked_item_still_access_denied,"The link is present on a course content page, but live Canvas still shows generic Access Denied.",Keep as a real linked blocker; retry later or find the equivalent assignment/grade surface row.
access-0017,2053526,PHY-212,unauthorized,00610-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/assignments/10556992,assignment,10556992,,,obj-phy-212-assignment-10556992,Unauthorized,,,task-00358-phy-212-blocked-or-broken-unauthorized,Unauthorized,,,,,00320-phy-212-module-item-module-5-waves-required-activities-general-physics-with-calculus-ph-212-400-u2026|00610-phy-212-linked-detail-unauthorized,Module 5 | Waves | Required Activities: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|M5-4pre|Skip To Content,access_denied,Access Denied You don't have access to view this resource.,student_facing_blocked_item,"The blocked URL matches a task/module row, so it may affect coursework.",yes,high,"Retry live and inspect whether Canvas shows a lock date, prerequisite, or true access denial.",linked_item_still_access_denied,"The link is present on a course content page, but live Canvas still shows generic Access Denied.",Keep as a real linked blocker; retry later or find the equivalent assignment/grade surface row.
access-0018,2053526,PHY-212,unauthorized,00611-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/assignments/10556979,assignment,10556979,,,obj-phy-212-assignment-10556979,Unauthorized,,,task-00359-phy-212-blocked-or-broken-unauthorized,Unauthorized,,,,,00320-phy-212-module-item-module-5-waves-required-activities-general-physics-with-calculus-ph-212-400-u2026|00611-phy-212-linked-detail-unauthorized,Module 5 | Waves | Required Activities: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|M5-5pre|Skip To Content,access_denied,Access Denied You don't have access to view this resource.,student_facing_blocked_item,"The blocked URL matches a task/module row, so it may affect coursework.",yes,high,"Retry live and inspect whether Canvas shows a lock date, prerequisite, or true access denial.",linked_item_still_access_denied,"The link is present on a course content page, but live Canvas still shows generic Access Denied.",Keep as a real linked blocker; retry later or find the equivalent assignment/grade surface row.
access-0019,2053526,PHY-212,unauthorized,00612-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/assignments/10557022,assignment,10557022,,,obj-phy-212-assignment-10557022,Unauthorized,,,task-00360-phy-212-blocked-or-broken-unauthorized,Unauthorized,,,,,00320-phy-212-module-item-module-5-waves-required-activities-general-physics-with-calculus-ph-212-400-u2026|00612-phy-212-linked-detail-unauthorized,Module 5 | Waves | Required Activities: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|M5-6pre|Skip To Content,access_denied,Access Denied You don't have access to view this resource.,student_facing_blocked_item,"The blocked URL matches a task/module row, so it may affect coursework.",yes,high,"Retry live and inspect whether Canvas shows a lock date, prerequisite, or true access denial.",linked_item_still_access_denied,"The link is present on a course content page, but live Canvas still shows generic Access Denied.",Keep as a real linked blocker; retry later or find the equivalent assignment/grade surface row.
access-0020,2053526,PHY-212,unauthorized,00613-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/assignments/10556962,assignment,10556962,,,obj-phy-212-assignment-10556962,Unauthorized,,,task-00361-phy-212-blocked-or-broken-unauthorized,Unauthorized,,,,,00320-phy-212-module-item-module-5-waves-required-activities-general-physics-with-calculus-ph-212-400-u2026|00613-phy-212-linked-detail-unauthorized,Module 5 | Waves | Required Activities: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|M5-7pre|Skip To Content,access_denied,Access Denied You don't have access to view this resource.,student_facing_blocked_item,"The blocked URL matches a task/module row, so it may affect coursework.",yes,high,"Retry live and inspect whether Canvas shows a lock date, prerequisite, or true access denial.",linked_item_still_access_denied,"The link is present on a course content page, but live Canvas still shows generic Access Denied.",Keep as a real linked blocker; retry later or find the equivalent assignment/grade surface row.
access-0021,2053526,PHY-212,unauthorized,00614-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/assignments/10556976,assignment,10556976,,,obj-phy-212-assignment-10556976,Unauthorized,,,task-00362-phy-212-blocked-or-broken-unauthorized,Unauthorized,,,,,00320-phy-212-module-item-module-5-waves-required-activities-general-physics-with-calculus-ph-212-400-u2026|00614-phy-212-linked-detail-unauthorized,Module 5 | Waves | Required Activities: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|M5-1asy|Skip To Content,access_denied,Access Denied You don't have access to view this resource.,student_facing_blocked_item,"The blocked URL matches a task/module row, so it may affect coursework.",yes,high,"Retry live and inspect whether Canvas shows a lock date, prerequisite, or true access denial.",linked_item_still_access_denied,"The link is present on a course content page, but live Canvas still shows generic Access Denied.",Keep as a real linked blocker; retry later or find the equivalent assignment/grade surface row.
access-0022,2053526,PHY-212,unauthorized,00615-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/assignments/10557018,assignment,10557018,,,obj-phy-212-assignment-10557018,Unauthorized,,,task-00363-phy-212-blocked-or-broken-unauthorized,Unauthorized,,,,,00320-phy-212-module-item-module-5-waves-required-activities-general-physics-with-calculus-ph-212-400-u2026|00615-phy-212-linked-detail-unauthorized,Module 5 | Waves | Required Activities: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|M5-2asy|Skip To Content,access_denied,Access Denied You don't have access to view this resource.,student_facing_blocked_item,"The blocked URL matches a task/module row, so it may affect coursework.",yes,high,"Retry live and inspect whether Canvas shows a lock date, prerequisite, or true access denial.",linked_item_still_access_denied,"The link is present on a course content page, but live Canvas still shows generic Access Denied.",Keep as a real linked blocker; retry later or find the equivalent assignment/grade surface row.
access-0023,2053526,PHY-212,unauthorized,00616-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/assignments/10557031,assignment,10557031,,,obj-phy-212-assignment-10557031,Unauthorized,,,task-00364-phy-212-blocked-or-broken-unauthorized,Unauthorized,,,,,00320-phy-212-module-item-module-5-waves-required-activities-general-physics-with-calculus-ph-212-400-u2026|00616-phy-212-linked-detail-unauthorized,Module 5 | Waves | Required Activities: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|M5-3asy|Skip To Content,access_denied,Access Denied You don't have access to view this resource.,student_facing_blocked_item,"The blocked URL matches a task/module row, so it may affect coursework.",yes,high,"Retry live and inspect whether Canvas shows a lock date, prerequisite, or true access denial.",linked_item_still_access_denied,"The link is present on a course content page, but live Canvas still shows generic Access Denied.",Keep as a real linked blocker; retry later or find the equivalent assignment/grade surface row.
access-0024,2053526,PHY-212,unauthorized,00617-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/assignments/10557002,assignment,10557002,,,obj-phy-212-assignment-10557002,Unauthorized,,,task-00365-phy-212-blocked-or-broken-unauthorized,Unauthorized,,,,,00320-phy-212-module-item-module-5-waves-required-activities-general-physics-with-calculus-ph-212-400-u2026|00617-phy-212-linked-detail-unauthorized,Module 5 | Waves | Required Activities: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|M5-4asy|Skip To Content,access_denied,Access Denied You don't have access to view this resource.,student_facing_blocked_item,"The blocked URL matches a task/module row, so it may affect coursework.",yes,high,"Retry live and inspect whether Canvas shows a lock date, prerequisite, or true access denial.",linked_item_still_access_denied,"The link is present on a course content page, but live Canvas still shows generic Access Denied.",Keep as a real linked blocker; retry later or find the equivalent assignment/grade surface row.
access-0025,2053526,PHY-212,unauthorized,00618-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/assignments/10556942,assignment,10556942,,,obj-phy-212-assignment-10556942,Unauthorized,,,task-00366-phy-212-blocked-or-broken-unauthorized,Unauthorized,,,,,00320-phy-212-module-item-module-5-waves-required-activities-general-physics-with-calculus-ph-212-400-u2026|00618-phy-212-linked-detail-unauthorized,Module 5 | Waves | Required Activities: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|M5-5asy|Skip To Content,access_denied,Access Denied You don't have access to view this resource.,student_facing_blocked_item,"The blocked URL matches a task/module row, so it may affect coursework.",yes,high,"Retry live and inspect whether Canvas shows a lock date, prerequisite, or true access denial.",linked_item_still_access_denied,"The link is present on a course content page, but live Canvas still shows generic Access Denied.",Keep as a real linked blocker; retry later or find the equivalent assignment/grade surface row.
